"project","github_repo","debian_sources","homebrew_formulas","in_debian","in_homebrew","is_cpp","is_oss_fuzz","debian_dl_avg","homebrew_dl_avg","debian_dl_p","homebrew_dl_p","debian_share","homebrew_share","categories","licenses","2021","2022","2023","2024","2025"
"zvbi","zapping-vbi/zvbi","zvbi","","True","False","True","False","111274","0","51.75","","0.0982","","devel","","112898","107421","122124","124636","89295"
"debian:libsmbclient","","libsmbclient","","True","False","True","False","111237","0","51.84","","0.0982","","","","115652","108338","122565","122817","86817"
"libgusb","hughsie/libgusb","libgusb","","True","False","True","False","110744","0","52.24","","0.0977","","libs","","99192","94328","108156","117007","135038"
"modemmanager","","modemmanager","","True","False","True","False","110565","0","52.33","","0.0976","","comm","","97891","92612","106831","118005","137488"
"libsigsegv","","libsigsegv","libsigsegv","True","True","True","False","105208","6669","57.17","99.58","0.0928","0.0033","devel","","117959","123560","109005","101362","100832"
"libcanberra","","libcanberra","","True","False","True","False","110512","0","52.43","","0.0975","","libs","","101746","93834","107181","115679","134120"
"libopenmpt","","libopenmpt","libopenmpt","True","True","True","False","106230","5125","55.78","99.91","0.0937","0.0025","misc","","105014","108227","119935","126730","91747"
"hyphen","hunspell/hyphen","hyphen","","True","False","True","False","110311","0","52.53","","0.0973","","libs","","100708","93611","107194","116121","133925"
"ppp","","ppp","","True","False","True","False","110228","0","52.62","","0.0973","","admin","","98188","92900","106453","116929","136671"
"watch","","","watch","False","True","True","False","0","110227","","90.25","","0.0546","","","0","243649","50749","67961","78549"
"libdca","","libdca","","True","False","True","False","109850","0","52.92","","0.0969","","libs","","99619","93033","106751","115994","133854"
"gptfdisk","","gdisk","","True","False","True","False","109783","0","53.01","","0.0969","","admin","","107049","103124","117839","123945","96958"
"xcb-util-renderutil","","xcb-util-renderutil","xcb-util-renderutil","True","True","True","False","105308","5458","56.99","99.84","0.0929","0.0027","libdevel","","94323","89690","102562","121340","140457"
"anacron","","anacron","","True","False","True","False","109570","0","53.21","","0.0967","","admin","","99590","92203","105928","115249","134880"
"xcb-util-keysyms","","xcb-util-keysyms","xcb-util-keysyms","True","True","True","False","105286","5337","57.08","99.86","0.0929","0.0026","libdevel","","95147","89769","102434","120706","139728"
"a52dec","","a52dec","","True","False","True","False","109519","0","53.30","","0.0966","","devel","","99636","93118","106675","115377","132790"
"proj","OSGeo/PROJ","proj","proj","True","True","True","True","26976","102834","87.92","90.72","0.0238","0.0509","science","","24002","175519","66324","120395","159978"
"iw","","iw","","True","False","True","False","109226","0","53.40","","0.0964","","net","","100138","92228","105630","114253","133881"
"gstreamer:libav","","gst-libav1.0","","True","False","True","False","109191","0","53.59","","0.0963","","libs","","93866","91030","105819","117711","137529"
"xcb-util-image","","xcb-util-image","xcb-util-image","True","True","True","False","104635","5620","57.82","99.83","0.0923","0.0028","libdevel","","93848","89039","101843","120914","140013"
"libmpeg2","","mpeg2dec","","True","False","True","False","109086","0","53.69","","0.0963","","x11","","99143","92690","106210","114863","132528"
"xcb-util-wm","","xcb-util-wm","xcb-util-wm","True","True","True","False","104362","5789","58.10","99.78","0.0921","0.0029","libdevel","","93357","88710","101797","121149","139958"
"libmbim","","libmbim","","True","False","True","False","108481","0","53.98","","0.0957","","misc","","95094","90296","104651","116315","136050"
"perl:algorithm-diff-xs","","libalgorithm-diff-xs-perl","","True","False","True","False","108476","0","54.07","","0.0957","","perl","","97984","96129","101685","113656","132928"
"xdrv:fbdev","","xserver-xorg-video-fbdev","","True","False","True","False","108320","0","54.17","","0.0956","","x11","","99160","91507","104844","113739","132351"
"startup-notification","","startup-notification","","True","False","True","False","108281","0","54.26","","0.0955","","libs","","99556","91658","105062","113549","131583"
"xdrv:vesa","","xserver-xorg-video-vesa","","True","False","True","False","107979","0","54.36","","0.0953","","x11","","98977","91263","104645","113516","131494"
"sbc","","sbc","","True","False","True","False","107970","0","54.45","","0.0953","","misc","","93785","89998","104683","115938","135446"
"xdrv:ati","","xserver-xorg-video-ati","","True","False","True","False","107786","0","54.74","","0.0951","","x11","","98541","90902","104296","113295","131899"
"libxvmc","","libxvmc","","True","False","True","False","107634","0","54.83","","0.0950","","x11","","99225","91234","104419","112743","130550"
"libao","","libao","libao","True","True","True","False","104010","4257","58.47","99.95","0.0918","0.0021","libs","","94438","93905","103368","114260","131112"
"xdrv:wacom","","xf86-input-wacom","","True","False","True","False","106981","0","55.12","","0.0944","","x11","","97689","90102","103572","112426","131118"
"alsa-utils","","alsa-utils","","True","False","True","False","106942","0","55.21","","0.0944","","sound","","97626","90391","103786","112399","130508"
"xdrv:vmware","","xserver-xorg-video-vmware","","True","False","True","False","106843","0","55.31","","0.0943","","x11","","98108","90303","103373","112303","130128"
"vo-amrwbenc","","vo-amrwbenc","","True","False","True","False","106826","0","55.40","","0.0943","","libs","","94325","89603","103798","113934","132472"
"nas","","nas","","True","False","True","False","106565","0","55.49","","0.0940","","sound","","98871","90599","103438","111198","128722"
"upower","","upower","","True","False","True","False","106429","0","55.59","","0.0939","","admin","","96341","89480","103103","112422","130800"
"debian:x11-apps","","x11-apps","","True","False","True","False","106204","0","55.87","","0.0937","","","","97068","89644","102909","111580","129819"
"zbar","mchehab/zbar","zbar","zbar","True","True","True","False","92213","17439","64.76","98.01","0.0814","0.0086","libs","","92786","109362","111533","125132","92013"
"libqmi","","libqmi","","True","False","True","False","105926","0","55.96","","0.0935","","misc","","90353","87369","102150","114883","134878"
"raptor-rdf","","raptor2","","True","False","True","False","105862","0","56.06","","0.0934","","devel","","94557","87539","102081","113223","131910"
"mhash","","mhash","","True","False","True","False","105718","0","56.15","","0.0933","","libs","","97186","90040","102838","110580","127949"
"gstreamer:bad","","gst-plugins-bad1.0","","True","False","True","False","105664","0","56.24","","0.0932","","libs","","92944","88222","102552","113074","131529"
"xcodegen","yonaskolb/XcodeGen","","xcodegen","False","True","True","False","0","105646","","90.47","","0.0523","","","0","39003","52149","175448","155986"
"libexttextcat","","libexttextcat","","True","False","True","False","105645","0","56.34","","0.0932","","libs","","95742","89695","102873","111190","128726"
"vo-aacenc","","vo-aacenc","","True","False","True","False","105631","0","56.43","","0.0932","","libs","","92771","88353","102618","112894","131519"
"rtkit","heftig/rtkit","rtkit","","True","False","True","False","105597","0","56.52","","0.0932","","admin","","94918","88377","102251","111961","130479"
"xdrv:intel","","xserver-xorg-video-intel","","True","False","True","False","105565","0","56.71","","0.0931","","x11","","96700","88984","102105","110888","129148"
"networkmanager","","network-manager","","True","False","True","False","105537","0","56.80","","0.0931","","net","","91840","86932","101004","113792","134117"
"wxwidgets","wxWidgets/wxWidgets","wxwidgets3.2","wxwidgets|wxwidgets@3.2","True","True","True","True","11402","117507","94.89","90.14","0.0101","0.0582","misc","","4497","272080","57951","113098","79414"
"video4linux","","v4l-utils","","True","False","True","False","105406","0","56.90","","0.0930","","utils","","109810","102519","116214","116695","81796"
"x11-session-utils","","x11-session-utils","","True","False","True","False","105189","0","57.27","","0.0928","","x11","","96138","88664","101926","110569","128650"
"woff2","google/woff2","woff2","woff2","True","True","True","True","99629","6911","62.04","99.52","0.0879","0.0034","misc","","82676","96599","102224","115751","128541"
"debian:python2.7-minimal","","python2.7-minimal","","True","False","True","False","105106","0","57.36","","0.0927","","","","166340","122013","107742","71544","57894"
"libxres","","libxres","","True","False","True","False","105077","0","57.45","","0.0927","","x11","","95399","88585","101980","110732","128691"
"debian:python2.7","","python2.7","","True","False","True","False","104938","0","57.54","","0.0926","","","","166140","121839","107579","71383","57749"
"lerc","Esri/lerc","lerc","liblerc","True","True","True","False","86936","17873","66.57","97.94","0.0767","0.0088","misc","","0","9994","58227","155019","195997"
"gcr","","gcr|gcr4","","True","False","True","False","104803","0","57.64","","0.0925","","gnome|misc","","93337","86707","100814","112379","130781"
"mariadb","","mariadb","","True","False","True","False","104704","0","57.73","","0.0924","","misc","","99450","96702","103297","109227","114844"
"dbus-glib","","dbus-glib","","True","False","True","False","104460","0","57.91","","0.0922","","devel","","118402","106345","117932","94751","84872"
"apache-arrow","","","apache-arrow","False","True","True","False","0","104424","","90.57","","0.0517","","","0","80112","63280","141587","132717"
"libteam","","libteam","","True","False","True","False","104369","0","58.01","","0.0921","","misc","","90728","86430","100502","111943","132245"
"libndp","","libndp","","True","False","True","False","104346","0","58.19","","0.0921","","misc","","90739","86411","100476","111873","132234"
"ocl-icd","OCL-dev/ocl-icd","ocl-icd","","True","False","True","False","104256","0","58.28","","0.0920","","libs","","66451","81979","101392","123328","148130"
"usbmuxd","libimobiledevice/usbmuxd","usbmuxd","","True","False","True","False","104216","0","58.37","","0.0920","","utils","","97051","89713","100914","106305","127101"
"socat","","socat","socat","True","True","True","False","65828","47484","73.15","94.75","0.0581","0.0235","net","","57463","137698","76559","116465","130892"
"vde","virtualsquare/vde-2","vde2","vde","True","True","True","False","1953","126761","99.36","89.66","0.0017","0.0628","net","","2543","377380","43475","56863","36549"
"netcdf","Unidata/netcdf-c","netcdf","netcdf","True","True","True","True","5842","121654","97.36","89.91","0.0052","0.0602","math","","3124","245199","64275","88223","115006"
"libkate","","libkate","","True","False","True","False","103108","0","58.65","","0.0910","","libs","","98579","92247","106103","112952","105659"
"soundtouch","","soundtouch","","True","False","True","False","103069","0","58.74","","0.0909","","sound","","87890","85248","100136","111555","130520"
