repo,platform,gh_stars,gl_stars,ecosystems,packages,ecosystem,top_eco_pkg,downloads_npm,downloads_pypi,downloads_crates,downloads_debian,downloads_homebrew,pagerank_npm,pagerank_pypi,pagerank_crates,pagerank_cpp,top_eco_pct,pr_score,openssf_crit,eco_crit,value_score,active_contributors_git_5y,dormant,bf_commits_git_5y,hhi_commits_git_5y,loc_eoy,cyclomatic_max,openssf_score,cve_count_5y,issues_opened_5y,issues_closed_5y,net_new_issues_5y,concentration,complexity,security,workload,risk_score,license,license_source,eol,archived,gh_sponsors_enabled,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,has_funding_yml,has_funding_json,has_funding_links,has_npm_funding,has_pypi_funding,bf_maintainer_fundable,paypal,oc_slug,host,host_type,owner,owner_type,oss,intent,nonprofit,active,eligible,score,priority,repo_id
inspect-js/is-data-descriptor,github,21,,npm,1,npm,is-data-descriptor,1993365514,,,,,0.000660,,,,38.06,61.28,32.69,100,49.55,2,0,1,9608,127,19,4,0,0,1,-1,98.02,25.21,65.01,21.22,42.97,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,46.14,536,gh/41659073
googleapis/python-crc32c,github,28,,pypi,1,pypi,google-crc32c,,532726705,,,,,0.001911,,,33.76,70.83,45.27,100,57.62,13,0,2,2769,1190,11,6.5,0,37,42,-5,37.21,38.78,50.00,25.45,36.81,apache-2.0,github,False,True,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,False,False,46.05,,gh/159736041
tj/node-cookie-signature,github,192,,npm,1,npm,cookie-signature,1397645671,,,,,0.000355,,,,26.52,57.21,36.64,100,50.36,3,0,1,6358,93,5,2.9,0,10,9,1,79.74,13.45,95.77,30.35,42.02,mit,registry,False,False,True,5,0,5,False,False,False,False,False,False,,,,,,,True,True,True,True,True,46.00,537,gh/6229722
jonschlinkert/has-value,github,26,,npm,1,npm,has-value,1476200520,,,,,0.000412,,,,29.62,58.18,25.54,100,44.10,0,1,1,10000,123,4,3,0,0,0,0,100.00,13.34,92.71,42.46,47.87,mit,registry,False,False,True,19,0,19,False,False,True,False,False,True,,,,,,,True,True,True,True,True,45.95,538,gh/24310408
python/mypy_extensions,github,154,,pypi,1,pypi,mypy-extensions,,741343693,,,,,0.001630,,,31.05,69.76,44.66,100,56.88,7,0,2,2686,462,7,5.5,0,18,16,2,36.65,26.94,50.00,38.38,37.10,mit,override,False,False,True,173,0,173,True,False,True,False,False,False,,,psf,nonprofit,,,True,True,True,True,True,45.94,540,gh/165752308
sindresorhus/node-defaults,github,76,,npm,1,npm,defaults,863021503,,,,,0.000371,,,,27.32,57.49,29.22,100,46.01,2,0,1,8472,197,10,3.8,0,3,4,-1,92.04,25.45,75.48,25.07,45.88,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,45.94,539,gh/7985040
thlorenz/deep-is,github,21,,npm,1,npm,deep-is,1655169598,,,,,0.000451,,,,31.00,58.78,28.81,100,46.26,1,0,1,10000,167,12,2.5,0,1,3,-2,100.00,25.47,98.41,17.11,45.51,mit,registry,False,False,True,2,0,2,False,False,True,False,False,True,,,,,,,True,True,True,True,True,45.88,541,gh/9345558
es-shims/es-object-atoms,github,5,,npm,1,npm,es-object-atoms,1765982851,,,,,0.001930,,,,60.18,68.35,29.50,100,50.55,1,0,1,10000,69,4,4,0,1,0,1,100.00,10.04,65.01,46.00,41.63,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,45.87,542,gh/773229339
aio-libs/propcache,github,33,,pypi,1,pypi,propcache,,483076694,,,,,0.001621,,,30.73,69.72,41.95,,44.02,11,0,1,4904,2076,5,6.8,0,16,14,2,70.03,29.71,50.00,49.95,47.74,apache-2.0,registry,False,False,True,7,0,7,True,False,True,False,False,False,,aio-libs,,,,,True,True,True,True,True,45.84,543,gh/866565706
ljharb/side-channel,github,18,,npm,1,npm,side-channel,1772115948,,,,,0.001414,,,,54.45,66.30,38.31,100,55.06,2,0,1,8861,147,2,4,0,3,3,0,94.13,9.55,65.01,36.04,38.10,mit,registry,False,False,True,67,23,90,True,False,True,True,False,True,,,,,,,True,True,True,True,True,45.80,544,gh/225239081
rvagg/archived-prr,github,26,,npm,1,npm,prr,611326575,,,,,0.000392,,,,28.65,57.85,16.34,100,38.45,0,1,1,10000,232,4,3,0,,,,100.00,17.39,92.71,54.95,54.56,mit,registry,False,True,,,0,0,,False,,False,False,False,,,,,,,True,False,True,False,False,45.80,,gh/9151864
inspect-js/functions-have-names,github,9,,npm,1,npm,functions-have-names,1091260895,,,,,0.000332,,,,25.53,56.76,31.70,100,47.25,1,0,1,10000,96,6,4.6,0,3,2,1,100.00,14.96,50.00,51.64,44.33,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,45.77,545,gh/198357138
sindresorhus/indent-string,github,116,,npm,1,npm,indent-string,1926722052,,,,,0.000662,,,,38.19,61.30,37.82,100,52.64,3,0,1,4400,114,8,3.9,0,3,3,0,66.33,18.25,72.20,28.49,39.72,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,45.73,547,gh/20576837
sindresorhus/locate-path,github,64,,npm,1,npm,locate-path,5431976915,,,,,0.001924,,,,59.60,68.33,37.36,100,55.21,5,0,1,5030,211,3,3.9,0,2,2,0,70.92,13.78,72.20,29.18,37.88,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,45.73,546,gh/74266248
sindresorhus/path-type,github,80,,npm,1,npm,path-type,2738173506,,,,,0.000931,,,,44.64,63.55,33.05,100,50.65,3,0,1,5000,156,4,3.8,0,2,1,1,70.71,15.16,75.48,35.87,41.27,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,45.72,548,gh/41905436
sindresorhus/parse-json,github,371,,npm,1,npm,parse-json,2901433517,,,,,0.000917,,,,44.27,63.45,44.19,100,57.29,9,0,1,3518,339,4,4.2,0,8,8,0,59.31,18.74,56.13,28.25,36.44,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,45.69,549,gh/41367145
jaraco/jaraco.develop,github,7,,pypi,1,pypi,jaraco-develop,,44462,,,,,0.001140,,,26.81,67.36,39.56,,41.44,14,0,1,7843,1589,6,4.9,0,19,15,4,88.56,31.28,50.00,46.29,50.32,mit,registry,False,False,True,2,0,2,False,False,False,False,False,True,,,,,,,True,True,True,True,True,45.66,550,gh/48289082
jd/tenacity,github,8565,,pypi,1,pypi,tenacity,,649281138,,,,,0.001104,,,26.48,67.14,51.05,100,59.99,48,0,5,976,4775,7,7.4,0,137,64,73,13.97,38.35,50.00,53.68,34.63,apache-2.0,registry,False,False,True,2,0,2,True,False,True,False,False,True,,,,,,,True,True,True,True,True,45.58,551,gh/65468547
dtolnay/no-panic,github,1190,,crates,1,crates,no-panic,,,141714,,,,,0.003405,,39.77,72.79,28.99,,35.81,3,0,1,9277,907,11,4.5,0,18,16,2,96.32,37.42,50.00,62.78,58.00,mit or apache-2.0,registry,False,False,True,126,0,126,True,False,True,False,False,True,,,,,,,True,True,True,True,True,45.57,552,gh/143469762
sindresorhus/yocto-queue,github,432,,npm,1,npm,yocto-queue,1760800050,,,,,0.003526,,,,70.65,72.32,32.03,100,53.51,4,0,1,6533,178,3,3.9,0,10,10,0,80.83,13.06,72.20,29.74,38.80,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,45.57,553,gh/315531538
certbot/certbot,github,33013,,"pypi,cpp",4,pypi,acme,,1322256612,,0,62442,,0.002446,,0.000048,39.32,78.96,59.43,,59.36,87,0,2,1888,73975,24,7.7,0,834,1208,-374,30.72,70.87,50.00,13.73,34.96,apache-2.0,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,eff.org,nonprofit,,,True,True,True,True,True,45.55,554,gh/26516210
rust-fuzz/arbitrary,github,860,,crates,2,crates,arbitrary,,,25600014,,,,,0.004967,,46.78,74.94,48.46,100,61.25,53,0,6,987,4966,10,4.4,0,55,40,15,12.83,44.92,51.90,43.70,33.81,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,45.51,555,gh/90591032
sailfishos-mirror/acl,github,1,,cpp,1,cpp,acl,,,,230130,78861,,,,0.001332,26.52,55.59,36.37,,37.54,16,0,2,2481,8747,81,4.2,0,,,,35.22,73.37,56.13,63.81,55.16,gpl-2.0-or-later and lgpl-2.1-or-later,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,45.51,,gh/504504895
sindresorhus/is-stream,github,116,,npm,1,npm,is-stream,3372840331,,,,,0.001454,,,,54.74,66.49,30.91,100,50.67,3,0,1,5000,233,9,3.9,0,2,4,-2,70.71,25.94,72.20,21.05,40.86,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,45.50,556,gh/29436825
inspect-js/is-string,github,22,,npm,1,npm,is-string,1428120254,,,,,0.000468,,,,31.91,59.02,30.20,100,47.21,1,0,1,10000,77,5,4.1,0,3,1,2,100.00,12.22,59.30,50.59,43.76,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,45.45,557,gh/30010185
micromatch/is-extglob,github,23,,npm,1,npm,is-extglob,2279020241,,,,,0.002039,,,,61.56,68.72,21.79,100,46.10,0,1,1,10000,144,5,4.2,0,0,0,0,100.00,16.17,56.13,43.96,44.69,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,45.39,558,gh/31788841
inspect-js/is-bigint,github,7,,npm,1,npm,is-bigint,1264854711,,,,,0.000347,,,,26.20,57.04,32.35,100,47.73,2,0,1,9429,106,9,4.5,0,2,1,1,97.10,18.86,50.00,37.78,43.13,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,45.37,559,gh/149682261
inspect-js/is-number-object,github,8,,npm,1,npm,is-number-object,1302196105,,,,,0.000356,,,,26.55,57.22,31.03,100,47.00,1,0,1,10000,74,5,4,0,2,1,1,100.00,11.90,65.01,47.27,43.73,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,45.34,560,gh/29991666
blakeembrey/array-flatten,github,86,,npm,1,npm,array-flatten,1708015246,,,,,0.000394,,,,28.73,57.88,31.93,100,47.82,2,0,1,5000,443,4,3.6,0,1,2,-1,70.71,20.00,79.49,30.30,42.96,mit,registry,False,False,True,10,3,13,True,False,True,False,False,True,,,,,,,True,True,True,True,True,45.32,561,gh/17789771
