repo,platform,ecosystem,top_eco_pkg,top_eco_pct,pr_score,openssf_crit,eco_crit,value_score,concentration,complexity,security,workload,risk_score,score,oss,intent,nonprofit,active,eligible,priority,eco_priority,repo_id
seanmonstar/reqwest,github,crates,reqwest,29.89,68.56,60.27,100,66.01,10.22,79.17,50.00,53.50,38.36,50.32,True,True,True,True,True,443,72,gh/62350380
ljharb/internal-slot,github,npm,internal-slot,29.45,58.13,30.92,100,47.31,100.00,20.39,64.94,61.67,53.46,50.29,True,True,True,True,True,444,247,gh/216159146
zesterer/spin-rs,github,crates,spin,29.57,68.55,40.00,100,53.81,28.84,41.28,82.06,49.90,46.99,50.28,True,True,True,True,True,445,73,gh/21686666
amanieu/parking_lot,github,crates,parking_lot_core,46.30,74.80,53.13,100,63.99,9.83,58.44,72.49,58.36,39.48,50.26,True,False,True,True,False,,,gh/58731560
pytest-dev/iniconfig,github,pypi,iniconfig,40.82,72.95,46.76,100,59.43,67.17,40.01,51.85,23.34,42.47,50.24,True,True,True,True,True,446,85,gh/66012563
cpython-team/python3-defaults,gitlab,cpp,python3-defaults,30.52,58.44,,,44.48,66.23,47.56,77.30,42.22,56.62,50.18,True,True,True,True,True,447,42,gl/debian-27547
jshttp/fresh,github,npm,fresh,27.69,57.63,42.16,100,53.83,80.86,34.94,50.00,33.90,46.78,50.18,True,True,True,True,True,448,248,gh/4617552
tower-rs/tower,github,crates,tower-service,29.40,68.54,52.30,100,61.17,14.17,68.54,50.00,59.06,41.15,50.17,True,True,True,True,True,449,74,gh/98244646
matklad/once_cell,github,crates,once_cell,45.82,74.75,52.41,100,63.50,16.97,61.91,72.49,32.08,39.54,50.11,True,False,True,True,False,,,gh/143220272
libjxl/libjxl,github,cpp,libjxl,26.23,55.38,52.98,,49.94,16.82,90.27,50.00,84.07,50.26,50.10,True,True,False,True,False,,,gh/340219494
mozilla/source-map,github,npm,source-map,65.25,70.46,49.53,100,63.29,23.82,62.81,64.94,25.40,39.64,50.09,True,True,True,True,True,450,249,gh/2014930
isaacs/fs.realpath,github,npm,fs.realpath,31.50,58.93,21.78,100,42.11,74.54,36.25,95.78,48.35,59.48,50.05,True,True,True,True,True,451,250,gh/61231712
pest-parser/pest,github,crates,pest,30.55,68.78,53.46,100,62.01,18.41,67.51,50.00,42.39,40.29,49.98,True,True,True,True,True,452,75,gh/56964647
autotools-mirror/autoconf,github,cpp,autoconf,27.94,56.45,45.87,,44.95,63.83,50.30,59.24,49.84,55.49,49.94,True,True,True,True,True,453,43,gh/47662429
unicode-rs/unicode-xid,github,crates,unicode-xid,31.06,69.00,43.64,100,56.19,28.46,37.26,80.99,44.74,44.27,49.88,True,True,True,True,True,454,76,gh/34637906
dominictarr/through,github,npm,through,34.62,60.06,23.76,100,43.72,100.00,19.71,97.36,54.53,56.88,49.87,True,False,True,False,False,,,gh/4885140
samverschueren/decode-uri-component,github,npm,decode-uri-component,28.23,57.74,41.20,100,53.32,84.16,16.34,77.30,44.53,46.64,49.87,True,True,True,True,True,455,251,gh/91837954
jshttp/mime-db,github,npm,mime-db,59.79,68.34,49.68,100,62.62,73.70,23.26,50.00,28.95,39.69,49.85,True,True,True,True,True,457,253,gh/22970419
webreflection/html-escaper,github,npm,html-escaper,28.81,57.91,23.80,100,42.95,100.00,17.73,92.71,68.21,57.87,49.85,True,True,True,True,True,456,252,gh/33597730
jshttp/type-is,github,npm,type-is,27.65,57.62,41.90,100,53.67,71.50,30.66,50.00,41.57,46.20,49.80,True,True,True,True,True,458,254,gh/15484233
isaacs/once,github,npm,once,57.09,67.56,34.13,100,52.94,79.06,13.41,95.78,47.36,46.83,49.79,True,True,True,True,True,459,255,gh/5409660
python-hyper/brotlicffi,github,pypi,brotlicffi,54.71,78.64,43.61,,49.38,53.02,43.58,50.00,55.03,50.21,49.79,True,False,True,True,False,,,gh/43543393
dtolnay/semver,github,crates,semver,28.93,68.30,53.99,100,62.12,95.96,48.10,50.00,10.95,39.87,49.77,True,True,True,True,True,460,77,gh/22432442
whitequark/ipaddr.js,github,npm,ipaddr.js,34.03,59.84,45.52,100,56.70,22.36,39.79,72.12,56.74,43.68,49.77,True,True,True,True,True,461,256,gh/2110585
jshttp/etag,github,npm,etag,27.10,57.40,34.65,100,49.24,62.36,41.55,50.00,48.89,50.17,49.70,True,True,True,True,True,462,257,gh/22894570
es-shims/string.prototype.trimstart,github,npm,string.prototype.trimstart,26.73,57.30,34.16,100,48.90,100.00,19.31,56.07,60.06,50.50,49.69,True,True,True,True,True,463,258,gh/114682105
jimp-dev/jimp,github,npm,@jimp/types,35.07,60.32,48.40,,48.22,82.43,65.99,53.33,23.57,51.14,49.66,True,True,True,True,True,464,259,gh/24008065
sindresorhus/make-dir,github,npm,make-dir,43.55,63.15,39.73,100,54.51,79.54,30.09,72.12,23.66,44.95,49.50,True,True,True,True,True,465,260,gh/90776169
jshttp/range-parser,github,npm,range-parser,29.99,58.28,40.71,100,53.25,61.24,32.50,50.00,44.68,45.92,49.45,True,True,True,True,True,466,261,gh/4627131
nicolo-ribaudo/babel-preset-current-node-syntax,github,npm,babel-preset-current-node-syntax,26.17,57.01,33.15,100,48.21,100.00,12.63,84.48,61.52,50.62,49.40,True,True,True,True,True,467,262,gh/253327079
ka-weihe/fastest-levenshtein,github,npm,fastest-levenshtein,33.62,59.63,36.52,100,51.24,60.07,26.07,98.10,33.38,47.59,49.38,True,False,True,True,False,,,gh/158960628
unshiftio/requires-port,github,npm,requires-port,29.58,58.17,28.58,100,45.92,100.00,21.18,86.48,43.27,53.06,49.36,True,True,True,True,True,468,263,gh/26316179
npm/cacache,github,npm,cacache,26.24,57.06,51.08,100,58.98,32.32,44.32,50.00,40.05,41.15,49.26,True,True,False,True,False,,,gh/193812470
jshttp/accepts,github,npm,accepts,29.05,57.99,42.06,100,53.94,68.10,28.36,50.00,42.34,44.97,49.25,True,True,True,True,True,469,264,gh/15482433
jshttp/content-type,github,npm,content-type,32.48,59.14,38.48,100,52.25,86.05,23.15,50.00,46.53,46.40,49.24,True,True,True,True,True,470,265,gh/30172150
tokio-rs/bytes,github,crates,bytes,34.48,70.83,52.35,100,61.94,14.71,58.28,50.00,54.56,39.11,49.22,True,True,True,True,True,471,78,gh/30062547
jviereck/regjsparser,github,npm,regjsparser,25.93,56.93,41.99,100,53.48,35.38,57.69,51.85,39.50,45.22,49.18,True,True,True,True,True,472,266,gh/14087781
python/tzdata,github,pypi,tzdata,50.79,77.33,42.02,100,58.02,72.66,37.02,50.00,22.35,41.64,49.15,True,True,True,True,True,473,86,gh/242158882
calvinmetcalf/process-nextick-args,github,npm,process-nextick-args,28.34,57.78,34.94,100,49.58,100.00,16.03,92.71,37.79,48.68,49.13,True,False,True,True,False,,,gh/36039131
rust-lang/glob,github,crates,glob,40.48,73.21,45.71,100,58.79,21.02,52.04,50.00,51.97,41.06,49.13,True,True,True,True,True,474,79,gh/23241722
xiph/ogg,github,cpp,libogg,25.13,54.67,40.49,,40.34,37.77,64.78,84.48,61.86,59.80,49.12,True,True,True,True,True,475,44,gh/33956205
sindresorhus/leven,github,npm,leven,26.31,57.07,35.95,100,49.91,79.35,39.26,72.12,24.28,48.33,49.11,True,True,True,True,True,476,267,gh/22794601
dtolnay/itoa,github,crates,itoa,34.00,70.79,46.38,100,58.31,96.43,26.51,50.00,22.87,41.35,49.10,True,True,True,True,True,477,80,gh/61962375
felixge/node-delayed-stream,github,npm,delayed-stream,45.39,63.69,21.80,100,43.99,100.00,18.34,95.78,51.33,54.80,49.10,True,False,True,True,False,,,gh/1783893
raynos/for-each,github,npm,for-each,32.15,59.08,31.15,100,47.81,94.61,20.40,75.40,44.23,50.37,49.07,True,True,True,True,True,478,268,gh/6006855
python/typing,github,pypi,typing,25.82,66.98,58.29,,55.32,20.17,61.23,50.00,57.93,43.49,49.05,True,True,True,True,True,479,87,gh/24604008
browserify/randombytes,github,npm,randombytes,29.74,58.20,35.07,100,49.84,88.39,17.16,79.41,44.93,48.23,49.03,True,True,True,True,True,481,270,gh/29300004
webpack/tapable,github,npm,tapable,38.45,61.37,50.17,100,60.08,34.61,47.73,50.00,31.07,40.02,49.03,True,True,True,True,True,480,269,gh/7730086
aio-libs/aiosignal,github,pypi,aiosignal,31.22,69.97,42.62,100,55.69,59.11,30.81,50.00,37.85,43.09,48.99,True,True,True,True,True,482,88,gh/205007356
es-shims/object.values,github,npm,object.values,25.90,56.93,34.86,100,49.20,100.00,13.84,64.94,62.39,48.66,48.93,True,True,True,True,True,483,271,gh/41723335
component/escape-html,github,npm,escape-html,34.35,59.91,39.02,100,52.84,100.00,8.58,92.71,52.20,45.14,48.84,True,False,True,True,False,,,gh/5444800
grncdr/merge-stream,github,npm,merge-stream,32.20,59.09,36.85,100,51.24,100.00,11.98,88.17,44.18,46.48,48.80,True,False,True,True,False,,,gh/10579821
ljharb/call-bind,github,npm,call-bind,61.16,68.70,32.19,100,52.30,100.00,12.84,56.07,59.34,45.46,48.76,True,True,True,True,True,484,272,gh/308533760
sindresorhus/string-width,github,npm,string-width,69.00,71.69,45.89,100,61.60,68.99,26.90,50.00,23.81,38.55,48.73,True,True,True,True,True,485,273,gh/39222730
sindresorhus/meow,github,npm,meow,25.39,56.72,52.40,100,59.65,39.65,48.73,50.00,25.80,39.73,48.68,True,True,True,True,True,486,274,gh/25121561
knurling-rs/defmt,github,crates,defmt,28.78,68.24,48.29,,48.34,24.96,76.14,50.00,60.59,48.98,48.66,True,True,True,True,True,487,81,gh/282262730
smol-rs/fastrand,github,crates,fastrand,33.76,70.76,42.92,100,56.20,37.99,38.75,50.00,42.72,42.11,48.65,True,True,True,True,True,488,82,gh/267368764
alexeyraspopov/picocolors,github,npm,picocolors,60.96,68.63,40.69,100,57.37,63.06,14.61,79.41,39.45,41.22,48.63,True,False,True,True,False,,,gh/410740124
enarx/ciborium,github,crates,ciborium,25.53,66.59,40.34,100,53.42,20.64,57.84,50.00,62.62,43.97,48.47,True,False,True,True,False,,,gh/313759241
jpadilla/pyjwt,github,pypi,pyjwt,42.77,74.20,56.98,100,65.89,11.40,55.84,87.32,28.99,35.63,48.45,True,True,True,True,True,489,89,gh/1408162
inspect-js/is-data-view,github,npm,is-data-view,32.34,59.13,27.14,100,45.43,100.00,18.84,72.12,52.15,51.59,48.41,True,True,True,True,True,491,275,gh/751048078
rust-lang/flate2-rs,github,crates,flate2,50.50,75.75,52.10,100,63.88,12.26,61.51,50.00,48.04,36.69,48.41,True,True,True,True,True,490,83,gh/21954009
mathiasbynens/emoji-regex,github,npm,emoji-regex,49.24,64.74,44.53,100,58.12,84.85,12.15,79.41,31.84,40.18,48.32,True,True,True,True,True,492,276,gh/24557614
peternator7/strum,github,crates,strum_macros,27.50,67.38,52.66,100,61.08,15.91,64.62,50.00,41.53,38.22,48.32,True,False,True,True,False,,,gh/80964373
inspect-js/is-symbol,github,npm,is-symbol,34.25,59.89,33.70,100,49.63,100.00,16.81,51.85,55.88,46.98,48.29,True,True,True,True,True,493,277,gh/29791606
conventional-changelog/commitlint,github,npm,@commitlint/types,37.41,61.05,62.76,,59.38,16.18,62.98,50.00,46.54,39.24,48.27,True,False,True,True,False,,,gh/51575745
xorg/lib/libxrender,gitlab,cpp,libxrender,25.80,55.30,,,40.55,61.58,60.15,50.00,58.38,57.34,48.22,True,True,True,True,True,494,45,gl/freedesktop-730
python-jsonschema/jsonschema-specifications,github,pypi,jsonschema-specifications,30.14,68.90,35.42,100,51.16,95.81,24.33,50.00,36.46,45.40,48.19,True,True,True,True,True,495,90,gh/582755777
sindresorhus/clean-stack,github,npm,clean-stack,28.54,57.83,40.93,100,53.19,70.29,29.31,72.12,24.44,43.65,48.18,True,True,True,True,True,496,278,gh/62838930
googlechrome/workbox,github,npm,workbox-core,53.48,66.10,53.31,,54.93,33.93,68.61,50.00,27.29,42.22,48.16,True,True,False,True,False,,,gh/55424670
torvalds/linux,github,cpp,linux,62.50,78.53,80.95,,78.34,1.00,99.26,100.00,76.71,29.54,48.11,True,True,True,True,True,497,46,gh/2325298
dmitrysoshnikov/regexp-tree,github,npm,regexp-tree,27.06,57.40,45.45,0,35.72,36.11,62.17,92.71,84.59,64.78,48.10,True,False,True,True,False,,,gh/85459304
sec-ant/readable-stream,github,npm,@sec-ant/readable-stream,33.01,59.37,31.28,,35.01,100.00,29.52,75.40,84.76,65.91,48.04,True,False,True,True,False,,,gh/569980966
python/cpython,github,cpp,python,39.20,64.26,72.39,,67.23,3.09,99.15,98.09,45.48,34.19,47.94,True,True,True,True,True,498,47,gh/81598961
stefanpenner/get-caller-file,github,npm,get-caller-file,37.03,60.91,29.07,100,47.24,100.00,11.89,99.58,47.24,48.63,47.93,True,False,True,True,False,,,gh/48818175
sindresorhus/decamelize,github,npm,decamelize,28.85,57.92,40.15,100,52.77,70.92,21.96,72.12,31.94,43.52,47.92,True,True,True,True,True,499,279,gh/29773710
jonschlinkert/assign-symbols,github,npm,assign-symbols,35.82,60.55,24.14,100,44.12,100.00,18.65,92.71,42.28,52.00,47.90,True,True,True,True,True,500,280,gh/45661176
rust-lang/pkg-config-rs,github,crates,pkg-config,25.30,66.57,47.76,100,57.84,20.20,50.98,53.33,45.00,39.65,47.89,True,True,True,True,True,501,84,gh/26042035
sindresorhus/mimic-response,github,npm,mimic-response,38.79,61.48,31.85,100,49.14,79.06,19.62,72.12,42.12,46.59,47.85,True,True,True,True,True,502,281,gh/93189529
cheeriojs/dom-serializer,github,npm,dom-serializer,35.30,60.41,42.68,100,55.18,92.01,14.22,50.00,45.15,41.46,47.83,True,True,True,True,True,503,282,gh/18991884
stream-utils/unpipe,github,npm,unpipe,30.20,58.39,18.39,100,39.89,100.00,23.41,92.71,49.83,57.35,47.83,True,False,True,True,False,,,gh/37428186
ehmicky/human-signals,github,npm,human-signals,35.53,60.52,27.57,100,46.15,99.59,13.64,88.17,50.25,49.53,47.81,True,False,True,True,False,,,gh/214467546
ljharb/es-shim-unscopables,github,npm,es-shim-unscopables,27.84,57.66,28.15,100,45.44,100.00,17.44,64.94,56.35,50.26,47.79,True,True,True,True,True,504,283,gh/480458584
jensyt/imurmurhash-js,github,npm,imurmurhash,41.32,62.27,11.46,100,37.23,100.00,25.05,97.36,57.92,61.31,47.78,True,False,True,True,False,,,gh/11802843
open-telemetry/opentelemetry-python-contrib,github,pypi,opentelemetry-instrumentation,35.73,71.29,61.67,,59.63,5.10,81.59,72.49,70.99,38.25,47.76,True,True,True,True,True,505,91,gh/220524743
sindresorhus/open,github,npm,open,33.51,59.59,49.85,100,59.22,62.88,48.54,59.24,12.17,38.51,47.76,True,True,True,True,True,506,284,gh/18469325
sindresorhus/crypto-random-string,github,npm,crypto-random-string,25.59,56.78,34.61,100,49.00,63.73,35.49,72.12,28.48,46.43,47.70,True,True,True,True,True,508,286,gh/73665728
sindresorhus/figures,github,npm,figures,32.58,59.17,40.74,100,53.62,79.76,15.83,72.12,35.64,42.44,47.70,True,True,True,True,True,507,285,gh/21672939
mafintosh/pump,github,npm,pump,35.70,60.54,37.13,100,51.90,86.90,22.02,75.40,25.28,43.70,47.62,True,True,True,True,True,509,287,gh/12118126
inspect-js/is-arguments,github,npm,is-arguments,25.49,56.75,34.26,100,48.78,100.00,17.69,51.85,50.63,46.42,47.59,True,True,True,True,True,510,288,gh/15725461
aio-libs-abandoned/async-timeout,github,pypi,async-timeout,39.08,72.39,39.96,100,55.12,68.92,24.79,50.00,33.17,41.03,47.56,True,True,True,False,False,,,gh/67703198
gitlab-freedesktop-mirrors/libxcb,github,cpp,libxcb,33.06,59.54,22.26,,28.27,100.00,59.07,95.78,71.00,79.61,47.44,True,True,True,True,True,511,48,gh/444023705
paulmillr/chokidar,github,npm,chokidar,40.20,61.92,51.45,100,61.08,40.77,58.19,50.00,15.49,36.82,47.42,True,True,True,True,True,512,289,gh/4090287
jaredhanson/utils-merge,github,npm,utils-merge,25.20,56.69,28.75,100,45.44,100.00,11.83,92.71,54.18,49.37,47.36,True,True,True,True,True,513,290,gh/11349896
rust-lang/rust,github,crates,rustc-std-workspace-core,75.61,95.01,77.29,,79.29,1.63,99.47,50.00,78.56,28.25,47.33,True,True,True,True,True,514,85,gh/724712
jshttp/media-typer,github,npm,media-typer,30.33,58.48,37.93,100,51.64,75.36,26.51,50.00,34.55,43.10,47.18,True,True,True,True,True,515,291,gh/20814275
sindresorhus/read-pkg,github,npm,read-pkg,35.01,60.30,39.20,100,53.05,85.44,18.10,64.94,30.79,41.93,47.16,True,True,True,True,True,516,292,gh/41790094
inspect-js/is-descriptor,github,npm,is-descriptor,46.74,63.98,39.90,100,55.01,100.00,27.01,72.12,13.61,40.35,47.11,True,True,True,True,True,517,293,gh/41658845
jonschlinkert/object-visit,github,npm,object-visit,31.04,58.81,21.83,100,42.08,100.00,18.63,95.78,43.07,52.65,47.07,True,True,True,True,True,518,294,gh/38545952
inspect-js/is-boolean-object,github,npm,is-boolean-object,26.63,57.22,31.14,100,47.07,100.00,14.15,64.94,53.23,47.03,47.05,True,True,True,True,True,519,295,gh/34700259
tootallnate/util-deprecate,github,npm,util-deprecate,51.43,65.27,28.04,100,48.49,100.00,10.49,88.17,46.86,45.63,47.04,True,False,True,True,False,,,gh/19321056
python-trio/sniffio,github,pypi,sniffio,32.26,70.48,43.24,100,56.22,36.43,29.14,50.00,44.72,39.25,46.97,True,True,True,True,True,520,92,gh/142657210
jorgebucaran/colorette,github,npm,colorette,25.26,56.71,44.42,100,54.85,91.86,13.14,92.71,22.93,40.02,46.85,True,True,True,True,True,522,297,gh/34648097
kevva/dir-glob,github,npm,dir-glob,27.28,57.48,24.49,100,43.17,100.00,20.26,77.30,42.70,50.85,46.85,True,True,True,True,True,521,296,gh/49264969
businho/pytest-ruff,github,pypi,pytest-ruff,65.43,81.98,38.48,,47.29,80.06,19.34,77.30,38.47,46.32,46.80,True,False,True,True,False,,,gh/599731435
sindresorhus/is-docker,github,npm,is-docker,42.78,62.91,40.37,100,54.79,93.13,16.58,72.12,22.78,39.91,46.76,True,True,True,True,True,523,298,gh/33590534
kemitchell/validate-npm-package-license.js,github,npm,validate-npm-package-license,29.49,58.13,27.44,100,45.23,100.00,16.41,86.48,38.38,48.31,46.74,True,False,True,True,False,,,gh/35000460
sindresorhus/npm-run-path,github,npm,npm-run-path,39.13,61.61,34.62,100,50.85,68.19,19.06,72.12,36.24,42.93,46.72,True,True,True,True,True,524,299,gh/48707028
annotated-types/annotated-types,github,pypi,annotated-types,33.57,70.82,41.51,100,55.34,37.58,27.48,72.12,32.40,39.41,46.70,True,True,True,True,True,525,93,gh/487934134
rust-lang/libz-sys,github,crates,libz-sys,25.76,66.78,48.21,100,58.18,21.06,50.28,50.00,37.07,37.43,46.67,True,True,True,True,True,526,86,gh/26042019
hyperium/http-body,github,crates,http-body,26.98,67.20,44.18,100,55.93,22.19,37.11,53.33,52.23,38.92,46.66,True,True,True,True,True,527,87,gh/183281612
dtolnay/automod,github,crates,automod,51.64,75.85,36.38,,43.22,96.13,29.07,53.33,43.00,50.31,46.63,True,True,True,True,True,528,88,gh/173074854
sindresorhus/ansi-escapes,github,npm,ansi-escapes,38.25,61.34,43.82,100,56.25,73.07,25.40,64.94,18.50,38.64,46.62,True,True,True,True,True,529,300,gh/40721875
jshttp/forwarded,github,npm,forwarded,30.29,58.47,38.51,100,51.98,86.35,26.85,50.00,26.17,41.73,46.57,True,True,True,True,True,530,301,gh/24300217
open-telemetry/opentelemetry-js-contrib,github,npm,@opentelemetry/instrumentation-undici,32.87,59.30,60.48,,56.88,8.15,80.97,50.00,63.82,38.09,46.55,True,True,True,True,True,531,302,gh/255986659
octokit/openapi-types.ts,github,npm,@octokit/openapi-types,35.65,60.53,43.82,100,55.91,64.93,25.84,50.00,26.39,38.57,46.44,True,True,False,True,False,,,gh/304109193
sindresorhus/is-wsl,github,npm,is-wsl,35.35,60.43,34.76,100,50.43,82.46,16.88,59.24,40.50,42.75,46.43,True,True,True,True,True,532,303,gh/88415331
mathiasbynens/unicode-property-aliases-ecmascript,github,npm,unicode-property-aliases-ecmascript,25.66,56.82,31.48,100,47.14,88.39,16.60,86.48,33.72,45.48,46.30,True,True,True,True,True,533,304,gh/88333533
daaku/nodejs-makeerror,github,npm,makeerror,31.09,58.82,25.62,100,44.36,100.00,29.60,98.42,18.62,48.26,46.27,True,False,True,True,False,,,gh/2097803
inspect-js/which-boxed-primitive,github,npm,which-boxed-primitive,26.88,57.35,32.03,100,47.64,100.00,16.27,51.85,48.28,44.92,46.26,True,True,True,True,True,534,305,gh/201685155
dtolnay/ref-cast,github,crates,ref-cast,39.44,72.66,37.55,,42.17,99.31,45.98,50.00,28.60,50.55,46.17,True,True,True,True,True,535,89,gh/106295902
inspect-js/is-data-descriptor,github,npm,is-data-descriptor,38.06,61.28,32.69,100,49.55,98.02,25.18,64.94,21.21,42.94,46.13,True,True,True,True,True,536,306,gh/41659073
googleapis/python-crc32c,github,pypi,google-crc32c,33.76,70.83,45.27,100,57.62,37.21,38.74,50.00,25.43,36.79,46.04,True,False,True,False,False,,,gh/159736041
tj/node-cookie-signature,github,npm,cookie-signature,26.52,57.21,36.64,100,50.36,79.74,13.44,95.78,30.33,42.01,46.00,True,True,True,True,True,537,307,gh/6229722
jonschlinkert/has-value,github,npm,has-value,29.62,58.18,25.54,100,44.10,100.00,13.33,92.71,42.44,47.86,45.94,True,True,True,True,True,538,308,gh/24310408
python/mypy_extensions,github,pypi,mypy-extensions,31.05,69.76,44.66,100,56.88,36.65,26.91,50.00,38.35,37.08,45.93,True,True,True,True,True,540,94,gh/165752308
sindresorhus/node-defaults,github,npm,defaults,27.32,57.49,29.22,100,46.01,92.04,25.42,75.40,25.06,45.85,45.93,True,True,True,True,True,539,309,gh/7985040
thlorenz/deep-is,github,npm,deep-is,31.00,58.78,28.81,100,46.26,100.00,25.44,98.42,17.11,45.49,45.87,True,True,True,True,True,541,310,gh/9345558
es-shims/es-object-atoms,github,npm,es-object-atoms,60.18,68.35,29.50,100,50.55,100.00,10.03,64.94,45.97,41.60,45.86,True,True,True,True,True,542,311,gh/773229339
aio-libs/propcache,github,pypi,propcache,30.73,69.72,41.95,,44.02,70.03,29.69,50.00,49.92,47.73,45.84,True,True,True,True,True,543,95,gh/866565706
rvagg/archived-prr,github,npm,prr,28.65,57.85,16.34,100,38.45,100.00,17.37,92.71,54.94,54.54,45.79,True,False,True,False,False,,,gh/9151864
ljharb/side-channel,github,npm,side-channel,54.45,66.30,38.31,100,55.06,94.13,9.54,64.94,36.02,38.07,45.78,True,True,True,True,True,544,312,gh/225239081
inspect-js/functions-have-names,github,npm,functions-have-names,25.53,56.76,31.70,100,47.25,100.00,14.94,50.00,51.60,44.31,45.76,True,True,True,True,True,545,313,gh/198357138
sindresorhus/locate-path,github,npm,locate-path,59.60,68.33,37.36,100,55.21,70.92,13.77,72.12,29.16,37.86,45.72,True,True,True,True,True,546,314,gh/74266248
sindresorhus/indent-string,github,npm,indent-string,38.19,61.30,37.82,100,52.64,66.33,18.22,72.12,28.47,39.69,45.71,True,True,True,True,True,548,316,gh/20576837
sindresorhus/path-type,github,npm,path-type,44.64,63.55,33.05,100,50.65,70.71,15.15,75.40,35.85,41.25,45.71,True,True,True,True,True,547,315,gh/41905436
sindresorhus/parse-json,github,npm,parse-json,44.27,63.45,44.19,100,57.29,59.31,18.73,56.07,28.23,36.41,45.67,True,True,True,True,True,549,317,gh/41367145
jaraco/jaraco.develop,github,pypi,jaraco-develop,26.81,67.36,39.56,,41.44,88.56,31.24,50.00,46.25,50.29,45.65,True,True,True,True,True,550,96,gh/48289082
jd/tenacity,github,pypi,tenacity,26.48,67.14,51.05,100,59.99,13.97,38.31,50.00,53.65,34.61,45.57,True,True,True,True,True,551,97,gh/65468547
certbot/certbot,github,pypi,acme,39.32,78.96,59.43,,59.36,30.72,70.90,50.00,13.73,34.97,45.56,True,True,True,True,True,553,98,gh/26516210
dtolnay/no-panic,github,crates,no-panic,39.77,72.79,28.99,,35.81,96.32,37.38,50.00,62.74,57.97,45.56,True,True,True,True,True,552,90,gh/143469762
sindresorhus/yocto-queue,github,npm,yocto-queue,70.65,72.32,32.03,100,53.51,80.83,13.05,72.12,29.72,38.78,45.55,True,True,True,True,True,554,318,gh/315531538
rust-fuzz/arbitrary,github,crates,arbitrary,46.78,74.94,48.46,100,61.25,12.83,44.87,51.85,43.68,33.79,45.49,True,True,True,True,True,555,91,gh/90591032
sailfishos-mirror/acl,github,cpp,acl,26.52,55.59,36.37,,37.54,35.22,73.34,56.07,63.79,55.13,45.49,True,False,True,True,False,,,gh/504504895
sindresorhus/is-stream,github,npm,is-stream,54.74,66.49,30.91,100,50.67,70.71,25.91,72.12,21.03,40.83,45.48,True,True,True,True,True,556,319,gh/29436825
inspect-js/is-string,github,npm,is-string,31.91,59.02,30.20,100,47.21,100.00,12.22,59.24,50.57,43.74,45.44,True,True,True,True,True,557,320,gh/30010185
micromatch/is-extglob,github,npm,is-extglob,61.56,68.72,21.79,100,46.10,100.00,16.16,56.07,43.94,44.67,45.38,True,True,True,True,True,558,321,gh/31788841
inspect-js/is-bigint,github,npm,is-bigint,26.20,57.04,32.35,100,47.73,97.10,18.84,50.00,37.76,43.11,45.36,True,True,True,True,True,559,322,gh/149682261
inspect-js/is-number-object,github,npm,is-number-object,26.55,57.22,31.03,100,47.00,100.00,11.89,64.94,47.24,43.70,45.32,True,True,True,True,True,560,323,gh/29991666
blakeembrey/array-flatten,github,npm,array-flatten,28.73,57.88,31.93,100,47.82,70.71,19.98,79.41,30.28,42.93,45.31,True,True,True,True,True,561,324,gh/17789771
yargs/set-blocking,github,npm,set-blocking,25.13,56.69,27.38,100,44.61,100.00,10.03,96.52,45.97,45.93,45.27,True,True,True,True,True,562,325,gh/58830287
inspect-js/has-tostringtag,github,npm,has-tostringtag,55.95,67.06,28.07,100,49.14,100.00,10.60,50.00,56.61,41.62,45.22,True,True,True,True,True,563,326,gh/392913710
isaacs/wrappy,github,npm,wrappy,62.83,69.24,28.29,100,50.18,100.00,11.14,64.94,37.58,40.61,45.14,True,True,True,True,True,564,327,gh/24208073
isaacs/inherits,github,npm,inherits,63.51,69.82,33.74,100,53.58,68.47,9.26,95.78,34.00,37.91,45.07,True,True,True,True,True,565,328,gh/1580001
tokio-rs/loom,github,crates,loom,33.52,70.70,46.02,,47.54,15.60,61.06,51.85,67.02,42.65,45.03,True,True,True,True,True,566,92,gh/161875917
sindresorhus/p-locate,github,npm,p-locate,66.90,70.95,35.24,100,54.93,70.71,13.39,59.24,32.87,36.85,44.99,True,True,True,True,True,567,329,gh/74265632
litejs/natural-compare-lite,github,npm,natural-compare,32.01,59.05,26.05,100,44.74,91.36,30.33,64.94,23.23,45.22,44.98,True,True,True,True,True,568,330,gh/9146732
bluss/bencher,github,crates,bencher,27.77,67.42,20.46,,27.24,100.00,40.89,88.17,84.04,74.19,44.95,True,True,True,True,True,569,93,gh/65987276
jslicense/spdx-license-ids,github,npm,spdx-license-ids,40.94,62.16,42.26,100,55.67,92.99,13.96,64.94,20.42,36.22,44.90,False,False,True,True,False,,,gh/26001547
mcollina/reusify,github,npm,reusify,43.12,63.06,37.37,100,53.04,82.46,10.61,50.00,47.36,37.94,44.86,True,True,True,True,True,570,331,gh/42106515
andrewrk/node-pend,github,npm,pend,28.69,57.87,13.83,100,36.95,100.00,19.86,92.71,46.87,54.20,44.75,True,True,True,True,True,572,332,gh/11836813
multimedia-team/aom,gitlab,cpp,aom,26.37,55.44,,,40.91,9.19,97.67,94.98,67.42,48.96,44.75,True,True,True,True,True,571,49,gl/debian-29534
django/asgiref,github,pypi,asgiref,25.40,66.75,52.54,100,60.74,11.14,50.17,51.85,40.35,32.88,44.69,True,True,True,True,True,573,99,gh/48501860
