repo,repo_id,gh_sponsors_enabled,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,gh_sponsorships_p,gh_stars,gh_forks,has_funding_links,has_funding_yml,funding_link_platforms,has_funding_json,has_npm_funding,npm_funding_url,has_pypi_funding,pypi_funding_platforms,bf_maintainer_fundable,channels_count,oc_slug,oc_avg_funding,oc_avg_funding_p,host,host_type,owner,owner_type,host_score,score,intent,nonprofit
isaacs/path-scurry,gh/591569499,True,22,0,22,22.6,45,7,True,True,github,False,True,https://github.com/sponsors/isaacs,False,,True,2,,0,100.0,,,,,1,61,True,True
isaacs/rimraf,gh/1341324,True,22,0,22,22.6,5842,264,True,True,github,False,True,https://github.com/sponsors/isaacs,False,,True,2,,0,100.0,,,,,1,61,True,True
isaacs/sax-js,gh/508894,True,22,0,22,22.6,1152,337,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/wrappy,gh/24208073,True,22,0,22,22.6,56,23,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/yallist,gh/48222381,True,22,0,22,22.6,216,31,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
istanbuljs/istanbuljs,gh/81482340,False,0,0,0,100.0,1096,250,True,True,tidelift,False,False,,False,,False,1,,0,100.0,,,,,1,79,True,True
istanbuljs/schema,gh/211950686,False,0,0,0,100.0,3,12,True,True,tidelift,False,False,,False,,False,1,,0,100.0,,,,,1,79,True,True
istanbuljs/test-exclude,gh/60489570,False,0,0,0,100.0,10,17,True,True,tidelift,False,False,,False,,False,1,,0,100.0,,,,,1,79,True,True
jamesmunns/postcard,gh/179385478,False,0,0,0,100.0,1397,132,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jaraco/jaraco.develop,gh/48289082,True,2,0,2,40.5,7,6,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,74,True,True
jaraco/pytest-perf,gh/372026120,True,2,0,2,40.5,5,2,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,74,True,True
jaraco/zipp,gh/157774633,True,2,0,2,40.5,67,61,True,True,tidelift,False,False,,False,,True,1,,0,100.0,,,,,1,74,True,True
jaredhanson/utils-merge,gh/11349896,True,9,0,9,29.69,69,18,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,67,True,True
jaredwray/cacheable,gh/9267870,False,0,3,3,39.19,1975,201,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,73,False,True
jaredwray/keyv,gh/96540810,False,0,3,3,39.19,3128,197,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,73,False,True
jawah/charset_normalizer,gh/200259335,False,0,0,0,100.0,768,63,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
jbgutierrez/path-parse,gh/34113780,False,0,0,0,100.0,56,36,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jd/tenacity,gh/65468547,True,2,0,2,40.5,8565,324,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,74,True,True
jensyt/imurmurhash-js,gh/11802843,False,0,0,0,100.0,103,6,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jestjs/jest,gh/15062869,False,0,0,0,100.0,45339,6644,True,True,open_collective,False,False,,False,,True,1,,0,100.0,lf/openjs,nonprofit,,,0.5,79,True,True
jimmywarting/node-domexception,gh/371470141,,,,0,100.0,12,3,,,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jimp-dev/jimp,gh/24008065,False,0,0,0,100.0,14601,779,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,100,True,True
jmespath/jmespath.py,gh/8300763,False,0,0,0,100.0,2432,197,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
joblib/joblib,gh/654608,False,0,0,0,100.0,4341,451,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jonathanong/ee-first,gh/20707897,False,0,0,0,100.0,54,7,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jonschlinkert/assign-symbols,gh/45661176,True,19,0,19,25.0,18,7,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/define-property,gh/40633359,True,19,0,19,25.0,21,8,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/extend-shallow,gh/25867410,True,19,0,19,25.0,33,9,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/fill-range,gh/27113310,True,19,0,19,25.0,58,15,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/get-value,gh/24911025,True,19,0,19,25.0,295,22,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/global-prefix,gh/31455984,True,19,0,19,25.0,29,12,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/has-value,gh/24310408,True,19,0,19,25.0,26,6,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/has-values,gh/33009186,True,19,0,19,25.0,23,5,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/is-extendable,gh/38225016,True,19,0,19,25.0,19,5,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/is-number,gh/24313173,True,19,0,19,25.0,282,53,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/is-plain-object,gh/24306940,True,19,0,19,25.0,157,33,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/isobject,gh/21342886,True,19,0,19,25.0,107,19,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/kind-of,gh/24491562,True,19,0,19,25.0,354,43,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/map-cache,gh/32450614,True,19,0,19,25.0,20,7,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/normalize-path,gh/21224182,True,19,0,19,25.0,112,12,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/object-visit,gh/38545952,True,19,0,19,25.0,20,5,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/word-wrap,gh/18260583,True,19,0,19,25.0,207,69,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
jorgebucaran/colorette,gh/34648097,True,9,0,9,29.69,1628,56,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,67,True,True
joshuakgoldberg/ts-api-utils,gh/597893818,True,21,0,21,22.82,116,14,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
jpadilla/pyjwt,gh/1408162,True,3,0,3,39.19,5646,751,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,73,True,True
jprichardson/node-fs-extra,gh/2791348,False,0,0,0,100.0,9618,783,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jprichardson/node-jsonfile,gh/5754307,False,0,0,0,100.0,1210,388,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jquast/wcwidth,gh/18464187,True,1,8,9,29.69,453,66,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,67,True,True
jquery/esprima,gh/2833537,False,0,0,0,100.0,7134,774,False,False,,False,False,,False,,True,0,jqueryorg,3652.54,5.13,lf/openjs,nonprofit,,,0.5,29,True,True
jridgewell/resolve-uri,gh/196878944,False,0,0,0,100.0,11,7,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jridgewell/sourcemaps,gh/897142826,False,0,0,0,100.0,43,7,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jsdom/tr46,gh/36964214,False,0,0,0,100.0,39,24,True,True,tidelift,False,False,,False,,False,1,,0,100.0,,,,,1,79,True,True
jsdom/webidl-conversions,gh/23000311,False,0,0,0,100.0,41,21,True,True,tidelift,False,False,,False,,False,1,,0,100.0,,,,,1,79,True,True
jsdom/whatwg-mimetype,gh/71014420,False,0,0,0,100.0,94,19,True,True,tidelift,False,False,,False,,False,1,,0,100.0,,,,,1,79,True,True
jsdom/whatwg-url,gh/34761352,False,0,0,0,100.0,413,104,True,True,tidelift,False,False,,False,,False,1,,0,100.0,,,,,1,79,True,True
jsdom/xml-name-validator,gh/28553202,False,0,0,0,100.0,15,11,True,True,tidelift,False,False,,False,,False,1,,0,100.0,,,,,1,79,True,True
jshttp/accepts,gh/15482433,False,0,0,0,100.0,265,49,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
jshttp/content-disposition,gh/24216676,False,0,0,0,100.0,241,47,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
jshttp/content-type,gh/30172150,False,0,0,0,100.0,142,37,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
jshttp/cookie,gh/4475810,False,0,0,0,100.0,1476,180,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
jshttp/etag,gh/22894570,False,0,0,0,100.0,266,41,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
jshttp/forwarded,gh/24300217,False,0,0,0,100.0,60,21,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
jshttp/fresh,gh/4617552,False,0,0,0,100.0,162,34,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
jshttp/http-errors,gh/23806086,False,0,0,0,100.0,1553,115,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,lf,nonprofit,,,0.5,79,True,True
jshttp/media-typer,gh/20814275,False,0,0,0,100.0,57,17,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
jshttp/methods,gh/8274071,False,0,0,0,100.0,180,37,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
jshttp/mime-db,gh/22970419,False,0,0,0,100.0,1234,283,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
jshttp/mime-types,gh/19380178,False,0,0,0,100.0,1461,146,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
jshttp/negotiator,gh/3275614,False,0,0,0,100.0,380,41,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
jshttp/on-finished,gh/15349765,False,0,0,0,100.0,404,50,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
jshttp/range-parser,gh/4627131,False,0,0,0,100.0,96,24,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
jshttp/statuses,gh/17690272,False,0,0,0,100.0,285,30,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
jshttp/type-is,gh/15484233,False,0,0,0,100.0,228,37,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
jshttp/vary,gh/20498698,False,0,0,0,100.0,64,15,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
jslicense/spdx-correct.js,gh/34817196,False,0,0,0,100.0,35,22,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jslicense/spdx-exceptions.json,gh/40062896,False,0,0,0,100.0,16,11,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jslicense/spdx-expression-parse.js,gh/40067336,False,0,0,0,100.0,45,25,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
jslicense/spdx-license-ids,gh/26001547,False,0,0,0,100.0,37,19,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
json5/json5,gh/4463453,False,0,0,0,100.0,7115,274,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
juliangruber/balanced-match,gh/13538817,True,6,0,6,33.73,129,44,True,True,"github,custom",False,False,,False,,True,2,,0,100.0,,,,,1,70,True,True
juliangruber/brace-expansion,gh/13539234,True,6,0,6,33.73,207,80,True,True,"github,custom",False,False,,False,,True,2,,0,100.0,,,,,1,70,True,True
juliangruber/isarray,gh/10227611,True,6,0,6,33.73,132,41,True,True,"tidelift,patreon",False,False,,False,,True,2,,0,100.0,,,,,1,70,True,True
justmoon/node-extend,gh/3967764,False,0,1,1,42.79,343,78,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,75,True,True
jviereck/regjsparser,gh/14087781,False,0,0,0,100.0,84,22,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
ka-weihe/fastest-levenshtein,gh/158960628,False,0,0,0,100.0,766,27,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
kaelzhang/node-ignore,gh/12519245,False,0,0,0,100.0,495,47,True,True,open_collective,False,False,,False,,False,1,node-ignore,38.88,17.69,,,,,1,56,True,True
kemitchell/validate-npm-package-license.js,gh/35000460,False,0,0,0,100.0,28,11,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
kevinbeaty/any-promise,gh/26247715,False,0,0,0,100.0,181,16,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
