"repo","platform","repo_id","git_url","mirror_url","git_valid","ecosystems","packages","top_eco","top_eco_pkg","top_eco_pct","pr_score","class","class_npm","class_pypi","class_crates","class_cpp","openssf_crit","eco_crit","value_score"
"yaml/pyyaml","github","gh/2700147","https://github.com/yaml/pyyaml.git","","True","pypi","1","pypi","pyyaml","54.2379","78.62","A","","A","","","52.80","1","64.97"
"sindresorhus/globals","github","gh/15186239","https://github.com/sindresorhus/globals.git","","True","npm","1","npm","globals","44.451","63.52","A","A","","","","56.96","1","64.97"
"tox-dev/filelock","github","gh/17098256","https://github.com/tox-dev/filelock.git","","True","pypi","1","pypi","filelock","46.5323","74.76","A","","A","","","54.64","1","64.91"
"pypa/wheel","github","gh/98346885","https://github.com/pypa/wheel.git","","True","pypi","1","pypi","wheel","48.3295","75.89","A","","A","","","54.12","1","64.89"
"micromatch/picomatch","github","gh/156211895","https://github.com/micromatch/picomatch.git","","True","npm","1","npm","picomatch","60.3692","68.41","A","A","","","","53.30","1","64.86"
"terser/terser","github","gh/29097127","https://github.com/terser/terser.git","","True","npm","1","npm","terser","31.7278","58.96","A","A","","","","59.50","1","64.77"
"rust-cli/anstyle","github","gh/493821282","https://github.com/rust-cli/anstyle.git","","True","crates","10","crates","anstyle","48.3033","75.34","A","","","A","","53.89","1","64.70"
"oauthlib/oauthlib","github","gh/2811323","https://github.com/oauthlib/oauthlib.git","","True","pypi","1","pypi","oauthlib","42.0383","73.60","A","","A","","","55.20","1","64.68"
"rustcrypto/hashes","github","gh/74106774","https://github.com/rustcrypto/hashes.git","","True","crates","13","crates","sha2","35.4822","71.26","A","","","A","","56.62","1","64.65"
"boto/s3transfer","github","gh/49535299","https://github.com/boto/s3transfer.git","","True","pypi","1","pypi","s3transfer","62.7154","81.52","A","","A","","","50.33","1","64.62"
"stebalien/tempfile","github","gh/33832372","https://github.com/stebalien/tempfile.git","","True","crates","1","crates","tempfile","47.2796","75.11","A","","","A","","53.86","1","64.55"
"tox-dev/platformdirs","github","gh/367032142","https://github.com/tox-dev/platformdirs.git","","True","pypi","1","pypi","platformdirs","45.1877","74.54","A","","A","","","54.26","1","64.53"
"isaacs/rimraf","github","gh/1341324","https://github.com/isaacs/rimraf.git","","True","npm","1","npm","rimraf","47.546","64.14","A","A","","","","55.22","1","64.30"
"more-itertools/more-itertools","github","gh/4144530","https://github.com/more-itertools/more-itertools.git","","True","pypi","1","pypi","more-itertools","37.3755","72.01","A","","A","","","55.57","1","64.28"
"tartley/colorama","github","gh/18892209","https://github.com/tartley/colorama.git","","True","pypi","1","pypi","colorama","66.5753","82.23","A","","A","","","48.83","1","64.18"
"aio-libs/yarl","github","gh/64756820","https://github.com/aio-libs/yarl.git","","True","pypi","1","pypi","yarl","36.4925","71.62","A","","A","","","55.55","1","64.14"
"libexpat/libexpat","github","gh/80314213","https://github.com/libexpat/libexpat.git","","True","cpp","1","cpp","expat","29.4414","57.51","A","","","","A","59.05","1","64.13"
"huggingface/huggingface_hub","github","gh/323591830","https://github.com/huggingface/huggingface_hub.git","","True","pypi","1","pypi","huggingface-hub","25.1947","66.71","A","","A","","","58.18","1","64.10"
"vercel/ms","github","gh/3655872","https://github.com/vercel/ms.git","","True","npm","1","npm","ms","83.1997","76.99","A","A","","","","46.74","1","64.06"
"rust-random/getrandom","github","gh/166545969","https://github.com/rust-random/getrandom.git","","True","crates","1","crates","getrandom","49.371","75.66","A","","","A","","52.60","1","64.06"
"pyparsing/pyparsing","github","gh/91262163","https://github.com/pyparsing/pyparsing.git","","True","pypi","1","pypi","pyparsing","45.52","74.58","A","","A","","","53.35","1","64.02"
"encode/httpx","github","gh/179492861","https://github.com/encode/httpx.git","","True","pypi","1","pypi","httpx","33.5167","70.79","A","","A","","","55.98","1","64.02"
"nodejs/readable-stream","github","gh/5187096","https://github.com/nodejs/readable-stream.git","","True","npm","1","npm","readable-stream","67.7616","71.23","A","A","","","","50.17","1","64.00"
"amanieu/parking_lot","github","gh/58731560","https://github.com/amanieu/parking_lot.git","","True","crates","3","crates","parking_lot_core","46.2982","74.80","A","","","A","","53.13","1","63.99"
"grahamdumpleton/wrapt","github","gh/10357291","https://github.com/grahamdumpleton/wrapt.git","","True","pypi","1","pypi","wrapt","43.2253","74.24","A","","A","","","53.73","1","63.98"
"xtuc/webassemblyjs","github","gh/113006071","https://github.com/xtuc/webassemblyjs.git","","True","npm","18","npm","@webassemblyjs/helper-wasm-bytecode","81.2769","76.14","A","A","","","","47.04","1","63.97"
"tqdm/tqdm","github","gh/36804486","https://github.com/tqdm/tqdm.git","","True","pypi","1","pypi","tqdm","33.327","70.78","A","","A","","","55.90","1","63.95"
"pallets/markupsafe","github","gh/734244","https://github.com/pallets/markupsafe.git","","True","pypi","1","pypi","markupsafe","60.8843","81.21","A","","A","","","49.52","1","63.92"
"gregberge/svgr","github","gh/102155012","https://github.com/gregberge/svgr.git","","True","npm","14","npm","@svgr/babel-preset","51.7948","65.38","A","A","","","","53.67","1","63.92"
"fsspec/s3fs","github","gh/53987953","https://github.com/fsspec/s3fs.git","","True","pypi","1","pypi","s3fs","44.199","74.45","A","","A","","","53.41","1","63.91"
"rust-lang/flate2-rs","github","gh/21954009","https://github.com/rust-lang/flate2-rs.git","","True","crates","1","crates","flate2","50.4983","75.75","A","","","A","","52.10","1","63.88"
"conventional-changelog/conventional-changelog","github","gh/15639771","https://github.com/conventional-changelog/conventional-changelog.git","","True","npm","19","npm","conventional-commits-parser","37.4707","61.06","A","A","","","","56.70","1","63.87"
"react/create-react-app","github","gh/63537249","https://github.com/react/create-react-app.git","","True","npm","8","npm","confusing-browser-globals","32.2902","59.10","A","A","","","","57.85","1","63.85"
"minimistjs/minimist","github","gh/549230701","https://github.com/minimistjs/minimist.git","","True","npm","1","npm","minimist","46.9427","64.00","A","A","","","","54.54","1","63.82"
"istanbuljs/istanbuljs","github","gh/81482340","https://github.com/istanbuljs/istanbuljs.git","","True","npm","7","npm","istanbul-lib-coverage","62.6141","69.19","A","A","","","","50.98","1","63.77"
"browserify/resolve","github","gh/1915099","https://github.com/browserify/resolve.git","","True","npm","1","npm","resolve","53.3436","66.00","A","A","","","","53.04","1","63.76"
"smithy-lang/smithy-rs","github","gh/308027791","https://github.com/smithy-lang/smithy-rs.git","","True","crates","27","crates","aws-smithy-types","30.3829","68.73","A","","","A","","56.41","1","63.76"
"moment/moment","github","gh/1424470","https://github.com/moment/moment.git","","True","npm","1","npm","moment","25.0988","56.63","A","A","","","","59.29","1","63.75"
"jmespath/jmespath.py","github","gh/8300763","https://github.com/jmespath/jmespath.py.git","","True","pypi","1","pypi","jmespath","72.2339","83.87","A","","A","","","46.88","1","63.74"
"unicode-org/icu","github","gh/49244766","https://github.com/unicode-org/icu.git","","True","cpp","1","cpp","icu","33.8406","60.21","A","","","","A","57.04","1","63.63"
"jawah/charset_normalizer","github","gh/200259335","https://github.com/jawah/charset_normalizer.git","","True","pypi","1","pypi","charset-normalizer","61.7821","81.47","A","","A","","","48.82","1","63.62"
"chronotope/chrono","github","gh/18210201","https://github.com/chronotope/chrono.git","","True","crates","1","crates","chrono","27.1108","67.22","A","","","A","","56.97","1","63.62"
"servo/rust-url","github","gh/14934771","https://github.com/servo/rust-url.git","","True","crates","5","crates","percent-encoding","41.5966","73.39","A","","","A","","53.45","1","63.57"
"rust-lang/compiler-builtins","github","gh/65153793","https://github.com/rust-lang/compiler-builtins.git","","True","crates","2","crates","libm","35.2262","71.15","A","","","A","","54.88","1","63.57"
"pyasn1/pyasn1","github","gh/512723255","https://github.com/pyasn1/pyasn1.git","","True","pypi","1","pypi","pyasn1","64.6103","81.65","A","","A","","","48.22","1","63.56"
"rust-itertools/itertools","github","gh/22360263","https://github.com/rust-itertools/itertools.git","","True","crates","1","crates","itertools","35.7429","71.27","A","","","A","","54.77","1","63.56"
"bitflags/bitflags","github","gh/29287955","https://github.com/bitflags/bitflags.git","","True","crates","1","crates","bitflags","38.5212","72.07","A","","","A","","54.12","1","63.53"
"jaraco/zipp","github","gh/157774633","https://github.com/jaraco/zipp.git","","True","pypi","1","pypi","zipp","53.0605","78.36","A","","A","","","50.63","1","63.52"
"sinclairzx81/typebox","github","gh/87454905","https://github.com/sinclairzx81/typebox.git","","True","npm","1","npm","@sinclair/typebox","47.9552","64.23","A","A","","","","53.84","1","63.52"
"matklad/once_cell","github","gh/143220272","https://github.com/matklad/once_cell.git","","True","crates","1","crates","once_cell","45.8184","74.74","A","","","A","","52.41","1","63.50"
"rust-cli/env_logger","github","gh/96382888","https://github.com/rust-cli/env_logger.git","","True","crates","2","crates","env_logger","44.8901","74.41","A","","","A","","52.60","1","63.49"
"jaredwray/keyv","github","gh/96540810","https://github.com/jaredwray/keyv.git","","True","npm","3","npm","keyv","41.5491","62.48","A","A","","","","55.14","1","63.49"
"npm/hosted-git-info","github","gh/25002984","https://github.com/npm/hosted-git-info.git","","True","npm","1","npm","hosted-git-info","39.414","61.71","A","A","","","","55.60","1","63.47"
"agronholm/anyio","github","gh/145337588","https://github.com/agronholm/anyio.git","","True","pypi","1","pypi","anyio","41.2184","73.14","A","","A","","","53.38","1","63.46"
"feross/buffer","github","gh/14494363","https://github.com/feross/buffer.git","","True","npm","1","npm","buffer","52.0423","65.56","A","A","","","","52.80","1","63.44"
"chardet/chardet","github","gh/5196969","https://github.com/chardet/chardet.git","","True","pypi","1","pypi","chardet","29.4381","68.66","A","","A","","","55.96","1","63.39"
"time-rs/time","github","gh/26459635","https://github.com/time-rs/time.git","","True","crates","4","crates","time","34.7209","71.07","A","","","A","","54.65","1","63.37"
"rustcrypto/traits","github","gh/85605821","https://github.com/rustcrypto/traits.git","","True","crates","12","crates","digest","44.0016","74.21","A","","","A","","52.55","1","63.35"
"mozilla/source-map","github","gh/2014930","https://github.com/mozilla/source-map.git","","True","npm","1","npm","source-map","65.2543","70.46","A","A","","","","49.53","1","63.29"
"pytest-dev/pluggy","github","gh/34739117","https://github.com/pytest-dev/pluggy.git","","True","pypi","1","pypi","pluggy","45.8542","74.66","A","","A","","","52.06","1","63.29"
"kilian/electron-to-chromium","github","gh/78972540","https://github.com/kilian/electron-to-chromium.git","","True","npm","1","npm","electron-to-chromium","40.4912","62.01","A","A","","","","55.01","1","63.26"
"aio-libs/multidict","github","gh/51206425","https://github.com/aio-libs/multidict.git","","True","pypi","1","pypi","multidict","44.5271","74.47","A","","A","","","52.17","1","63.20"
"python-greenlet/greenlet","github","gh/3003137","https://github.com/python-greenlet/greenlet.git","","True","pypi","1","pypi","greenlet","38.9855","72.15","A","","A","","","53.43","1","63.17"
"sindresorhus/globby","github","gh/21069494","https://github.com/sindresorhus/globby.git","","True","npm","1","npm","globby","39.8397","61.80","A","A","","","","54.97","1","63.15"
"bytecodealliance/rustix","github","gh/295544240","https://github.com/bytecodealliance/rustix.git","","True","crates","1","crates","rustix","32.6213","70.24","A","","","A","","54.69","1","63.10"
"yargs/yargs-parser","github","gh/50258379","https://github.com/yargs/yargs-parser.git","","True","npm","1","npm","yargs-parser","50.9553","65.11","A","A","","","","52.48","1","63.09"
"dtolnay/thiserror","github","gh/213836768","https://github.com/dtolnay/thiserror.git","","True","crates","2","crates","thiserror","40.1118","73.20","A","","","A","","52.87","1","63.05"
"burntsushi/quickcheck","github","gh/17559913","https://github.com/burntsushi/quickcheck.git","","True","crates","2","crates","quickcheck","57.5162","77.59","A","","","A","","49.21","1","63.04"
"proptest-rs/proptest","github","gh/94702898","https://github.com/proptest-rs/proptest.git","","True","crates","3","crates","proptest","37.9363","71.81","A","","","A","","53.33","1","62.97"
"psycopg/psycopg2","github","gh/7730829","https://github.com/psycopg/psycopg2.git","","True","pypi","2","pypi","psycopg2-binary","28.5082","68.19","A","","A","","","55.41","1","62.92"
"isaacs/node-graceful-fs","github","gh/2077020","https://github.com/isaacs/node-graceful-fs.git","","True","npm","1","npm","graceful-fs","61.9728","68.99","A","A","","","","49.68","1","62.90"
"form-data/form-data","github","gh/1755793","https://github.com/form-data/form-data.git","","True","npm","1","npm","form-data","47.1421","64.06","A","A","","","","52.89","1","62.85"
"json5/json5","github","gh/4463453","https://github.com/json5/json5.git","","True","npm","1","npm","json5","51.0733","65.12","A","A","","","","52.03","1","62.84"
"google/zerocopy","github","gh/534354967","https://github.com/google/zerocopy.git","","True","crates","2","crates","zerocopy","32.8394","70.31","A","","","A","","54.19","1","62.83"
"jprichardson/node-fs-extra","github","gh/2791348","https://github.com/jprichardson/node-fs-extra.git","","True","npm","1","npm","fs-extra","46.8431","63.99","A","A","","","","52.87","1","62.81"
"python-jsonschema/jsonschema","github","gh/3072629","https://github.com/python-jsonschema/jsonschema.git","","True","pypi","1","pypi","jsonschema","37.1497","71.95","A","","A","","","53.17","1","62.81"
"paramiko/paramiko","github","gh/119609","https://github.com/paramiko/paramiko.git","","True","pypi","1","pypi","paramiko","27.5105","67.71","A","","A","","","55.38","1","62.75"
"moxystudio/node-cross-spawn","github","gh/21335844","https://github.com/moxystudio/node-cross-spawn.git","","True","npm","1","npm","cross-spawn","46.3498","63.87","A","A","","","","52.85","1","62.73"
"mdn/data","github","gh/70901646","https://github.com/mdn/data.git","","True","npm","1","npm","mdn-data","34.9531","60.29","A","A","","","","55.34","1","62.73"
"facebook/regenerator","github","gh/13346571","https://github.com/facebook/regenerator.git","","True","npm","2","npm","regenerator-runtime","48.6896","64.58","A","A","","","","52.21","1","62.65"
"jshttp/mime-db","github","gh/22970419","https://github.com/jshttp/mime-db.git","","True","npm","1","npm","mime-db","59.7907","68.34","A","A","","","","49.68","1","62.62"
"webpack/loader-utils","github","gh/6503675","https://github.com/webpack/loader-utils.git","","True","npm","1","npm","loader-utils","40.7127","62.06","A","A","","","","53.91","1","62.62"
"rustcrypto/formats","github","gh/406051759","https://github.com/rustcrypto/formats.git","","True","crates","18","crates","const-oid","37.3647","71.78","A","","","A","","52.80","1","62.59"
"joblib/joblib","github","gh/654608","https://github.com/joblib/joblib.git","","True","pypi","1","pypi","joblib","27.0364","67.54","A","","A","","","55.03","1","62.48"
"follow-redirects/follow-redirects","github","gh/6697086","https://github.com/follow-redirects/follow-redirects.git","","True","npm","1","npm","follow-redirects","38.3869","61.35","A","A","","","","54.16","1","62.47"
