project,valid,project_id,repo_id,host,owner_type,namespace_kind,namespace_path,name,path_with_namespace,description,homepage,default_branch,license,language,topics,stars,forks,open_issues,archived,visibility,created_at,last_activity_at,fetched_at
gitlab.com/philbooth/check-types.js,True,6666488,gl/6666488,gitlab.com,User,user,philbooth,check-types.js,philbooth/check-types.js,"A little JavaScript library for asserting types and values, with zero dependencies.",https://gitlab.com/philbooth/check-types.js,master,mit,JavaScript,,26,5,4,True,public,2018-06-04T13:34:16.704Z,2023-09-07T10:44:09.076Z,2026-07-06T00:20:15Z
gitlab.com/philbooth/hoopy,True,6666393,gl/6666393,gitlab.com,User,user,philbooth,hoopy,philbooth/hoopy,"Like an array, but rounder.",https://gitlab.com/philbooth/hoopy,master,mit,JavaScript,,2,0,0,True,public,2018-06-04T13:32:40.213Z,2018-06-24T07:31:26.726Z,2026-07-06T00:20:15Z
gitlab.com/philbooth/tryer,True,6666571,gl/6666571,gitlab.com,User,user,philbooth,tryer,philbooth/tryer,Conditional and repeated function invocation for node and browser.,https://gitlab.com/philbooth/tryer,master,mit,JavaScript,,1,0,0,True,public,2018-06-04T13:35:46.909Z,2018-06-24T07:49:16.698Z,2026-07-06T00:20:15Z
gitlab.com/philbooth/unicode-bom,True,8831918,gl/8831918,gitlab.com,User,user,philbooth,unicode-bom,philbooth/unicode-bom,Unicode byte-order mark detection for Rust projects.,https://gitlab.com/philbooth/unicode-bom,master,apache-2.0,Rust,,4,1,0,False,public,2018-10-12T13:30:43.292Z,2024-10-20T18:58:32.459Z,2026-07-06T00:20:15Z
gitlab.com/procps-ng/procps,True,247135,gl/247135,gitlab.com,Organization,group,procps-ng,procps,procps-ng/procps,"Command line and full screen utilities for browsing procfs, a ""pseudo"" file system dynamically generated by the kernel to provide information about the status of entries in its process table.",https://gitlab.com/procps-ng/procps,master,gpl-2.0+,C,,307,252,52,False,public,2015-04-24T11:44:01.800Z,2026-06-30T09:14:01.169Z,2026-07-06T00:20:15Z
gitlab.com/psmisc/psmisc,True,334185,gl/334185,gitlab.com,Organization,group,psmisc,psmisc,psmisc/psmisc,This package contains miscellaneous utilities that use the proc file-system.,https://gitlab.com/psmisc/psmisc,master,gpl-2.0+,C,,43,50,17,False,public,2015-06-30T11:06:49.746Z,2026-05-22T17:12:01.796Z,2026-07-06T00:20:17Z
gitlab.com/pwoolcoc/common-path,False,,,gitlab.com,,,,,,,,,,,,,,,,,,,2026-07-06T00:20:15Z
gitlab.com/pwoolcoc/pwd,True,4233265,gl/4233265,gitlab.com,User,user,pwoolcoc,pwd,pwoolcoc/pwd,Safe interface to pwd.h,https://gitlab.com/pwoolcoc/pwd,master,cc-pddc,Rust,,1,2,1,False,public,2017-09-25T18:42:45.845Z,2025-07-30T09:53:23.905Z,2026-07-06T00:20:15Z
gitlab.com/pycqa/flake8-polyfill,False,,,gitlab.com,,,,,,,,,,,,,,,,,,,2026-07-06T00:20:15Z
gitlab.com/rich-harris/locate-character,True,1492693,gl/1492693,gitlab.com,User,user,Rich-Harris,locate-character,Rich-Harris/locate-character,Get the line and column number of a specific character in a string,https://gitlab.com/Rich-Harris/locate-character,master,,JavaScript,,0,1,0,False,public,2016-08-07T19:41:03.708Z,2019-08-12T07:03:46.525Z,2026-07-06T00:20:15Z
gitlab.com/rust-kqueue/rust-kqueue,True,1892300,gl/1892300,gitlab.com,Organization,group,rust-kqueue,rust-kqueue,rust-kqueue/rust-kqueue,Watches file descriptors and pids for events,https://gitlab.com/rust-kqueue/rust-kqueue,main,mit,Rust,,4,6,2,False,public,2016-10-24T07:33:23.860Z,2026-06-15T12:46:36.270Z,2026-07-06T00:20:16Z
gitlab.com/rust-kqueue/rust-kqueue-sys,True,1866060,gl/1866060,gitlab.com,Organization,group,rust-kqueue,rust-kqueue-sys,rust-kqueue/rust-kqueue-sys,,https://gitlab.com/rust-kqueue/rust-kqueue-sys,main,mit,Rust,,1,3,1,False,public,2016-10-19T04:09:19.521Z,2026-05-31T16:41:42.179Z,2026-07-06T00:20:16Z
gitlab.com/ryanobeirne/deltae,True,7449837,gl/7449837,gitlab.com,User,user,ryanobeirne,deltae,ryanobeirne/deltae,Calculate Delta E between two colors in CIE Lab space.,https://gitlab.com/ryanobeirne/deltae,master,mit,Rust,ICC | color | delta | delta e | deltae | lab | rust,1,0,0,False,public,2018-07-11T18:47:59.324Z,2023-07-25T16:13:18.986Z,2026-07-06T00:20:16Z
gitlab.com/samsartor/async_cell,True,25613951,gl/25613951,gitlab.com,User,user,samsartor,async_cell,samsartor/async_cell,A Cell<Option<T>> that you can await on!,https://gitlab.com/samsartor/async_cell,master,mit,Rust,,2,1,1,False,public,2021-04-03T00:24:24.993Z,2025-07-10T23:52:36.873Z,2026-07-06T00:20:16Z
gitlab.com/sequoia-pgp/nettle-rs,True,4784149,gl/4784149,gitlab.com,Organization,group,sequoia-pgp,nettle-rs,sequoia-pgp/nettle-rs,:herb: Rust bindings for the Nettle cryptographic library (https://git.lysator.liu.se/nettle/nettle).,https://gitlab.com/sequoia-pgp/nettle-rs,main,gpl-3.0+,Rust,,3,3,14,False,public,2017-11-30T14:45:57.630Z,2026-04-15T12:03:09.905Z,2026-07-06T00:20:16Z
gitlab.com/sequoia-pgp/nettle-sys,True,4783239,gl/4783239,gitlab.com,Organization,group,sequoia-pgp,nettle-sys,sequoia-pgp/nettle-sys,Low-level Rust bindings for the Nettle cryptographic library (https://git.lysator.liu.se/nettle/nettle).,https://gitlab.com/sequoia-pgp/nettle-sys,main,gpl-3.0+,Rust,,4,14,5,False,public,2017-11-30T12:59:41.550Z,2026-06-18T08:40:52.451Z,2026-07-06T00:20:16Z
gitlab.com/sequoia-pgp/sequoia,True,4469613,gl/4469613,gitlab.com,Organization,group,sequoia-pgp,sequoia,sequoia-pgp/sequoia,,https://gitlab.com/sequoia-pgp/sequoia,main,lgpl-2.0,Rust,,471,112,167,False,public,2017-10-24T10:29:24.869Z,2026-07-03T11:48:00.673Z,2026-07-06T00:20:16Z
gitlab.com/sequoia-pgp/sha1collisiondetection,True,22281668,gl/22281668,gitlab.com,Organization,group,sequoia-pgp,sha1collisiondetection,sequoia-pgp/sha1collisiondetection,,https://gitlab.com/sequoia-pgp/sha1collisiondetection,main,mit,Rust,,1,3,0,False,public,2020-11-06T15:46:00.128Z,2024-03-18T14:58:29.826Z,2026-07-06T00:20:16Z
gitlab.com/sfcgal/sfcgal,True,19674165,gl/19674165,gitlab.com,Organization,group,sfcgal,SFCGAL,sfcgal/SFCGAL,A wrapper around CGAL that intents to implement 2D and 3D operations on OGC standards models,https://gitlab.com/sfcgal/SFCGAL,master,lgpl-2.0,C++,,12,19,54,False,public,2020-06-30T06:19:25.980Z,2026-06-25T12:22:04.750Z,2026-07-06T00:20:16Z
gitlab.com/sio4/code/alloc-counter,True,10644995,gl/10644995,gitlab.com,Organization,group,sio4/code,alloc-counter,sio4/code/alloc-counter,An allocation profiling tool.,https://gitlab.com/sio4/code/alloc-counter,master,apache-2.0,Rust,allocation | analysis | sio4,11,1,2,False,public,2019-02-01T10:56:49.283Z,2025-08-16T16:59:45.259Z,2026-07-06T00:20:16Z
gitlab.com/spearman/sorted-vec,True,8219559,gl/8219559,gitlab.com,User,user,spearman,sorted-vec,spearman/sorted-vec,Create and maintain sorted vectors,https://gitlab.com/spearman/sorted-vec,master,apache-2.0,Rust,,6,9,3,False,public,2018-09-04T08:53:25.504Z,2026-06-10T20:36:57.593Z,2026-07-06T00:20:16Z
gitlab.com/takluyver/jeepney,True,2780772,gl/2780772,gitlab.com,User,user,takluyver,jeepney,takluyver/jeepney,Pure Python DBus interface,https://gitlab.com/takluyver/jeepney,master,mit,Python,,27,22,11,False,public,2017-02-25T20:18:01.374Z,2026-02-21T23:21:26.130Z,2026-07-06T00:20:16Z
gitlab.com/taricorp/llvm-sys.rs,True,13964235,gl/13964235,gitlab.com,User,user,taricorp,llvm-sys.rs,taricorp/llvm-sys.rs,Rust bindings to LLVM's C API.,https://gitlab.com/taricorp/llvm-sys.rs,main,mit,Rust,bindings | compiler | ffi | library | llvm | rust,38,40,15,False,public,2019-08-24T04:37:37.028Z,2026-05-05T05:13:31.971Z,2026-07-06T00:20:16Z
gitlab.com/timvisee/version-compare,True,4423440,gl/4423440,gitlab.com,User,user,timvisee,version-compare,timvisee/version-compare,:left_right_arrow: Rust library to easily compare version strings.,https://gitlab.com/timvisee/version-compare,master,mit,Rust,hacktoberfest,3,1,1,False,public,2017-10-18T18:10:47.643Z,2025-10-31T15:48:40.857Z,2026-07-06T00:20:16Z
gitlab.com/torkleyy/err-derive,True,10072448,gl/10072448,gitlab.com,User,user,torkleyy,err-derive,torkleyy/err-derive,A failure-like derive macro for the std `Error`,https://gitlab.com/torkleyy/err-derive,main,mit,Rust,,26,14,8,False,public,2018-12-24T21:32:16.303Z,2026-02-11T10:18:26.569Z,2026-07-06T00:20:16Z
gitlab.com/tspiteri/az,True,14189814,gl/14189814,gitlab.com,User,user,tspiteri,az,tspiteri/az,,https://gitlab.com/tspiteri/az,master,apache-2.0,Rust,,4,0,1,False,public,2019-09-07T09:51:30.268Z,2026-01-20T17:30:13.425Z,2026-07-06T00:20:16Z
gitlab.com/tspiteri/fixed,True,7841391,gl/7841391,gitlab.com,User,user,tspiteri,fixed,tspiteri/fixed,Rust fixed-point numbers.,https://gitlab.com/tspiteri/fixed,master,apache-2.0,Rust,,35,28,8,False,public,2018-08-09T18:04:32.083Z,2026-03-20T08:24:06.722Z,2026-07-06T00:20:17Z
gitlab.com/tspiteri/gmp-mpfr-sys,True,2308290,gl/2308290,gitlab.com,User,user,tspiteri,gmp-mpfr-sys,tspiteri/gmp-mpfr-sys,"Rust FFI bindings for GMP, MPFR and MPC",https://gitlab.com/tspiteri/gmp-mpfr-sys,master,gpl-3.0+,C,,9,11,8,False,public,2017-01-13T18:53:42.991Z,2026-04-29T18:41:46.325Z,2026-07-06T00:20:17Z
gitlab.com/tspiteri/rug,True,3495460,gl/3495460,gitlab.com,User,user,tspiteri,rug,tspiteri/rug,"Arbitrary-precision big numbers based on GMP, MPFR and MPC",https://gitlab.com/tspiteri/rug,master,gpl-3.0+,Rust,,85,16,6,False,public,2017-06-13T12:16:05.189Z,2026-07-04T16:22:26.539Z,2026-07-06T00:20:17Z
gitlab.com/ubports/development/core/gsettings-qt,True,10070038,gl/10070038,gitlab.com,Organization,group,ubports/development/core,gsettings-qt,ubports/development/core/gsettings-qt,Library to access GSettings from Qt,https://gitlab.com/ubports/development/core/gsettings-qt,main,other,C++,,0,5,0,False,public,2018-12-24T15:19:53.431Z,2026-06-15T16:04:12.925Z,2026-07-06T00:20:17Z
gitlab.com/warsaw/flufl.lock,False,,,gitlab.com,,,,,,,,,,,,,,,,,,,2026-07-06T00:20:17Z
gitlab.com/warsaw/public,True,1158368,gl/1158368,gitlab.com,Organization,group,flufl,public,flufl/public,"@public decorator for Python
[Documentation](https://public.readthedocs.io) | [PyPI](https://pypi.org/project/atpublic/)",https://gitlab.com/flufl/public,main,apache-2.0,Python,,6,3,2,False,public,2016-05-07T14:40:59.452Z,2026-07-02T18:14:58.416Z,2026-07-06T00:20:17Z
gitlab.com/wireshark/wireshark,True,7898047,gl/7898047,gitlab.com,Organization,group,wireshark,Wireshark,wireshark/wireshark,Wireshark's official code repository. You can keep the releases coming by donating at https://wiresharkfoundation.org/donate/.,https://gitlab.com/wireshark/wireshark,master,gpl-2.0+,C,network analysis | packet capture | protocol analysis | stratoshark | tshark | wireshark,1591,1649,1010,False,public,2018-08-10T20:58:07.700Z,2026-07-05T22:42:11.889Z,2026-07-06T00:20:17Z
gitlab.com/wufz/io-close,True,22597991,gl/22597991,gitlab.com,User,user,wufz,io-close,wufz/io-close,,https://gitlab.com/wufz/io-close,main,mit,Rust,,1,1,2,False,public,2020-11-20T23:04:24.518Z,2023-02-18T19:01:58.192Z,2026-07-06T00:20:17Z
gitlab.com/xmpp-rs/xmpp-rs,True,2730802,gl/2730802,gitlab.com,Organization,group,xmpp-rs,xmpp-rs,xmpp-rs/xmpp-rs,A type-safe Rust XMPP library.,https://gitlab.com/xmpp-rs/xmpp-rs,main,mpl-2.0,Rust,rust | xml | xmpp,59,52,68,False,public,2017-02-18T21:17:19.147Z,2026-07-03T14:41:37.226Z,2026-07-06T00:20:17Z
gitlab.com/zhiburt/ansitok,True,37558600,gl/37558600,gitlab.com,User,user,zhiburt,ansitok,zhiburt/ansitok,A library for parsing ANSI Escape Codes,https://gitlab.com/zhiburt/ansitok,master,mit,Rust,ansi | parser | rust | terminal,1,2,2,False,public,2022-07-04T21:12:30.390Z,2026-01-11T22:01:46.895Z,2026-07-06T00:20:17Z
gitlab.dkrz.de/k202009/libaec,True,117,gl/dkrz-117,gitlab.dkrz.de,Organization,group,dkrz-sw,libaec,dkrz-sw/libaec,Adaptive Entropy Coding library,https://gitlab.dkrz.de/dkrz-sw/libaec,main,bsd-2-clause,C,,1,1,,,public,2016-04-14T07:49:52.880Z,2026-05-19T10:22:37.068Z,2026-07-06T00:20:17Z
gitlab.exherbo.org/sydbox/sydbox,True,88,gl/exherbo-88,gitlab.exherbo.org,Organization,group,sydbox,sydbox,sydbox/sydbox,rock-solid application kernel,https://gitlab.exherbo.org/sydbox/sydbox,main,gpl-3.0+,Rust,integrity | sandbox | security,3,11,,,public,2017-05-11T12:05:03.044Z,2026-06-25T20:28:06.563Z,2026-07-06T00:20:17Z
gitlab.freedesktop.org/dbus/dbus-python,True,946,gl/freedesktop-946,gitlab.freedesktop.org,Organization,group,dbus,dbus-python,dbus/dbus-python,libdbus language binding (wrapper) for CPython,https://gitlab.freedesktop.org/dbus/dbus-python,master,other,C,,1,24,,,public,2018-08-22T22:02:06.018Z,2026-06-06T11:13:32.802Z,2026-07-06T10:53:20Z
gitlab.freedesktop.org/emersion/libdisplay-info,True,14497,gl/freedesktop-14497,gitlab.freedesktop.org,User,user,emersion,libdisplay-info,emersion/libdisplay-info,"EDID and DisplayID library

https://emersion.pages.freedesktop.org/libdisplay-info/",https://gitlab.freedesktop.org/emersion/libdisplay-info,main,mit,C,,22,16,,,public,2022-03-24T00:27:57.779Z,2026-07-04T12:18:19.966Z,2026-07-06T00:20:17Z
gitlab.freedesktop.org/fontconfig/fontconfig,True,890,gl/freedesktop-890,gitlab.freedesktop.org,Organization,group,fontconfig,fontconfig,fontconfig/fontconfig,Font configuration and customization library,https://gitlab.freedesktop.org/fontconfig/fontconfig,main,mit-modern-variant,C,,20,113,,,public,2018-08-20T07:05:48.050Z,2026-07-05T00:18:48.977Z,2026-07-06T00:20:17Z
gitlab.freedesktop.org/geoclue/geoclue/wikis/home,False,,,gitlab.freedesktop.org,,,,,,,,,,,,,,,,,,,2026-07-06T00:20:17Z
gitlab.freedesktop.org/glvnd/libglvnd,True,4399,gl/freedesktop-4399,gitlab.freedesktop.org,Organization,group,glvnd,libglvnd,glvnd/libglvnd,The GL Vendor-Neutral Dispatch library,https://gitlab.freedesktop.org/glvnd/libglvnd,master,,C,,19,42,,,public,2019-09-27T15:35:25.131Z,2026-05-10T17:04:13.880Z,2026-07-06T00:20:17Z
gitlab.freedesktop.org/gstreamer/gst-editing-services,True,1346,gl/freedesktop-1346,gitlab.freedesktop.org,Organization,group,gstreamer,gst-editing-services,gstreamer/gst-editing-services,"ARCHIVED REPOSITORY: GStreamer Editing Services Library

**This code has been moved to the [GStreamer mono repo](https://gitlab.freedesktop.org/gstreamer/gstreamer), please submit new issues and merge requests there!**",https://gitlab.freedesktop.org/gstreamer/gst-editing-services,discontinued-for-monorepo,lgpl-2.0,C,,9,41,,,public,2018-11-02T15:44:21.691Z,2025-06-05T15:18:01.189Z,2026-07-06T17:11:49Z
gitlab.freedesktop.org/gstreamer/gst-libav,True,1349,gl/freedesktop-1349,gitlab.freedesktop.org,Organization,group,gstreamer,gst-libav,gstreamer/gst-libav,"ARCHIVED REPOSITORY: GStreamer plugin for the FFmpeg libav* libraries

**This code has been moved to the [GStreamer mono repo](https://gitlab.freedesktop.org/gstreamer/gstreamer), please submit new issues and merge requests there!**",https://gitlab.freedesktop.org/gstreamer/gst-libav,discontinued-for-monorepo,lgpl-2.1,C,,18,47,,,public,2018-11-02T15:44:32.741Z,2024-07-05T11:20:06.962Z,2026-07-06T17:11:49Z
gitlab.freedesktop.org/gstreamer/gst-plugins-bad,True,1351,gl/freedesktop-1351,gitlab.freedesktop.org,Organization,group,gstreamer,gst-plugins-bad,gstreamer/gst-plugins-bad,"ARCHIVED REPOSITORY: 'Bad' GStreamer plugins and helper libraries

**This code has been moved to the [GStreamer mono repo](https://gitlab.freedesktop.org/gstreamer/gstreamer), please submit new issues and merge requests there!**",https://gitlab.freedesktop.org/gstreamer/gst-plugins-bad,discontinued-for-monorepo,lgpl-2.1,C,,60,309,,,public,2018-11-02T15:44:38.884Z,2026-07-05T16:03:36.632Z,2026-07-06T17:11:49Z
gitlab.freedesktop.org/gstreamer/gst-plugins-base,True,1352,gl/freedesktop-1352,gitlab.freedesktop.org,Organization,group,gstreamer,gst-plugins-base,gstreamer/gst-plugins-base,"ARCHIVED REPOSITORY: 'Base' GStreamer plugins and helper libraries

**This code has been moved to the [GStreamer mono repo](https://gitlab.freedesktop.org/gstreamer/gstreamer), please submit new issues and merge requests there!**",https://gitlab.freedesktop.org/gstreamer/gst-plugins-base,discontinued-for-monorepo,lgpl-2.1,C,,40,195,,,public,2018-11-02T15:44:42.243Z,2026-07-06T16:04:04.908Z,2026-07-06T17:11:49Z
gitlab.freedesktop.org/gstreamer/gst-plugins-good,True,1353,gl/freedesktop-1353,gitlab.freedesktop.org,Organization,group,gstreamer,gst-plugins-good,gstreamer/gst-plugins-good,"ARCHIVED REPOSITORY: 'Good' GStreamer plugins

**This code has been moved to the [GStreamer mono repo](https://gitlab.freedesktop.org/gstreamer/gstreamer), please submit new issues and merge requests there!**",https://gitlab.freedesktop.org/gstreamer/gst-plugins-good,discontinued-for-monorepo,lgpl-2.1,C,,47,211,,,public,2018-11-02T15:44:46.062Z,2026-07-06T08:03:25.330Z,2026-07-06T17:11:49Z
gitlab.freedesktop.org/gstreamer/gst-plugins-ugly,True,1354,gl/freedesktop-1354,gitlab.freedesktop.org,Organization,group,gstreamer,gst-plugins-ugly,gstreamer/gst-plugins-ugly,"ARCHIVED REPOSITORY: 'Ugly' GStreamer plugins

**This code has been moved to the [GStreamer mono repo](https://gitlab.freedesktop.org/gstreamer/gstreamer), please submit new issues and merge requests there!**",https://gitlab.freedesktop.org/gstreamer/gst-plugins-ugly,discontinued-for-monorepo,lgpl-2.1,C,,20,31,,,public,2018-11-02T15:44:49.273Z,2023-06-27T23:17:23.585Z,2026-07-06T17:11:49Z
gitlab.freedesktop.org/gstreamer/gstreamer,True,1357,gl/freedesktop-1357,gitlab.freedesktop.org,Organization,group,gstreamer,gstreamer,gstreamer/gstreamer,GStreamer multimedia framework,https://gitlab.freedesktop.org/gstreamer/gstreamer,main,lgpl-2.1,C,,252,886,,,public,2018-11-02T15:45:03.787Z,2026-07-05T23:15:32.439Z,2026-07-06T00:20:17Z
gitlab.freedesktop.org/gstreamer/gstreamer-rs,True,1398,gl/freedesktop-1398,gitlab.freedesktop.org,Organization,group,gstreamer,gstreamer-rs,gstreamer/gstreamer-rs,GStreamer bindings for Rust,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,main,apache-2.0,Rust,,95,160,,,public,2018-11-03T16:35:29.054Z,2026-06-29T14:55:57.009Z,2026-07-06T00:20:17Z
gitlab.freedesktop.org/libbsd/libbsd,True,118,gl/freedesktop-118,gitlab.freedesktop.org,Organization,group,libbsd,libbsd,libbsd/libbsd,Utility functions from BSD systems,https://gitlab.freedesktop.org/libbsd/libbsd,main,bsd-3-clause,C,bsd | porting,8,28,,,public,2018-05-30T21:50:59.648Z,2026-05-21T15:12:38.095Z,2026-07-06T17:11:48Z
gitlab.freedesktop.org/libbsd/libmd,True,9044,gl/freedesktop-9044,gitlab.freedesktop.org,Organization,group,libbsd,libmd,libbsd/libmd,BSD Mesage Digest functions,https://gitlab.freedesktop.org/libbsd/libmd,main,bsd-3-clause,C,bsd | porting,1,0,,,public,2021-02-21T20:10:01.269Z,2026-05-10T20:40:04.912Z,2026-07-06T17:11:49Z
gitlab.freedesktop.org/libdecor/libdecor,True,18349,gl/freedesktop-18349,gitlab.freedesktop.org,Organization,group,libdecor,libdecor,libdecor/libdecor,,https://gitlab.freedesktop.org/libdecor/libdecor,master,mit,C,,10,25,,,public,2022-11-25T10:11:27.086Z,2026-07-02T21:26:58.539Z,2026-07-06T00:20:17Z
gitlab.freedesktop.org/libinput/libei,True,6869,gl/freedesktop-6869,gitlab.freedesktop.org,Organization,group,libinput,libei,libinput/libei,library for Emulated Input,https://gitlab.freedesktop.org/libinput/libei,main,mit,C,,21,22,,,public,2020-07-14T07:00:39.073Z,2026-07-03T08:16:35.645Z,2026-07-06T00:20:17Z
gitlab.freedesktop.org/libspectre/libspectre,True,1200,gl/freedesktop-1200,gitlab.freedesktop.org,Organization,group,libspectre,libspectre,libspectre/libspectre,,https://gitlab.freedesktop.org/libspectre/libspectre,master,gpl-2.0+,C,,2,6,,,public,2018-10-12T21:33:19.327Z,2026-04-07T19:08:38.608Z,2026-07-06T00:20:17Z
