repo,repo_id,total_commits_github,total_contributors_github,active_contributors_github,bf_commits_github,hhi_commits_github,total_commits_git,contributors_git,bf_commits_git,hhi_commits_git,commits_git_2021_2025,active_contributors_git_2021_2025,bf_commits_git_2021_2025,hhi_commits_git_2021_2025,concentration_class,github_fetched_at,git_fetched_at
sindresorhus/has-flag,38718671,22,7,7,1,5413,,,,,,,,,,2026-05-19T11:22:40+00:00,
sindresorhus/import-fresh,22020904,37,8,8,1,6216,,,,,,,,,,2026-05-19T11:22:45+00:00,
sindresorhus/import-local,90292430,30,8,8,1,5489,,,,,,,,,,2026-05-19T11:22:50+00:00,
sindresorhus/indent-string,20576837,48,9,9,1,6649,,,,,,,,,,2026-05-19T11:22:55+00:00,
sindresorhus/is-binary-path,29771247,22,6,6,1,4463,,,,,,,,,,2026-05-19T11:23:02+00:00,
sindresorhus/is-docker,33590534,30,6,6,1,7000,,,,,,,,,,2026-05-19T11:23:07+00:00,
sindresorhus/is-fullwidth-code-point,39222301,26,9,9,1,4438,,,,,,,,,,2026-05-19T11:23:14+00:00,
sindresorhus/is-inside-container,601943060,3,1,1,1,10000,,,,,,,,,,2026-05-19T11:23:22+00:00,
sindresorhus/is-path-inside,21054113,33,8,8,1,5023,,,,,,,,,,2026-05-19T11:23:29+00:00,
sindresorhus/is-plain-obj,38923193,29,7,7,1,4078,,,,,,,,,,2026-05-19T11:23:36+00:00,
sindresorhus/is-stream,29436825,33,6,6,1,5923,,,,,,,,,,2026-05-19T11:23:40+00:00,
sindresorhus/is-unicode-supported,348660847,19,4,4,1,6399,,,,,,,,,,2026-05-19T11:23:44+00:00,
sindresorhus/is-wsl,88415331,25,7,7,1,5872,,,,,,,,,,2026-05-19T11:23:49+00:00,
sindresorhus/leven,22794601,40,8,8,1,5738,,,,,,,,,,2026-05-19T11:23:54+00:00,
sindresorhus/locate-path,74266248,32,8,8,1,5723,,,,,,,,,,2026-05-19T11:24:01+00:00,
sindresorhus/log-symbols,21673868,47,13,13,1,4224,,,,,,,,,,2026-05-19T11:24:07+00:00,
sindresorhus/lowercase-keys,29769737,21,3,3,1,8231,,,,,,,,,,2026-05-19T11:24:13+00:00,
sindresorhus/make-dir,90776169,60,11,11,1,4822,,,,,,,,,,2026-05-19T11:24:19+00:00,
sindresorhus/meow,25121561,206,43,43,1,3760,,,,,,,,,,2026-05-19T11:24:27+00:00,
sindresorhus/mimic-function,71381729,50,10,10,2,3424,,,,,,,,,,2026-05-19T11:24:33+00:00,
sindresorhus/mimic-response,93189529,22,6,6,1,5455,,,,,,,,,,2026-05-19T11:23:27+00:00,
sindresorhus/node-defaults,7985040,20,4,4,1,4300,,,,,,,,,,2026-05-19T11:23:35+00:00,
sindresorhus/normalize-url,29094022,179,43,43,1,4455,,,,,,,,,,2026-05-19T11:23:39+00:00,
sindresorhus/npm-run-path,48707028,43,7,7,1,4354,,,,,,,,,,2026-05-19T11:23:44+00:00,
sindresorhus/object-assign,16457190,66,13,13,1,5367,,,,,,,,,,2026-05-19T11:23:48+00:00,
sindresorhus/onetime,14847357,50,9,9,1,6160,,,,,,,,,,2026-05-19T11:23:53+00:00,
sindresorhus/open,18469325,221,56,56,1,4458,,,,,,,,,,2026-05-19T11:24:00+00:00,
sindresorhus/p-limit,71542716,75,17,17,1,5815,,,,,,,,,,2026-05-19T11:24:06+00:00,
sindresorhus/p-locate,74265632,27,6,6,1,6159,,,,,,,,,,2026-05-19T11:24:13+00:00,
sindresorhus/p-map,71526722,69,18,18,1,3821,,,,,,,,,,2026-05-19T11:24:18+00:00,
sindresorhus/p-try,71534796,17,5,5,1,5225,,,,,,,,,,2026-05-19T11:24:25+00:00,
sindresorhus/package-directory,41724281,41,8,8,1,6169,,,,,,,,,,2026-05-19T11:24:32+00:00,
sindresorhus/parent-module,50187748,26,6,6,1,6598,,,,,,,,,,2026-05-19T11:22:38+00:00,
sindresorhus/parse-json,41367145,66,15,15,1,4504,,,,,,,,,,2026-05-19T11:22:43+00:00,
sindresorhus/path-exists,34965664,24,6,6,1,5243,,,,,,,,,,2026-05-19T11:22:47+00:00,
sindresorhus/path-key,48706449,23,6,6,1,5047,,,,,,,,,,2026-05-19T11:22:53+00:00,
sindresorhus/path-type,41905436,27,7,7,1,5144,,,,,,,,,,2026-05-19T11:22:58+00:00,
sindresorhus/pify,41585934,69,16,16,1,4913,,,,,,,,,,2026-05-19T11:23:04+00:00,
sindresorhus/quick-lru,86679721,66,16,16,1,5133,,,,,,,,,,2026-05-19T11:23:11+00:00,
sindresorhus/read-package-up,41842429,45,8,8,1,7165,,,,,,,,,,2026-05-19T11:23:17+00:00,
sindresorhus/read-pkg,41790094,53,9,9,1,6931,,,,,,,,,,2026-05-19T11:23:25+00:00,
sindresorhus/resolve-cwd,47504070,15,4,4,1,6533,,,,,,,,,,2026-05-19T11:23:32+00:00,
sindresorhus/resolve-from,22022707,30,7,7,1,5533,,,,,,,,,,2026-05-19T11:23:38+00:00,
sindresorhus/restore-cursor,23512229,23,6,6,1,6219,,,,,,,,,,2026-05-19T11:23:42+00:00,
sindresorhus/shebang-regex,30903733,15,4,4,1,6533,,,,,,,,,,2026-05-19T11:23:46+00:00,
sindresorhus/slash,11516031,34,8,8,1,6367,,,,,,,,,,2026-05-19T11:23:52+00:00,
sindresorhus/string-width,39222730,78,14,14,1,5450,,,,,,,,,,2026-05-19T11:23:57+00:00,
sindresorhus/strip-bom,18444852,37,7,7,1,7064,,,,,,,,,,2026-05-19T11:24:04+00:00,
sindresorhus/strip-final-newline,47453723,20,4,4,1,4900,,,,,,,,,,2026-05-19T11:24:10+00:00,
sindresorhus/strip-indent,18242629,40,8,8,1,6850,,,,,,,,,,2026-05-19T11:24:16+00:00,
sindresorhus/strip-json-comments,14468669,77,16,16,1,6306,,,,,,,,,,2026-05-19T11:24:23+00:00,
sindresorhus/tagged-tag,795552264,5,1,1,1,10000,,,,,,,,,,2026-05-19T11:24:31+00:00,
sindresorhus/to-fast-properties,31656998,32,8,8,1,4902,,,,,,,,,,2026-05-19T11:22:37+00:00,
sindresorhus/type-fest,175398594,928,203,202,2,1802,,,,,,,,,,2026-05-19T11:22:41+00:00,
sindresorhus/unicorn-magic,716660564,12,2,2,1,8472,,,,,,,,,,2026-05-19T11:22:45+00:00,
sindresorhus/yocto-queue,315531538,17,4,4,1,6886,,,,,,,,,,2026-05-19T11:22:50+00:00,
sinonjs/commons,143001748,139,10,8,1,5801,,,,,,,,,,2026-05-19T11:22:55+00:00,
sinonjs/fake-timers,16523712,786,77,75,2,2628,,,,,,,,,,2026-05-19T11:23:26+00:00,
smithy-lang/smithy-rs,308027791,3133,136,136,3,1212,,,,,,,,,,2026-05-19T11:23:53+00:00,
smithy-lang/smithy-typescript,208319207,2455,97,94,3,1345,,,,,,,,,,2026-05-19T11:23:16+00:00,
smol-rs/fastrand,267368764,108,22,22,1,3278,,,,,,,,,,2026-05-19T11:23:23+00:00,
snowflakedb/snowflake-connector-python,62262074,1829,152,151,3,1025,,,,,,,,,,2026-05-19T11:23:31+00:00,
socketio/socket.io,557980,7159,403,402,1,3134,,,,,,,,,,2026-05-19T11:23:38+00:00,
sqlalchemy/sqlalchemy,159271175,17447,406,405,1,6763,,,,,,,,,,2026-05-19T11:23:43+00:00,
sqlite/sqlite,176278485,,,,,,,,,,,,,,,2026-05-19T11:23:46+00:00,
srijs/rust-crc32fast,157348282,96,10,10,1,7331,,,,,,,,,,2026-05-19T11:23:50+00:00,
stebalien/tempfile,33832372,515,76,74,1,5394,,,,,,,,,,2026-05-19T11:23:56+00:00,
stefanpenner/get-caller-file,48818175,53,5,5,1,7601,,,,,,,,,,2026-05-19T11:24:03+00:00,
storybookjs/storybook,54173593,73384,370,364,4,1009,,,,,,,,,,2026-05-19T11:24:12+00:00,
stream-utils/destroy,15544623,130,3,3,1,8174,,,,,,,,,,2026-05-19T11:24:14+00:00,
stream-utils/raw-body,12823654,536,17,16,1,7169,,,,,,,,,,2026-05-19T11:24:22+00:00,
stream-utils/unpipe,37428186,81,1,1,1,10000,,,,,,,,,,2026-05-19T11:23:35+00:00,
streamich/memfs,37490572,2045,64,58,1,6310,,,,,,,,,,2026-05-19T11:23:36+00:00,
stub42/pytz,63155638,453,19,19,1,7199,,,,,,,,,,2026-05-19T11:23:37+00:00,
suguru03/neo-async,27030361,940,17,16,1,9229,,,,,,,,,,2026-05-19T11:23:38+00:00,
sval-rs/sval,157205610,443,6,6,1,9643,,,,,,,,,,2026-05-19T11:23:39+00:00,
swc-project/swc,115110181,11478,347,342,2,2901,,,,,,,,,,2026-05-19T11:23:41+00:00,
syntax-tree/unist-util-is,41795086,133,6,6,1,8567,,,,,,,,,,2026-05-19T11:23:40+00:00,
systemd/systemd,32873313,82839,379,378,3,1490,,,,,,,,,,2026-05-19T11:23:45+00:00,
taiki-e/pin-project,164668916,1451,13,12,1,9100,,,,,,,,,,2026-05-19T11:23:42+00:00,
taiki-e/pin-project-lite,216847853,697,10,9,1,8723,,,,,,,,,,2026-05-19T11:23:44+00:00,
taiki-e/portable-atomic,448365131,1893,10,8,1,9707,,,,,,,,,,2026-05-19T11:23:44+00:00,
tapjs/signal-exit,35711072,77,12,12,1,4137,,,,,,,,,,2026-05-19T11:23:45+00:00,
tapjs/stack-utils,48974178,92,12,12,2,2750,,,,,,,,,,2026-05-19T11:23:46+00:00,
tartley/colorama,18892209,318,47,47,2,1952,,,,,,,,,,2026-05-19T11:23:47+00:00,
teambition/merge2,25396227,42,7,6,1,7335,,,,,,,,,,2026-05-19T11:23:48+00:00,
teddriggs/darling,89984100,546,45,45,1,6783,,,,,,,,,,2026-05-19T11:23:49+00:00,
tehshrike/deepmerge,3276413,238,28,28,1,6135,,,,,,,,,,2026-05-19T11:23:50+00:00,
terkelg/sisteransi,122441239,27,4,4,1,7339,,,,,,,,,,2026-05-19T11:23:51+00:00,
terser/terser,29097127,3421,236,233,2,2139,,,,,,,,,,2026-05-19T11:23:53+00:00,
textualize/rich,220809393,4268,268,265,1,5252,,,,,,,,,,2026-05-19T11:23:55+00:00,
theskumar/python-dotenv,23727790,295,101,99,2,1578,,,,,,,,,,2026-05-19T11:23:55+00:00,
thkukuk/rpcsvc-proto,55140533,31,6,6,1,7086,,,,,,,,,,2026-05-19T11:23:56+00:00,
thlorenz/convert-source-map,8751561,109,22,22,1,4371,,,,,,,,,,2026-05-19T11:23:57+00:00,
thlorenz/deep-is,9345558,13,3,3,1,7278,,,,,,,,,,2026-05-19T11:23:58+00:00,
tim-kos/node-retry,1738798,72,23,23,1,2897,,,,,,,,,,2026-05-19T11:24:01+00:00,
time-rs/time,26459635,1265,70,70,1,8414,,,,,,,,,,2026-05-19T11:24:03+00:00,
tj/commander.js,2206953,1454,171,170,2,2183,,,,,,,,,,2026-05-19T11:24:05+00:00,
tj/node-cookie-signature,6229722,61,7,7,1,4335,,,,,,,,,,2026-05-19T11:24:05+00:00,
tjguk/wmi,23124645,36,1,1,1,10000,,,,,,,,,,2026-05-19T11:24:05+00:00,
tkem/cachetools,18006791,467,21,20,1,8412,,,,,,,,,,2026-05-19T11:24:07+00:00,
tokio-rs/bytes,30062547,548,119,119,3,1553,,,,,,,,,,2026-05-19T11:24:09+00:00,
tokio-rs/loom,161875917,233,56,56,2,1876,,,,,,,,,,2026-05-19T11:24:09+00:00,
tokio-rs/prost,94262864,777,158,157,2,2185,,,,,,,,,,2026-05-19T11:24:12+00:00,
tokio-rs/slab,37093133,131,40,40,3,1341,,,,,,,,,,2026-05-19T11:24:12+00:00,
tokio-rs/tokio,67836789,3803,437,437,5,704,,,,,,,,,,2026-05-19T11:24:16+00:00,
tokio-rs/tracing,165289175,1590,305,303,1,2758,,,,,,,,,,2026-05-19T11:24:17+00:00,
toml-rs/toml,95902102,3020,150,146,1,4875,,,,,,,,,,2026-05-19T11:24:16+00:00,
tootallnate/proxy-agents,11293703,336,45,42,1,6034,,,,,,,,,,2026-05-19T11:24:17+00:00,
tootallnate/util-deprecate,19321056,8,2,2,1,7812,,,,,,,,,,2026-05-19T11:24:18+00:00,
torvalds/linux,2325298,,,,,,,,,,,,,,,,
tower-rs/tower,98244646,615,107,107,5,784,,,,,,,,,,2026-05-19T11:24:21+00:00,
tox-dev/filelock,17098256,405,59,57,1,3657,,,,,,,,,,2026-05-19T11:24:22+00:00,
tox-dev/platformdirs,367032142,557,78,76,4,1189,,,,,,,,,,2026-05-19T11:24:23+00:00,
tqdm/tqdm,36804486,2006,108,107,1,6017,,,,,,,,,,2026-05-19T11:24:25+00:00,
tritondatacenter/node-assert-plus,4767976,30,8,8,2,2133,,,,,,,,,,2026-05-19T11:24:26+00:00,
tritondatacenter/node-extsprintf,4058064,8,5,5,1,3125,,,,,,,,,,2026-05-19T11:24:27+00:00,
troygoode/node-require-directory,3053807,78,9,9,1,7844,,,,,,,,,,2026-05-19T11:24:28+00:00,
trysound/postcss-value-parser,40920306,117,14,14,1,4847,,,,,,,,,,2026-05-19T11:24:29+00:00,
tsconfig/bases,263697285,439,93,93,1,2586,,,,,,,,,,2026-05-19T11:24:31+00:00,
tukaani-project/xz,553665726,3006,56,56,1,6778,,,,,,,,,,2026-05-19T11:24:32+00:00,
typescript-eslint/typescript-eslint,165536154,6034,444,439,5,682,,,,,,,,,,2026-05-19T11:24:35+00:00,
unicode-org/icu,49244766,27304,220,219,4,1028,,,,,,,,,,2026-05-19T11:23:33+00:00,
unicode-org/icu4x,243395141,5015,137,136,2,1863,,,,,,,,,,2026-05-19T11:23:38+00:00,
unicode-rs/unicode-xid,34637906,85,20,20,2,2454,,,,,,,,,,2026-05-19T11:23:42+00:00,
unshiftio/requires-port,26316179,52,4,3,1,4819,,,,,,,,,,2026-05-19T11:23:47+00:00,
uqfoundation/dill,11031844,1057,43,42,1,7508,,,,,,,,,,2026-05-19T11:23:51+00:00,
urllib3/urllib3,2410676,4034,346,345,4,1113,,,,,,,,,,2026-05-19T11:23:59+00:00,
util-linux/util-linux,2339555,20377,378,377,1,3791,,,,,,,,,,2026-05-19T11:24:07+00:00,
uuidjs/uuid,1203139,596,77,74,2,3494,,,,,,,,,,2026-05-19T11:24:10+00:00,
vercel/ai,644461337,5812,472,468,3,1808,,,,,,,,,,2026-05-19T11:24:19+00:00,
vercel/ms,3655872,186,39,37,3,1473,,,,,,,,,,2026-05-19T11:24:23+00:00,
vercel/next.js,70107786,29519,428,425,9,438,,,,,,,,,,2026-05-19T11:24:33+00:00,
visionmedia/bytes.js,4626886,165,17,17,1,5747,,,,,,,,,,2026-05-19T11:22:37+00:00,
vitest-dev/vitest,434708679,5485,463,461,2,1870,,,,,,,,,,2026-05-19T11:22:42+00:00,
vorner/signal-hook,137260008,370,36,35,1,6091,,,,,,,,,,2026-05-19T11:22:45+00:00,
vuejs/core,137078487,6835,442,439,1,3870,,,,,,,,,,2026-05-19T11:22:53+00:00,
wasm-bindgen/wasm-bindgen,114685405,4189,433,431,3,1631,,,,,,,,,,2026-05-19T11:22:57+00:00,
watson/ci-info,71475907,210,32,32,1,3456,,,,,,,,,,2026-05-19T11:23:02+00:00,
wbond/asn1crypto,36823669,783,32,32,1,8274,,,,,,,,,,2026-05-19T11:23:07+00:00,
webmproject/libwebp,23368445,5060,54,54,2,3157,,,,,,,,,,2026-05-19T11:24:24+00:00,
webpack/enhanced-resolve,5400204,998,71,68,1,3073,,,,,,,,,,2026-05-19T11:22:51+00:00,
webpack/schema-utils,80306715,206,20,19,3,1620,,,,,,,,,,2026-05-19T11:23:23+00:00,
webpack/tapable,7730086,283,38,36,1,4015,,,,,,,,,,2026-05-19T11:23:35+00:00,
webpack/terser-webpack-plugin,143057914,422,39,37,2,2952,,,,,,,,,,2026-05-19T11:23:40+00:00,
webpack/watchpack,24119524,443,31,29,1,5660,,,,,,,,,,2026-05-19T11:23:44+00:00,
webpack/webpack-sources,48954523,352,28,26,1,4917,,,,,,,,,,2026-05-19T11:23:50+00:00,
webreflection/flatted,131121620,145,12,11,1,7557,,,,,,,,,,2026-05-19T11:23:56+00:00,
webreflection/html-escaper,33597730,28,1,1,1,10000,,,,,,,,,,2026-05-19T11:24:04+00:00,
websocket-client/websocket-client,1202362,1237,186,186,2,3035,,,,,,,,,,2026-05-19T11:24:09+00:00,
websockets/ws,2744972,1871,180,179,2,2622,,,,,,,,,,2026-05-19T11:24:15+00:00,
wesleytodd/setprototypeof,30301031,25,4,4,1,7152,,,,,,,,,,2026-05-19T11:24:21+00:00,
whitequark/ipaddr.js,2110585,186,35,35,1,2836,,,,,,,,,,2026-05-19T11:24:28+00:00,
withoutboats/heck,86326466,51,11,11,1,3633,,,,,,,,,,2026-05-19T11:22:46+00:00,
xiph/ogg,33956205,304,37,37,1,4037,,,,,,,,,,2026-05-19T11:22:40+00:00,
xtuc/webassemblyjs,113006071,1738,36,34,1,7132,,,,,,,,,,2026-05-19T11:22:45+00:00,
yahoo/serialize-javascript,24106944,169,26,24,2,3008,,,,,,,,,,2026-05-19T11:22:49+00:00,
yaml/libyaml,2699072,217,29,29,2,2450,,,,,,,,,,2026-05-19T11:22:55+00:00,
yaml/pyyaml,2700147,323,37,37,1,3176,,,,,,,,,,2026-05-19T11:23:00+00:00,
yargs/cliui,34287546,80,14,12,2,2153,,,,,,,,,,2026-05-19T11:23:06+00:00,
yargs/set-blocking,58830287,7,5,5,2,2245,,,,,,,,,,2026-05-19T11:23:13+00:00,
yargs/y18n,39720886,60,14,11,3,1571,,,,,,,,,,2026-05-19T11:23:20+00:00,
yargs/yargs,14210523,1039,281,278,6,1227,,,,,,,,,,2026-05-19T11:23:28+00:00,
yargs/yargs-parser,50258379,224,56,53,5,750,,,,,,,,,,2026-05-19T11:23:35+00:00,
yuzujs/setimmediate,1981208,117,11,11,1,5085,,,,,,,,,,2026-05-19T11:23:39+00:00,
zertosh/loose-envify,41947687,31,5,5,1,7627,,,,,,,,,,2026-05-19T11:23:44+00:00,
zesterer/spin-rs,21686666,388,56,56,2,2179,,,,,,,,,,2026-05-19T11:23:48+00:00,
zloirock/core-js,11481338,7801,133,133,1,9054,,,,,,,,,,2026-05-19T11:23:54+00:00,
