repo,repo_id,total_commits_lifetime,total_contributors_lifetime,active_contributors,hhi_commits_lifetime,bf_commits_lifetime,concentration_fetched_at,loc_2025_eoy,sloc_2025_eoy,scc_complexity_2025_eoy,scc_density_2025_eoy,cognitive_total,cognitive_avg,cognitive_max,loc_year,churn_5y_total,hotspot_raw,hotspot_log,hotspot_percentile,openssf_score,openssf_score_source,cve_count_5y,ossfuzz_enrolled,sast_findings_total,sast_findings_error,sast_findings_security,bestpractices_badge_id,security_fetched_at,github_sponsors,funding_class,has_funding_yml,funding_yml_platforms,has_funding_json,foundation_host,funding_fetched_at,stars,forks,watchers,visibility_fetched_at,repo_age_years_2025_eoy,active_contributors,openssf_maintained,has_issues,push_cadence_years,pushed_at,issues_opened_5y,issues_closed_5y,issue_close_ratio,net_new_issues_5y,slope_opened,slope_closed,issue_trend_score,loc_per_ac,cve_per_ac,nni_per_ac,loc_per_ac_pctl,cve_per_ac_pctl,nni_per_ac_pctl,workload_burden_percentile,workload_class,workload_fetched_at
es-shims/es-set-tostringtag,580683868,34,1,1,10000,1,2026-04-27T23:50:20+00:00,120,93,16,17.20,16,3.2,12,2025,170,2720,2.7476,31.19,3.9,openssf_local,0,False,0,0,0,,2026-04-27T17:08:10+01:00,0,A,False,,False,,2026-04-28T00:16:27+00:00,2,2,2,2026-04-27T13:18:17Z,3.0,1,0,True,4,2025-01-02T04:44:11Z,3,2,0.667,1,-0.1,0.0,,120.0,0.0,1.0,48.88,39.03,89.53,55.48,B,2026-04-27T13:18:17Z
es-shims/math-intrinsics,902014040,10,1,1,10000,1,2026-04-27T23:50:21+00:00,290,218,13,5.96,11,0.48,3,2024,325,4225,2.8805,31.88,3.9,openssf_local,0,False,0,0,0,,2026-04-27T16:09:09+01:00,73,C,True,"github,tidelift",False,,2026-04-28T00:16:27+00:00,2,1,2,2026-04-27T13:18:17Z,1.1,1,0,True,1,2024-12-19T05:58:07Z,2,0,0.0,2,0.2,0.0,,290.0,0.0,2.0,69.93,39.03,96.02,63.99,A,2026-04-27T13:18:17Z
es-shims/object.values,41723335,126,1,1,10000,1,2026-04-27T23:50:23+00:00,214,173,3,1.73,4,0.13,3,2025,25,75,0.8519,17.20,4,openssf_local,0,False,0,0,0,,2026-04-27T17:08:16+01:00,0,A,False,,False,,2026-04-28T00:16:27+00:00,72,7,3,2026-04-27T13:18:17Z,10.3,1,0,True,5,2025-12-30T01:55:08Z,1,0,0.0,1,-0.2,0.0,,214.0,0.0,1.0,63.33,39.03,89.53,60.48,A,2026-04-27T13:18:17Z
es-shims/regexp.prototype.flags,26932422,170,2,2,9767,1,2026-04-27T23:50:25+00:00,365,304,26,8.55,26,0.68,10,2025,528,13728,3.8983,37.50,4,openssf_local,0,False,0,0,0,,2026-04-27T17:08:24+01:00,0,A,False,,False,,2026-04-28T00:16:28+00:00,8,10,3,2026-04-27T13:18:17Z,11.1,2,0,True,5,2025-12-10T06:38:09Z,6,5,0.833,1,-0.1,0.1,0.1667,182.5,0.0,0.5,60.19,39.03,76.15,56.34,B,2026-04-27T13:18:17Z
es-shims/string.prototype.trimend,114682758,73,2,2,8724,1,2026-04-27T23:50:26+00:00,174,135,4,2.96,7,0.29,5,2024,38,152,1.1121,18.69,4,openssf_local,0,False,0,0,0,,2026-04-27T17:08:29+01:00,0,A,False,,False,,2026-04-28T00:16:28+00:00,5,5,3,2026-04-27T13:18:17Z,8.0,2,0,True,4,2026-01-13T19:30:58Z,1,0,0.0,1,-0.2,0.0,,87.0,0.0,0.5,41.38,39.03,76.15,49.73,B,2026-04-27T13:18:17Z
es-shims/string.prototype.trimstart,114682105,67,2,2,8619,1,2026-04-27T23:50:29+00:00,175,135,4,2.96,7,0.29,5,2024,36,144,1.0961,18.58,4.2,openssf_local,0,False,0,0,0,,2026-05-03T23:22:25+01:00,0,A,False,,False,,2026-04-28T00:15:38+00:00,4,3,3,2026-04-27T13:18:17Z,8.0,2,0,True,4,2026-01-13T19:31:02Z,1,0,0.0,1,-0.2,0.0,,87.5,0.0,0.5,41.83,39.03,76.15,49.91,B,2026-04-27T13:18:17Z
eslint-community/eslint-utils,568240379,180,10,9,2218,2,2026-04-27T23:50:31+00:00,6971,6111,378,6.19,539,2.66,148,2025,15357,5804946,10.7950,67.20,6.6,openssf_local,0,False,1,0,1,,2026-05-03T23:22:30+01:00,0,A,False,,False,,2026-04-28T00:15:38+00:00,23,12,3,2026-04-27T13:18:17Z,3.1,9,4,True,5,2026-04-14T08:49:38Z,32,15,0.469,17,4.5,2.1,-0.375,774.5556,0.0,1.8889,84.94,39.03,95.13,68.06,A,2026-04-27T13:18:17Z
eslint/eslint,11061773,10728,1207,414,707,8,2026-04-27T23:50:37+00:00,513641,442857,11339,2.56,15564,1.58,115,2025,1248171,14153010969,24.7180,96.22,7.2,openssf_local,0,False,61,11,61,,2026-04-27T16:07:57+01:00,80,C,False,,False,lf/openjs,2026-04-28T00:15:39+00:00,27221,4974,302,2026-04-27T13:18:17Z,12.5,414,10,True,5,2026-04-27T11:23:08Z,2573,2589,1.006,-16,-44.0,-37.9,0.0119,1240.6787,0.0,-0.0386,89.75,39.03,17.53,39.45,C,2026-04-27T13:18:17Z
eslint/js,27620277,788,70,57,1513,5,2026-04-27T23:50:34+00:00,303143,271372,9062,3.34,8641,2.75,249,2025,657260,5956090120,23.0224,94.95,6.7,openssf_local,0,False,11,0,11,,2026-04-27T14:55:10+01:00,80,C,False,,False,,2026-04-28T00:15:39+00:00,2379,225,52,2026-04-27T13:18:17Z,11.1,57,10,True,5,2026-04-27T10:50:47Z,65,64,0.985,1,0.0,-1.7,-0.1308,5318.2982,0.0,0.0175,97.48,39.03,36.9,51.97,B,2026-04-27T13:18:17Z
eslint/rewrite,791446923,425,22,19,660,5,2026-04-27T23:50:39+00:00,27274,20342,600,2.95,844,0.69,97,2025,46724,28034400,12.9761,74.43,6.7,openssf_local,2,False,4,4,4,,2026-04-27T15:52:38+01:00,80,C,False,,False,,2026-04-28T00:15:40+00:00,333,44,13,2026-04-27T13:18:17Z,1.7,19,10,True,2,2026-04-26T21:03:47Z,68,63,0.926,5,10.5,9.9,-0.0441,1435.4737,0.1053,0.2632,91.1,96.81,60.86,81.27,A,2026-04-27T13:18:17Z
estools/escodegen,3611422,576,55,47,4494,1,2026-04-27T23:50:43+00:00,133461,106271,16147,15.19,17006,3.76,578,2023,0,0,0.0000,7.28,2.9,openssf_local,0,False,1,1,1,,2026-04-28T01:21:03+01:00,0,A,False,,False,,2026-04-28T00:15:40+00:00,2687,336,60,2026-04-27T13:18:17Z,13.8,47,0,True,1,2024-07-17T02:01:51Z,20,10,0.5,10,-1.8,-0.4,0.35,2839.5957,0.0,0.2128,95.02,39.03,56.61,59.43,A,2026-04-27T13:18:17Z
estools/esquery,11412938,152,23,22,2355,2,2026-04-27T23:50:45+00:00,5795,4960,802,16.17,1319,4.24,145,2025,3584,2874368,10.3248,65.25,3.9,openssf_local,0,False,3,0,3,,2026-04-27T17:08:35+01:00,0,A,False,,False,,2026-04-28T00:15:40+00:00,886,94,11,2026-04-27T13:18:17Z,12.5,22,0,True,4,2025-12-31T15:42:18Z,17,9,0.529,8,-0.5,-0.2,0.0882,263.4091,0.0,0.3636,68.48,39.03,68.09,56.67,B,2026-04-27T13:18:17Z
estools/esrecurse,27429822,61,10,10,3480,1,2026-04-27T23:50:47+00:00,574,442,29,6.56,39,0.89,27,2023,0,0,0.0000,7.28,3,openssf_local,0,False,0,0,0,,2026-04-27T21:33:01+01:00,0,A,False,,False,,2026-04-28T00:15:41+00:00,80,18,9,2026-04-27T13:18:17Z,11.1,10,0,True,1,2023-03-30T19:46:51Z,2,3,1.5,-1,0.0,0.0,,57.4,0.0,-0.1,30.63,39.03,12.88,24.88,D,2026-04-27T13:18:17Z
estools/estraverse,6145439,177,27,26,3920,1,2026-04-27T23:50:49+00:00,7969,6318,1033,16.35,1410,4.15,64,2021,4,4132,2.1071,26.38,3.4,openssf_local,0,False,0,0,0,,2026-04-27T14:57:03+01:00,0,A,False,,False,,2026-04-28T00:15:41+00:00,967,134,22,2026-04-27T13:18:17Z,13.2,26,0,True,1,2022-04-04T18:32:01Z,3,2,0.667,1,0.2,0.1,,306.5,0.0,0.0385,71.84,39.03,39.14,47.87,B,2026-04-27T13:18:17Z
estools/esutils,14677293,57,6,6,3863,1,2026-04-27T23:50:51+00:00,1323,930,160,17.2,103,3.03,29,HEAD,0,0,0.0000,7.28,3.1,openssf_local,0,False,0,0,0,,2026-04-27T15:08:07+01:00,0,A,False,,False,,2026-04-28T00:15:42+00:00,123,28,5,2026-04-27T13:18:17Z,12.1,6,0,True,0,2022-04-07T03:34:54Z,1,0,0.0,1,0.1,0.0,,220.5,0.0,0.1667,64.45,39.03,51.9,50.73,B,2026-04-27T13:18:17Z
ethers-io/ethers.js,63465664,792,1,1,10000,1,2026-04-27T23:50:53+00:00,175077,120473,20962,17.4,11983,1.4,161,2025,374606,7852490972,24.0859,95.99,3.7,openssf_local,0,False,30,5,30,,2026-04-27T17:08:39+01:00,6,B,True,"github,custom",False,,2026-04-28T00:15:42+00:00,8659,2109,111,2026-04-27T13:18:17Z,9.5,1,6,True,4,2026-04-10T00:11:59Z,1699,1384,0.815,315,-111.9,-109.6,0.0068,175077.0,0.0,315.0,99.94,39.03,99.94,73.05,A,2026-04-27T13:18:17Z
evanw/esbuild,61137153,4429,126,119,9135,1,2026-04-27T23:50:55+00:00,191251,159501,19827,12.43,15089,2,284,2025,366067,7258010409,23.9082,95.76,3.8,openssf_local,1,False,671,11,671,,2026-04-27T16:08:26+01:00,0,A,False,,False,,2026-04-28T00:15:42+00:00,39865,1304,266,2026-04-27T13:18:17Z,9.5,119,10,True,5,2026-04-02T20:38:53Z,3309,2841,0.859,468,-201.2,-194.0,0.0109,1607.1513,0.0084,3.9328,92.11,82.59,99.16,91.03,A,2026-04-27T13:18:17Z
evanw/node-source-map-support,7682781,343,71,61,2103,2,2026-04-27T23:50:58+00:00,1693,1428,123,8.61,1365,5.91,582,2022,426,52398,5.5066,44.72,3,openssf_local,0,False,8,1,8,,2026-04-27T16:08:49+01:00,0,A,False,,False,,2026-04-28T00:15:43+00:00,2193,223,18,2026-04-27T13:18:17Z,13.0,61,0,True,2,2024-08-03T12:06:40Z,23,9,0.391,14,-2.1,-0.9,0.2609,27.7541,0.0,0.2295,14.73,39.03,57.84,32.15,C,2026-04-27T13:18:17Z
eventualbuddha/lines-and-columns,47284288,48,2,1,9588,1,2026-04-27T23:50:59+00:00,180,150,14,9.33,0,0,0,2023,251,3514,2.8243,31.65,2.6,openssf_local,0,False,0,0,0,,2026-04-27T17:08:42+01:00,0,A,False,,False,,2026-04-28T00:15:43+00:00,27,6,1,2026-04-27T13:18:17Z,10.1,1,0,True,2,2023-11-07T01:41:46Z,1,1,1.0,0,-0.2,-0.2,,180.0,0.0,0.0,59.85,39.03,27.49,40.05,C,2026-04-27T13:18:17Z
executablebooks/markdown-it-py,249956697,344,33,29,4567,1,2026-04-27T23:51:02+00:00,8419,5847,1010,17.27,1583,4.54,134,2025,8388,8471880,11.7898,70.30,6.2,openssf_local,2,True,0,0,0,,2026-04-27T16:08:39+01:00,0,A,False,,False,,2026-04-28T00:15:43+00:00,1291,100,21,2026-04-27T13:18:17Z,5.8,29,1,True,5,2026-04-20T16:37:05Z,57,38,0.667,19,-1.6,-2.4,-0.0702,290.3103,0.069,0.6552,70.04,94.68,81.69,81.52,A,2026-04-27T13:18:17Z
executablebooks/mdurl,387293763,37,4,3,6589,1,2026-04-27T23:51:04+00:00,1412,1090,124,11.38,181,6.96,95,2025,4460,553040,7.6525,55.96,3.5,openssf_local,0,True,0,0,0,,2026-04-27T15:53:38+01:00,0,A,False,,False,,2026-04-28T00:15:44+00:00,14,11,5,2026-04-27T13:18:17Z,4.5,3,0,True,5,2026-04-13T16:36:42Z,3,2,0.667,1,-0.4,0.0,,470.6667,0.0,0.3333,79.0,39.03,66.18,58.87,A,2026-04-27T13:18:17Z
exodusoss/bytes,885154008,981,5,4,9676,1,2026-04-27T23:51:08+00:00,17268,13806,2036,14.75,2509,1.64,122,2025,43569,88706484,15.3510,82.34,5.8,openssf_local,0,False,0,0,0,,2026-04-27T17:08:50+01:00,0,A,False,,False,,2026-04-28T00:15:44+00:00,14,5,1,2026-04-27T13:18:17Z,1.1,4,10,True,2,2026-04-15T23:38:52Z,4,1,0.25,3,0.8,0.2,,4317.0,0.0,0.75,96.7,39.03,83.71,68.1,A,2026-04-27T13:18:17Z
expressjs/body-parser,15669006,786,43,37,6394,1,2026-04-27T23:51:09+00:00,3796,2992,103,3.44,154,0.33,13,2025,2790,287370,6.9502,52.64,8.2,openssf_local,2,False,0,0,0,,2026-04-27T17:08:52+01:00,0,A,False,,False,,2026-04-28T00:15:44+00:00,5501,753,85,2026-04-27T13:18:17Z,12.0,37,10,True,5,2026-04-24T17:50:15Z,53,42,0.792,11,1.9,0.7,-0.1132,102.5946,0.0541,0.2973,44.74,93.34,62.99,64.07,A,2026-04-27T13:18:17Z
expressjs/serve-static,17464338,405,22,19,7068,1,2026-04-27T23:51:13+00:00,1138,892,31,3.48,32,0.18,8,2025,204,6324,3.4795,35.09,7.3,openssf_local,1,False,0,0,0,,2026-04-27T17:08:52+01:00,0,A,False,,False,,2026-04-28T00:15:45+00:00,1424,240,26,2026-04-27T13:18:17Z,11.8,19,0,True,4,2026-01-03T18:08:02Z,19,16,0.842,3,0.2,0.4,0.0526,59.8947,0.0526,0.1579,31.86,93.0,50.9,53.23,B,2026-04-27T13:18:17Z
facebook/create-react-app,63537249,2819,946,449,704,10,2026-04-27T23:51:18+00:00,99756,66448,9567,14.4,6138,2.46,178,2025,2655,25400385,13.6312,76.61,4.1,openssf_local,1,False,60,2,60,,2026-04-27T17:09:03+01:00,0,A,True,open_collective,False,,2026-04-28T00:15:45+00:00,103474,27081,1882,2026-04-27T13:18:17Z,9.5,449,0,True,5,2025-02-15T01:32:11Z,1817,686,0.378,1131,-187.2,-88.2,0.2724,222.1737,0.0022,2.5189,64.78,78.44,97.48,79.12,A,2026-04-27T13:18:17Z
facebook/metro,76504246,5127,476,323,333,13,2026-04-27T23:51:18+00:00,116265,90811,3443,3.79,5063,0.62,112,2025,199081,685435883,18.7430,88.07,5.8,openssf_local,0,False,158,3,158,,2026-04-27T17:09:06+01:00,0,A,False,,False,,2026-04-28T00:15:46+00:00,5585,677,97,2026-04-27T13:18:17Z,9.0,323,10,True,5,2026-04-26T10:17:28Z,409,235,0.575,174,8.5,3.7,-0.0587,359.9536,0.0,0.5387,74.86,39.03,78.11,61.11,A,2026-04-27T13:18:17Z
facebook/react,10270250,21473,1982,410,372,9,2026-04-27T23:49:23+00:00,719761,584798,44888,7.68,60393,1.28,1378,2025,,,,,7,openssf_local,1,False,379,30,379,in_progress,2026-05-03T20:00:58+01:00,0,A,False,,False,,2026-04-28T00:15:47+00:00,244720,50985,6629,2026-04-27T13:18:17Z,12.6,410,10,True,5,2026-04-24T23:27:40Z,4389,4078,0.929,311,-57.0,19.0,0.0866,1755.5146,0.0024,0.7585,93.0,78.67,84.15,85.07,A,2026-04-27T13:18:17Z
facebook/watchman,6930489,13836,469,315,196,315,2026-04-27T23:49:25+00:00,96546,69742,7887,11.31,10351,2.56,338,2025,296960,2342123520,21.3269,92.55,5.4,openssf_local,0,False,11,3,11,,2026-04-27T16:06:32+01:00,0,A,False,,False,,2026-04-28T00:15:48+00:00,13570,1060,251,2026-04-27T13:18:17Z,13.1,315,10,True,5,2026-04-27T04:38:49Z,243,120,0.494,123,-8.1,-4.1,0.0823,306.4952,0.0,0.3905,71.72,39.03,69.93,58.06,B,2026-04-27T13:18:17Z
facebook/zstd,29759715,11465,414,357,2544,2,2026-04-27T23:49:28+00:00,146489,100337,17958,17.9,22426,6.14,1100,2025,110123,1977588834,21.4496,93.00,8.3,openssf_local,0,True,6,6,6,,2026-04-06T12:36:25+01:00,0,A,False,,False,,2026-04-28T00:15:48+00:00,27026,2465,405,2026-04-27T13:18:18Z,10.9,357,10,True,5,2026-04-25T05:35:25Z,736,578,0.785,158,-19.8,-20.4,-0.0041,410.3333,0.0,0.4426,77.1,39.03,72.51,60.2,A,2026-04-27T13:18:18Z
facelessuser/soupsieve,160789418,373,15,14,8810,1,2026-04-27T23:49:27+00:00,11906,9306,671,7.21,1395,2.17,117,2025,3682,2470622,10.0830,64.11,5.1,openssf_local,0,True,0,0,0,,2026-04-27T16:07:24+01:00,14,C,True,github,False,,2026-04-28T00:15:48+00:00,266,48,6,2026-04-27T13:18:17Z,7.1,14,2,True,5,2026-03-27T16:24:18Z,30,30,1.0,0,-2.3,-2.1,0.0333,850.4286,0.0,0.0,86.51,39.03,27.49,45.28,B,2026-04-27T13:18:17Z
fastify/fast-uri,419317518,148,13,12,1715,2,2026-04-27T23:49:32+00:00,3058,2490,130,5.22,81,0.67,27,2025,7088,921440,8.1527,57.57,7.2,openssf_local,0,False,0,0,0,,2026-04-27T17:09:30+01:00,10,B,False,,False,,2026-04-28T00:15:49+00:00,102,12,8,2026-04-27T13:18:18Z,4.2,12,6,True,5,2026-04-08T19:22:40Z,25,21,0.84,4,2.0,2.4,0.08,254.8333,0.0,0.3333,67.69,39.03,66.18,55.92,B,2026-04-27T13:18:18Z
faye/websocket-driver-node,9733816,352,9,9,9223,1,2026-04-27T23:49:33+00:00,3374,2675,273,10.21,330,0.68,22,2023,0,0,0.0000,7.28,3.2,openssf_local,0,False,13,13,13,,2026-04-27T17:09:36+01:00,0,A,False,,False,,2026-04-28T00:15:49+00:00,109,34,10,2026-04-27T13:18:18Z,12.7,9,0,True,2,2023-09-07T18:21:11Z,1,1,1.0,0,-0.2,-0.2,,374.8889,0.0,0.0,75.31,39.03,27.49,43.23,C,2026-04-27T13:18:18Z
fb55/boolbase,16864585,16,3,3,7734,1,2026-04-27T23:49:36+00:00,13,12,0,0,0,0,0,2024,0,0,0.0000,7.28,5.9,openssf_local,0,False,0,0,0,,2026-04-27T16:11:36+01:00,7,B,True,github,False,,2026-04-28T00:15:50+00:00,20,6,1,2026-04-27T13:18:18Z,11.9,3,6,True,2,2026-03-23T08:07:19Z,2,1,0.5,1,0.3,0.2,,4.3333,0.0,0.3333,2.41,39.03,66.18,18.39,D,2026-04-27T13:18:18Z
fb55/css-select,3411063,1795,26,22,577,22,2026-04-27T23:49:38+00:00,6080,4541,352,7.75,193,0.49,14,2025,6203,2183456,9.6629,62.39,6.3,openssf_local,0,False,2,0,2,,2026-04-27T17:09:37+01:00,7,B,True,github,False,,2026-04-28T00:15:50+00:00,629,77,5,2026-04-27T13:18:18Z,13.9,22,10,True,5,2026-04-24T13:53:04Z,44,37,0.841,7,-1.7,-2.2,-0.0568,276.3636,0.0,0.3182,68.92,39.03,64.56,55.79,B,2026-04-27T13:18:18Z
fb55/css-what,4460687,1482,25,23,134,23,2026-04-27T23:49:40+00:00,2240,2004,160,7.98,173,3.53,117,2025,2921,467360,7.6482,55.85,6.5,openssf_local,2,False,0,0,0,,2026-04-27T17:09:41+01:00,7,B,True,github,False,,2026-04-28T00:15:50+00:00,246,49,5,2026-04-27T13:18:18Z,13.6,23,10,True,5,2026-04-24T10:34:48Z,20,19,0.95,1,-2.4,-2.3,0.025,97.3913,0.087,0.0435,43.51,95.63,39.47,54.76,B,2026-04-27T13:18:18Z
fb55/domelementtype,6627835,60,7,5,5147,1,2026-04-27T23:49:41+00:00,54,27,3,11.11,1,1,1,2024,20,60,0.7961,16.97,6.1,openssf_local,0,False,0,0,0,,2026-04-27T15:05:31+01:00,7,B,True,github,False,,2026-04-28T00:15:51+00:00,29,19,2,2026-04-27T13:18:18Z,13.1,5,8,True,4,2026-03-26T06:48:09Z,2,2,1.0,0,-0.4,-0.4,,10.8,0.0,0.0,5.99,39.03,27.49,18.59,D,2026-04-27T13:18:18Z
fb55/domhandler,5414232,1613,22,18,90,18,2026-04-27T23:49:44+00:00,911,553,66,11.93,43,0.59,9,2025,889,58674,5.3858,44.50,6.4,openssf_local,0,False,1,0,1,,2026-04-27T15:52:39+01:00,7,B,True,github,False,,2026-04-28T00:15:51+00:00,364,67,4,2026-04-27T13:18:18Z,13.4,18,10,True,5,2026-04-24T13:23:14Z,18,16,0.889,2,-2.2,-2.1,0.0278,50.6111,0.0,0.1111,27.83,39.03,46.7,37.01,C,2026-04-27T13:18:18Z
fb55/domutils,6627949,1946,22,18,74,18,2026-04-27T23:49:47+00:00,2058,1399,165,11.79,115,0.58,12,2025,1696,279840,7.1702,54.13,5.8,openssf_local,0,False,0,0,0,,2026-04-27T17:09:50+01:00,7,B,True,github,False,,2026-04-28T00:15:51+00:00,224,62,2,2026-04-27T13:18:18Z,13.1,18,10,True,5,2026-04-20T14:13:58Z,19,18,0.947,1,-1.1,-0.8,0.0789,114.3333,0.0,0.0556,47.65,39.03,40.43,42.2,C,2026-04-27T13:18:18Z
fb55/entities,3172629,1892,24,20,129,20,2026-04-27T23:49:48+00:00,2872,2103,330,15.69,309,1.92,59,2025,7442,2455860,9.7561,62.84,6,openssf_local,0,False,0,0,0,,2026-04-27T15:06:07+01:00,7,B,True,github,False,,2026-04-28T00:15:52+00:00,378,73,2,2026-04-27T13:18:18Z,14.0,20,10,True,5,2026-04-20T22:22:02Z,19,16,0.842,3,0.0,-0.8,-0.2105,143.6,0.0,0.15,53.7,39.03,50.22,47.21,B,2026-04-27T13:18:18Z
fb55/htmlparser2,2279062,2356,68,55,857,55,2026-04-27T23:49:50+00:00,2663,2038,333,16.34,174,0.87,17,2025,6869,2287377,9.6835,62.50,6.4,openssf_local,0,False,0,0,0,,2026-04-27T17:09:53+01:00,7,B,True,github,False,,2026-04-28T00:15:52+00:00,4777,396,48,2026-04-27T13:18:18Z,14.3,55,10,True,5,2026-04-24T12:42:39Z,101,85,0.842,16,-5.8,-7.5,-0.0842,48.4182,0.0,0.2909,26.48,39.03,62.77,40.18,C,2026-04-27T13:18:18Z
fb55/nth-check,16864923,1029,7,6,18,6,2026-04-27T23:49:54+00:00,445,248,51,20.56,42,1.24,11,2025,288,14688,4.2229,39.33,6.4,openssf_local,1,False,0,0,0,,2026-04-27T17:09:55+01:00,7,B,True,github,False,,2026-04-28T00:15:53+00:00,63,32,1,2026-04-27T13:18:18Z,11.9,6,10,True,5,2026-04-24T14:23:32Z,12,12,1.0,0,-0.7,-0.6,0.0417,74.1667,0.1667,0.0,37.12,98.1,27.49,46.43,B,2026-04-27T13:18:18Z
felixge/node-combined-stream,1787452,88,15,12,2512,2,2026-04-27T23:49:55+00:00,551,434,33,7.6,32,0.59,6,HEAD,0,0,0.0000,7.28,2.9,openssf_local,0,False,0,0,0,,2026-04-27T16:10:29+01:00,0,A,False,,False,,2026-04-28T00:15:53+00:00,144,34,7,2026-04-27T13:18:18Z,14.6,12,0,True,0,2023-11-09T07:47:17Z,4,1,0.25,3,-0.3,-0.2,,45.9167,0.0,0.25,25.25,39.03,59.69,38.89,C,2026-04-27T13:18:18Z
felixge/node-delayed-stream,1783893,48,5,4,6615,1,2026-04-27T23:49:58+00:00,300,235,8,3.4,8,0.29,3,HEAD,0,0,0.0000,7.28,2.9,openssf_local,0,False,0,0,0,,2026-04-27T15:52:38+01:00,0,A,False,,False,,2026-04-28T00:15:53+00:00,55,15,4,2026-04-27T13:18:18Z,14.6,4,0,True,0,2015-04-30T22:07:18Z,0,0,,0,,,,75.0,0.0,0.0,37.35,39.03,27.49,34.22,C,2026-04-27T13:18:18Z
feross/buffer,14494363,996,74,67,5288,1,2026-04-27T23:50:01+00:00,9452,7295,672,9.21,657,1.28,52,2025,656,440832,7.9681,57.22,3.9,openssf_local,0,False,1,0,1,,2026-04-27T15:07:14+01:00,6,B,True,"github,tidelift",False,,2026-04-28T00:15:54+00:00,1882,259,27,2026-04-27T13:18:18Z,12.1,67,0,True,4,2025-10-28T00:33:50Z,45,11,0.244,34,-2.2,-0.9,0.1444,141.0746,0.0,0.5075,53.36,39.03,77.77,54.51,B,2026-04-27T13:18:18Z
feross/ieee754,15489525,98,5,4,7534,1,2026-04-27T23:50:02+00:00,151,126,21,16.67,12,1.5,12,HEAD,0,0,0.0000,7.28,3.7,openssf_local,0,False,0,0,0,,2026-04-27T15:05:59+01:00,6,B,True,"github,tidelift",False,,2026-04-28T00:15:54+00:00,122,39,6,2026-04-27T13:18:18Z,12.0,4,0,True,0,2021-08-12T13:35:05Z,0,0,,0,,,,37.75,0.0,0.0,19.43,39.03,27.49,27.52,D,2026-04-27T13:18:18Z
feross/is-buffer,25997846,98,8,5,7012,1,2026-04-27T23:50:05+00:00,35,26,4,15.38,1,0.25,1,HEAD,0,0,0.0000,7.28,3.5,openssf_local,0,False,0,0,0,,2026-04-27T17:10:08+01:00,6,B,True,"github,tidelift",False,,2026-04-28T00:15:54+00:00,93,33,2,2026-04-27T13:18:18Z,11.2,5,0,True,0,2021-08-18T15:42:05Z,1,0,0.0,1,0.2,0.0,,7.0,0.0,0.2,4.31,39.03,55.43,21.05,D,2026-04-27T13:18:18Z
feross/queue-microtask,207021895,51,5,5,7824,1,2026-04-27T23:50:07+00:00,45,33,1,3.03,2,0.15,2,2021,2,2,0.1436,14.68,3.8,openssf_local,0,False,0,0,0,,2026-04-27T17:10:13+01:00,6,B,False,,False,,2026-04-28T00:15:55+00:00,189,15,4,2026-04-27T13:18:18Z,6.3,5,0,True,1,2023-11-30T00:54:01Z,2,2,1.0,0,-0.4,-0.4,,9.0,0.0,0.0,4.87,39.03,27.49,17.35,D,2026-04-27T13:18:18Z
feross/run-parallel,18700638,90,5,4,7528,1,2026-04-27T23:50:09+00:00,310,260,11,4.23,9,0.14,4,2021,4,44,0.7543,16.74,3.7,openssf_local,0,False,0,0,0,,2026-04-27T17:10:18+01:00,6,B,False,,False,,2026-04-28T00:15:55+00:00,387,17,7,2026-04-27T13:18:18Z,11.7,4,0,True,1,2023-02-27T23:50:37Z,1,0,0.0,1,-0.2,0.0,,77.5,0.0,0.25,38.13,39.03,59.69,44.62,C,2026-04-27T13:18:18Z
feross/safe-buffer,49538897,85,8,7,7409,1,2026-04-27T23:50:13+00:00,166,140,15,10.71,11,0.38,6,HEAD,0,0,0.0000,7.28,3.6,openssf_local,0,False,0,0,0,,2026-04-27T14:54:05+01:00,6,B,True,"github,tidelift",False,,2026-04-28T00:15:56+00:00,351,41,7,2026-04-27T13:18:18Z,10.0,7,0,True,0,2023-06-03T11:06:05Z,6,1,0.167,5,-0.6,0.0,0.5,23.7143,0.0,0.7143,12.26,39.03,83.03,34.12,C,2026-04-27T13:18:18Z
ffmpeg/ffmpeg,1614410,124114,2617,314,731,8,2026-04-27T23:50:16+00:00,1958319,1529746,222538,14.55,0,0,0,2025,,,,,5.1,openssf_local,150,True,13,0,13,,2026-04-06T12:35:04+01:00,30,C,False,,False,,2026-04-28T00:15:56+00:00,59336,13746,1509,2026-04-27T18:55:30Z,14.7,314,10,False,5,2026-04-27T12:33:00Z,0,0,,0,,,,6236.6847,0.4777,0.0,97.7,99.83,27.49,64.49,A,2026-04-27T18:55:30Z
firebase/firebase-js-sdk,89290483,4556,224,208,719,5,2026-04-27T23:50:18+00:00,498432,350055,36805,10.51,17836,3.37,1803,2025,882044,32463629420,27.1466,98.51,6.5,openssf_local,2,False,84,11,84,,2026-04-27T15:07:00+01:00,0,A,False,,False,,2026-04-28T00:15:57+00:00,5109,1009,188,2026-04-27T13:18:18Z,8.7,208,10,True,5,2026-04-26T22:19:47Z,1785,1593,0.892,192,-75.7,-68.9,0.019,2396.3077,0.0096,0.9231,94.23,83.03,87.29,88.07,A,2026-04-27T13:18:18Z
