id,github_repo,packages,pkgs_npm,pkgs_pypi,pkgs_crates,pkgs_cpp,pkgs_total,pr_cum_pct_npm,pr_cum_pct_pypi,pr_cum_pct_crates,pr_cum_pct_cpp,class_npm,class_pypi,class_crates,class_cpp,class_total,is_eol
10272,open-cli-tools/concurrently,concurrently (npm),1,0,0,0,1,95.1675,,,,D,,,,D,False
10273,open-draft/deferred-promise,@open-draft/deferred-promise (npm),1,0,0,0,1,97.715,,,,D,,,,D,False
10274,open-draft/logger,@open-draft/logger (npm),1,0,0,0,1,97.2767,,,,D,,,,D,False
10275,open-draft/outvariant,outvariant (npm),1,0,0,0,1,95.3636,,,,D,,,,D,False
10276,open-draft/strict-event-emitter,strict-event-emitter (npm),1,0,0,0,1,95.6999,,,,D,,,,D,False
10277,open-draft/until,@open-draft/until (npm),1,0,0,0,1,96.4898,,,,D,,,,D,False
10278,open-source-cooperative/keyring-rs,keyring (crates),0,0,1,0,1,,,99.6129,,,,D,,D,False
10279,open-source-parsers/jsoncpp,jsoncpp (cpp),0,0,0,1,1,,,,92.2913,,,,D,D,False
10280,open-telemetry/opentelemetry-rust-contrib,opentelemetry-datadog (crates),0,0,1,0,1,,,98.1868,,,,D,,D,False
10281,openai/openai-node,openai (npm),1,0,0,0,1,98.5057,,,,D,,,,D,False
10282,openbytedev/build-target,build-target (crates),0,0,1,0,1,,,99.6584,,,,D,,D,False
10283,opencollective/opencollective-postinstall,opencollective-postinstall (npm),1,0,0,0,1,95.9934,,,,D,,,,D,False
10284,opencv/opencv,opencv (cpp),0,0,0,1,1,,,,95.2621,,,,D,D,False
10285,openprinting/pycups,python:pycups (cpp),0,0,0,1,1,,,,95.0926,,,,D,D,False
10286,openresty/headers-more-nginx-module,nginx:http-headers-more-filter (cpp),0,0,0,1,1,,,,99.9755,,,,D,D,False
10287,openresty/lua-nginx-module,nginx:http-lua (cpp),0,0,0,1,1,,,,99.9777,,,,D,D,False
10288,opensc/opensc,opensc (cpp),0,0,0,1,1,,,,99.2321,,,,D,D,False
10289,opensc/pkcs11-helper,pkcs11-helper (cpp),0,0,0,1,1,,,,98.0386,,,,D,D,False
10290,openslide/openslide,openslide (cpp),0,0,0,1,1,,,,99.2755,,,,D,D,False
10291,openssh-rust/openssh,openssh (crates),0,0,1,0,1,,,99.659,,,,D,,D,False
10292,openssh-rust/tokio-io-utility,tokio-io-utility (crates),0,0,1,0,1,,,99.692,,,,D,,D,False
10293,opensuse/hwinfo,hwinfo (cpp),0,0,0,1,1,,,,99.8186,,,,D,D,False
10294,opentracing/opentracing-javascript,opentracing (npm),1,0,0,0,1,96.762,,,,D,,,,D,False
10295,opentracing/opentracing-python,opentracing (pypi),0,1,0,0,1,,98.0851,,,,D,,,D,False
10296,openvinotoolkit/openvino,openvino (cpp),0,0,0,1,1,,,,93.9087,,,,D,D,False
10297,opsgenie/opsgenie-python-sdk,opsgenie-sdk (pypi),0,1,0,0,1,,98.1702,,,,D,,,D,False
10298,optimisticpeach/hexasphere,hexasphere (crates),0,0,1,0,1,,,99.644,,,,D,,D,False
10299,optuna/optuna,optuna (pypi),0,1,0,0,1,,96.9831,,,,D,,,D,False
10300,oracle/python-cx_oracle,cx-oracle (pypi),0,1,0,0,1,,96.266,,,,D,,,D,False
10301,orion-rs/orion,orion (crates),0,0,1,0,1,,,99.2985,,,,D,,D,False
10302,orium/archery,archery (crates),0,0,1,0,1,,,99.0386,,,,D,,D,False
10303,orium/rpds,rpds (crates),0,0,1,0,1,,,99.2286,,,,D,,D,False
10304,orkon/base-x-rs,base-x (crates),0,0,1,0,1,,,97.1822,,,,D,,D,False
10305,orling/grapheme-splitter,grapheme-splitter (npm),1,0,0,0,1,93.4439,,,,D,,,,D,False
10306,orlp/glidesort,glidesort (crates),0,0,1,0,1,,,99.9993,,,,D,,D,False
10307,orlp/slotmap,slotmap (crates),0,0,1,0,1,,,96.2818,,,,D,,D,False
10308,orphanage-rs/rust-typemap,typemap-ors (crates),0,0,1,0,1,,,98.9903,,,,D,,D,False
10309,orphanage-rs/rust-unsafe-any,unsafe-any-ors (crates),0,0,1,0,1,,,98.2114,,,,D,,D,False
10310,os/slacker,slacker (pypi),0,1,0,0,1,,99.7072,,,,D,,,D,False
10311,oschwald/maxminddb-rust,maxminddb (crates),0,0,1,0,1,,,98.4698,,,,D,,D,False
10312,osgeo/gdal,gdal (cpp),0,0,0,1,1,,,,94.168,,,,D,D,False
10313,osgeo/libgeotiff,libgeotiff (cpp),0,0,0,1,1,,,,96.9269,,,,D,D,False
10314,osgeo/proj,proj (cpp),0,0,0,1,1,,,,93.3454,,,,D,D,False
10315,ostreedev/ostree,ostree (cpp),0,0,0,1,1,,,,97.3583,,,,D,D,False
10316,ota-meshi/eslint-compat-utils,eslint-compat-utils (npm),1,0,0,0,1,97.9486,,,,D,,,,D,False
10317,ota-meshi/eslint-type-tracer,eslint-type-tracer (npm),1,0,0,0,1,99.9842,,,,D,,,,D,False
10318,ota-meshi/jsonc-eslint-parser,jsonc-eslint-parser (npm),1,0,0,0,1,99.3349,,,,D,,,,D,False
10319,ota-meshi/postcss-html,postcss-html (npm),1,0,0,0,1,98.3158,,,,D,,,,D,False
10320,othiym23/async-listener,async-listener (npm),1,0,0,0,1,96.9374,,,,D,,,,D,False
10321,othiym23/emitter-listener,emitter-listener (npm),1,0,0,0,1,95.3212,,,,D,,,,D,False
10322,othiym23/node-continuation-local-storage,continuation-local-storage (npm),1,0,0,0,1,98.0481,,,,D,,,,D,False
10323,owo-colors/owo-colors,owo-colors (crates),0,0,1,0,1,,,91.2856,,,,D,,D,False
10324,oxc-project/oxc-resolver,oxc-resolver (npm),1,0,0,0,1,99.6084,,,,D,,,,D,False
10325,oxidecomputer/expectorate,expectorate (crates),0,0,1,0,1,,,99.2026,,,,D,,D,False
10326,oxidecomputer/iddqd,iddqd (crates),0,0,1,0,1,,,99.9471,,,,D,,D,False
10327,oxidecomputer/newtype-uuid,newtype-uuid (crates),0,0,1,0,1,,,99.7274,,,,D,,D,False
10328,oxidecomputer/oxnet,oxnet (crates),0,0,1,0,1,,,99.9978,,,,D,,D,False
10329,oxidecomputer/rustfmt-wrapper,rustfmt-wrapper (crates),0,0,1,0,1,,,99.7343,,,,D,,D,False
10330,oxidecomputer/serde_tokenstream,serde_tokenstream (crates),0,0,1,0,1,,,98.1156,,,,D,,D,False
10331,oxipng/oxipng,oxipng (crates),0,0,1,0,1,,,99.9769,,,,D,,D,False
10332,oyvindln/gzip-header,gzip-header (crates),0,0,1,0,1,,,97.988,,,,D,,D,False
10333,p-jackson/entities,entities (crates),0,0,1,0,1,,,99.8812,,,,D,,D,False
10334,p-sira/num-lazy,num-lazy (crates),0,0,1,0,1,,,99.9929,,,,D,,D,False
10335,p1c2u/jsonschema-path,jsonschema-path (pypi),0,1,0,0,1,,95.0377,,,,D,,,D,False
10336,p7zip-project/p7zip,p7zip (cpp),0,0,0,1,1,,,,91.3841,,,,D,D,False
10337,package-url/packageurl-js,packageurl-js (npm),1,0,0,0,1,99.9725,,,,D,,,,D,False
10338,package-url/packageurl-python,packageurl-python (pypi),0,1,0,0,1,,97.6062,,,,D,,,D,False
10339,pacman82/atoi-rs,atoi (crates),0,0,1,0,1,,,94.0493,,,,D,,D,False
10340,pacman82/odbc-sys,odbc-sys (crates),0,0,1,0,1,,,99.9595,,,,D,,D,False
10341,pacocoursey/cmdk,cmdk (npm),1,0,0,0,1,99.2838,,,,D,,,,D,False
10342,pacocoursey/next-themes,next-themes (npm),1,0,0,0,1,99.4643,,,,D,,,,D,False
10343,paddlepaddle/paddle,paddlepaddle (pypi),0,1,0,0,1,,99.9458,,,,D,,,D,False
10344,padenot/audio_thread_priority,audio_thread_priority (crates),0,0,1,0,1,,,99.9833,,,,D,,D,False
10345,pahaz/sshtunnel,sshtunnel (pypi),0,1,0,0,1,,90.2857,,,,D,,,D,False
10346,palantir/tslint,tslint (npm),1,0,0,0,1,97.2287,,,,D,,,,D,True
10347,pallets-eco/flask-admin,flask-admin (pypi),0,1,0,0,1,,98.7486,,,,D,,,D,False
10348,pallets-eco/flask-caching,flask-caching (pypi),0,1,0,0,1,,92.0276,,,,D,,,D,False
10349,pallets-eco/flask-session,flask-session (pypi),0,1,0,0,1,,93.5221,,,,D,,,D,False
10350,pallets-eco/flask-sqlalchemy,flask-sqlalchemy (pypi),0,1,0,0,1,,91.0864,,,,D,,,D,False
10351,pallets-eco/flask-wtf,flask-wtf (pypi),0,1,0,0,1,,90.9902,,,,D,,,D,False
10352,pallets-eco/wtforms,wtforms (pypi),0,1,0,0,1,,90.7573,,,,D,,,D,False
10353,pantoniou/libfyaml,libfyaml (cpp),0,0,0,1,1,,,,99.993,,,,D,D,False
10354,panva/jose,jose (npm),1,0,0,0,1,91.064,,,,D,,,,D,False
10355,panva/oauth4webapi,oauth4webapi (npm),1,0,0,0,1,98.941,,,,D,,,,D,False
10356,panva/oidc-token-hash,oidc-token-hash (npm),1,0,0,0,1,98.6268,,,,D,,,,D,False
10357,panva/openid-client,openid-client (npm),1,0,0,0,1,98.3277,,,,D,,,,D,False
10358,paolobarbolini/img-parts,img-parts (crates),0,0,1,0,1,,,99.2675,,,,D,,D,False
10359,parallax/jspdf,jspdf (npm),1,0,0,0,1,99.1127,,,,D,,,,D,False
10360,paralleldrive/error-causes,error-causes (npm),1,0,0,0,1,99.3462,,,,D,,,,D,False
10361,parcel-bundler/watcher,@parcel/watcher (npm),1,0,0,0,1,95.2881,,,,D,,,,D,False
10362,paritytech/bn,substrate-bn (crates),0,0,1,0,1,,,99.7683,,,,D,,D,False
10363,paritytech/exit-future,exit-future (crates),0,0,1,0,1,,,99.5168,,,,D,,D,False
10364,paritytech/fdlimit,fdlimit (crates),0,0,1,0,1,,,98.8342,,,,D,,D,False
10365,paritytech/finality-grandpa,finality-grandpa (crates),0,0,1,0,1,,,99.4559,,,,D,,D,False
10366,paritytech/frame-decode,frame-decode (crates),0,0,1,0,1,,,99.7933,,,,D,,D,False
10367,paritytech/frame-metadata,frame-metadata (crates),0,0,1,0,1,,,98.6641,,,,D,,D,False
10368,paritytech/mixnet,mixnet (crates),0,0,1,0,1,,,99.7938,,,,D,,D,False
10369,paritytech/nohash-hasher,nohash-hasher (crates),0,0,1,0,1,,,96.6312,,,,D,,D,False
10370,paritytech/pariry-common,parity-util-mem-derive (crates),0,0,1,0,1,,,99.7292,,,,D,,D,False
10371,paritytech/parity,keccak-hasher (crates),0,0,1,0,1,,,99.5613,,,,D,,D,False
10372,paritytech/parity-db,parity-db (crates),0,0,1,0,1,,,99.4495,,,,D,,D,False
10373,paritytech/parity-tokio-ipc,parity-tokio-ipc (crates),0,0,1,0,1,,,99.7005,,,,D,,D,False
10374,paritytech/parity-wasm,parity-wasm (crates),0,0,1,0,1,,,98.8528,,,,D,,D,False
10375,paritytech/quicksink,quicksink (crates),0,0,1,0,1,,,99.6853,,,,D,,D,False
10376,paritytech/reed-solomon-novelpoly,reed-solomon-novelpoly (crates),0,0,1,0,1,,,99.7532,,,,D,,D,False
10377,paritytech/safe-mix,safe-mix (crates),0,0,1,0,1,,,99.6999,,,,D,,D,False
10378,paritytech/scale-bits,scale-bits (crates),0,0,1,0,1,,,99.4926,,,,D,,D,False
10379,paritytech/scale-info-legacy,scale-info-legacy (crates),0,0,1,0,1,,,99.9771,,,,D,,D,False
10380,paritytech/scale-type-resolver,scale-type-resolver (crates),0,0,1,0,1,,,99.5209,,,,D,,D,False
10381,paritytech/scale-typegen,scale-typegen (crates),0,0,1,0,1,,,99.7913,,,,D,,D,False
10382,paritytech/scale-value,scale-value (crates),0,0,1,0,1,,,99.717,,,,D,,D,False
10383,paritytech/send_wrapper,parity-send-wrapper (crates),0,0,1,0,1,,,99.8213,,,,D,,D,False
10384,paritytech/soketto,soketto (crates),0,0,1,0,1,,,98.101,,,,D,,D,False
10385,paritytech/ss58-registry,ss58-registry (crates),0,0,1,0,1,,,99.3028,,,,D,,D,False
10386,paritytech/unsigned-varint,unsigned-varint (crates),0,0,1,0,1,,,96.8188,,,,D,,D,False
10387,paritytech/wasm-instrument,wasm-instrument (crates),0,0,1,0,1,,,99.4218,,,,D,,D,False
10388,paritytech/wasmi,wasmi_arena (crates),0,0,1,0,1,,,99.6421,,,,D,,D,False
10389,paritytech/yamux,yamux (crates),0,0,1,0,1,,,98.4448,,,,D,,D,False
10390,parkmycar/compact_str,compact_str (crates),0,0,1,0,1,,,95.9811,,,,D,,D,False
10391,parshap/node-sanitize-filename,sanitize-filename (npm),1,0,0,0,1,98.4231,,,,D,,,,D,False
10392,parshap/truncate-utf8-bytes,truncate-utf8-bytes (npm),1,0,0,0,1,96.4191,,,,D,,,,D,False
10393,parshap/utf8-byte-length,utf8-byte-length (npm),1,0,0,0,1,94.9723,,,,D,,,,D,False
10394,pascalkuthe/imara-diff,imara-diff (crates),0,0,1,0,1,,,99.086,,,,D,,D,False
10395,patorjk/figlet.js,figlet (npm),1,0,0,0,1,99.3824,,,,D,,,,D,False
10396,patrick-kidger/jaxtyping,jaxtyping (pypi),0,1,0,0,1,,99.599,,,,D,,,D,False
10397,patrick-steele-idem/app-module-path-node,app-module-path (npm),1,0,0,0,1,99.7346,,,,D,,,,D,False
10398,patrickhulce/third-party-web,third-party-web (npm),1,0,0,0,1,99.4713,,,,D,,,,D,False
10399,patrickjuchli/basic-ftp,basic-ftp (npm),1,0,0,0,1,93.1351,,,,D,,,,D,False
10400,patriksimek/vm2,vm2 (npm),1,0,0,0,1,97.3768,,,,D,,,,D,False
10401,pauan/rust-discard,discard (crates),0,0,1,0,1,,,98.6328,,,,D,,D,False
10402,paulc/dnslib,dnslib (pypi),0,1,0,0,1,,99.7773,,,,D,,,D,False
10403,paulchernoch/quantogram,quantogram (crates),0,0,1,0,1,,,99.9997,,,,D,,D,False
10404,paulfitz/daff,daff (pypi),0,1,0,0,1,,96.6347,,,,D,,,D,False
10405,paulirish/speedline,speedline-core (npm),1,0,0,0,1,99.877,,,,D,,,,D,False
10406,paulmillr/array.prototype.find,array.prototype.find (npm),1,0,0,0,1,97.5503,,,,D,,,,D,False
10407,paulmillr/es6-shim,es6-shim (npm),1,0,0,0,1,96.5176,,,,D,,,,D,False
10408,paulmillr/noble-ciphers,@noble/ciphers (npm),1,0,0,0,1,99.2941,,,,D,,,,D,False
10409,paulmillr/noble-curves,@noble/curves (npm),1,0,0,0,1,96.4863,,,,D,,,,D,False
10410,paulmillr/noble-hashes,@noble/hashes (npm),1,0,0,0,1,90.1114,,,,D,,,,D,False
10411,paulmillr/scure-base,@scure/base (npm),1,0,0,0,1,97.6602,,,,D,,,,D,False
10412,paulmillr/scure-bip32,@scure/bip32 (npm),1,0,0,0,1,98.6549,,,,D,,,,D,False
10413,paulmillr/scure-bip39,@scure/bip39 (npm),1,0,0,0,1,98.5877,,,,D,,,,D,False
10414,paulocsanz/arraystring,arraystring (crates),0,0,1,0,1,,,98.3693,,,,D,,D,False
10415,pavdmyt/yaspin,yaspin (pypi),0,1,0,0,1,,99.0135,,,,D,,,D,False
10416,pbojinov/request-ip,request-ip (npm),1,0,0,0,1,99.2115,,,,D,,,,D,False
10417,pcwalton/offset-allocator,offset-allocator (crates),0,0,1,0,1,,,99.9457,,,,D,,D,False
10418,pd4d10/vite-plugin-svgr,vite-plugin-svgr (npm),1,0,0,0,1,99.8744,,,,D,,,,D,False
10419,pdm-project/pdm,pdm (pypi),0,1,0,0,1,,99.0296,,,,D,,,D,False
10420,peaksandpies/universal-analytics,universal-analytics (npm),1,0,0,0,1,99.4572,,,,D,,,,D,False
10421,peculiarventures/asn1-schema,@peculiar/asn1-pkcs9 (npm),1,0,0,0,1,99.9538,,,,D,,,,D,False
10422,peculiarventures/asn1.js,asn1js (npm),1,0,0,0,1,94.3402,,,,D,,,,D,False
10423,peculiarventures/bytestream.js,bytestreamjs (npm),1,0,0,0,1,99.782,,,,D,,,,D,False
10424,peculiarventures/json-schema,@peculiar/json-schema (npm),1,0,0,0,1,97.3492,,,,D,,,,D,False
10425,peculiarventures/pki.js,pkijs (npm),1,0,0,0,1,94.1198,,,,D,,,,D,False
10426,peculiarventures/pvtsutils,pvtsutils (npm),1,0,0,0,1,92.8341,,,,D,,,,D,False
10427,peculiarventures/pvutils,pvutils (npm),1,0,0,0,1,95.3118,,,,D,,,,D,False
10428,peculiarventures/webcrypto,@peculiar/webcrypto (npm),1,0,0,0,1,98.2003,,,,D,,,,D,False
10429,peculiarventures/webcrypto-core,webcrypto-core (npm),1,0,0,0,1,97.7761,,,,D,,,,D,False
10430,peculiarventures/x509,@peculiar/x509 (npm),1,0,0,0,1,94.0955,,,,D,,,,D,False
10431,pedroburon/dotenv,dotenv (pypi),0,1,0,0,1,,99.4506,,,,D,,,D,False
10432,penguinolog/sqlalchemy_jsonfield,sqlalchemy-jsonfield (pypi),0,1,0,0,1,,94.3197,,,,D,,,D,False
10433,pennydreadfulmtg/pystache,pystache (pypi),0,1,0,0,1,,97.8924,,,,D,,,D,False
10434,penumbra-zone/ed25519-consensus,ed25519-consensus (crates),0,0,1,0,1,,,99.6571,,,,D,,D,False
10435,pepyakin/memory_units,memory_units (crates),0,0,1,0,1,,,99.4441,,,,D,,D,False
10436,petebacondarwin/node-canonical-path,canonical-path (npm),1,0,0,0,1,99.7651,,,,D,,,,D,False
10437,peterreid/chacha,chacha (crates),0,0,1,0,1,,,99.6679,,,,D,,D,False
10438,peterreid/checked_int_cast,checked_int_cast (crates),0,0,1,0,1,,,99.7928,,,,D,,D,False
10439,peterreid/keystream,keystream (crates),0,0,1,0,1,,,99.2298,,,,D,,D,False
10440,petkaantonov/urlparser,fast-url-parser (npm),1,0,0,0,1,96.4968,,,,D,,,,D,False
10441,pfernie/cookie_store,cookie_store (crates),0,0,1,0,1,,,96.4938,,,,D,,D,False
10442,pganssle/pytz-deprecation-shim,pytz-deprecation-shim (pypi),0,1,0,0,1,,92.7635,,,,D,,,D,False
10443,pgvector/pgvector-python,pgvector (pypi),0,1,0,0,1,,97.7766,,,,D,,,D,False
10444,pgvector/pgvector-rust,pgvector (crates),0,0,1,0,1,,,99.1273,,,,D,,D,False
10445,phated/sver-compat,sver-compat (npm),1,0,0,0,1,99.3082,,,,D,,,,D,False
10446,phenomnomnominal/tsquery,@phenomnomnominal/tsquery (npm),1,0,0,0,1,98.7953,,,,D,,,,D,False
10447,phihag/ipaddress,ipaddress (pypi),0,1,0,0,1,,94.1448,,,,D,,,D,False
10448,phil-opp/rust-bit-field,bit_field (crates),0,0,1,0,1,,,96.2542,,,,D,,D,False
10449,philcockfield/file-system-cache,file-system-cache (npm),1,0,0,0,1,95.4841,,,,D,,,,D,False
10450,philidem/node-app-root-dir,app-root-dir (npm),1,0,0,0,1,94.8381,,,,D,,,,D,False
10451,philip-peterson/destructure_traitobject,destructure_traitobject (crates),0,0,1,0,1,,,97.6807,,,,D,,D,False
10452,phn/jdcal,jdcal (pypi),0,1,0,0,1,,95.5116,,,,D,,,D,False
10453,phryneas/rehackt,rehackt (npm),1,0,0,0,1,99.1336,,,,D,,,,D,False
10454,phsym/prettytable-rs,prettytable-rs (crates),0,0,1,0,1,,,98.4379,,,,D,,D,False
10455,phundrak/output-vt100-rs,output_vt100 (crates),0,0,1,0,1,,,98.7891,,,,D,,D,False
10456,picohz/lzzzz,lzzzz (crates),0,0,1,0,1,,,99.3793,,,,D,,D,False
10457,picohz/mediatype,mediatype (crates),0,0,1,0,1,,,99.8641,,,,D,,D,False
10458,pierrec/js-cuint,cuint (npm),1,0,0,0,1,96.586,,,,D,,,,D,False
10459,pierrec/js-xxhash,xxhashjs (npm),1,0,0,0,1,98.5224,,,,D,,,,D,False
10460,pigcan/is-color-stop,is-color-stop (npm),1,0,0,0,1,94.9058,,,,D,,,,D,False
10461,pikepdf/pikepdf,pikepdf (pypi),0,1,0,0,1,,98.8196,,,,D,,,D,False
10462,pillarjs/cookies,cookies (npm),1,0,0,0,1,97.3381,,,,D,,,,D,False
10463,pillarjs/resolve-path,resolve-path (npm),1,0,0,0,1,99.8042,,,,D,,,,D,False
10464,pillarjs/router,router (npm),1,0,0,0,1,96.83,,,,D,,,,D,False
10465,pinojs/pino,pino (npm),1,0,0,0,1,93.063,,,,D,,,,D,False
10466,pinojs/pino-abstract-transport,pino-abstract-transport (npm),1,0,0,0,1,94.3694,,,,D,,,,D,False
10467,pinojs/pino-http,pino-http (npm),1,0,0,0,1,99.8088,,,,D,,,,D,False
10468,pinojs/pino-pretty,pino-pretty (npm),1,0,0,0,1,97.1538,,,,D,,,,D,False
10469,pinojs/pino-std-serializers,pino-std-serializers (npm),1,0,0,0,1,92.872,,,,D,,,,D,False
10470,pinojs/real-require,real-require (npm),1,0,0,0,1,91.8448,,,,D,,,,D,False
10471,pinojs/redact,@pinojs/redact (npm),1,0,0,0,1,99.2275,,,,D,,,,D,False
10472,pinojs/sonic-boom,sonic-boom (npm),1,0,0,0,1,92.5222,,,,D,,,,D,False
10473,pinterest/pymemcache,pymemcache (pypi),0,1,0,0,1,,98.7946,,,,D,,,D,False
10474,piotrdabkowski/js2py,js2py (pypi),0,1,0,0,1,,98.8464,,,,D,,,D,False
10475,piotrdabkowski/pyjsparser,pyjsparser (pypi),0,1,0,0,1,,99.2954,,,,D,,,D,False
10476,piotrwitek/utility-types,utility-types (npm),1,0,0,0,1,97.1217,,,,D,,,,D,False
10477,piscinajs/piscina,piscina (npm),1,0,0,0,1,97.4688,,,,D,,,,D,False
10478,pistondevelopers/freetype-rs,freetype-rs (crates),0,0,1,0,1,,,99.7757,,,,D,,D,False
10479,pistondevelopers/freetype-sys,freetype-sys (crates),0,0,1,0,1,,,98.6583,,,,D,,D,False
10480,pistondevelopers/inflate,inflate (crates),0,0,1,0,1,,,99.6051,,,,D,,D,False
10481,pistondevelopers/resize,resize (crates),0,0,1,0,1,,,99.7902,,,,D,,D,False
10482,pistondevelopers/wavefront_obj,wavefront_obj (crates),0,0,1,0,1,,,99.8359,,,,D,,D,False
10483,pka/rust-kdbush,kdbush (crates),0,0,1,0,1,,,99.9997,,,,D,,D,False
10484,pkrumins/node-lazy,lazy (npm),1,0,0,0,1,97.8095,,,,D,,,,D,False
10485,planttheidea/fast-copy,fast-copy (npm),1,0,0,0,1,96.9343,,,,D,,,,D,False
10486,planttheidea/fast-equals,fast-equals (npm),1,0,0,0,1,95.6204,,,,D,,,,D,False
10487,plopjs/plop,node-plop (npm),1,0,0,0,1,99.7996,,,,D,,,,D,False
10488,plotly/dash-html-components,dash-html-components (pypi),0,1,0,0,1,,98.4771,,,,D,,,D,False
10489,pluots/stringmetrics,stringmetrics (crates),0,0,1,0,1,,,99.9146,,,,D,,D,False
10490,pmem/ndctl,ndctl (cpp),0,0,0,1,1,,,,98.3072,,,,D,D,False
10491,pmix/pmix,pmix (cpp),0,0,0,1,1,,,,92.093,,,,D,D,False
10492,pmmmwh/react-refresh-webpack-plugin,@pmmmwh/react-refresh-webpack-plugin (npm),1,0,0,0,1,93.3056,,,,D,,,,D,False
10493,pmndrs/zustand,zustand (npm),1,0,0,0,1,96.4793,,,,D,,,,D,False
10494,pmqs/berkeleydb,perl:berkeleydb (cpp),0,0,0,1,1,,,,99.6821,,,,D,D,False
10495,pndurette/gtts,gtts (pypi),0,1,0,0,1,,99.6836,,,,D,,,D,False
10496,pnpm/get-npm-tarball-url,get-npm-tarball-url (npm),1,0,0,0,1,99.2617,,,,D,,,,D,False
10497,pnpnpn/retry-decorator,retry-decorator (pypi),0,1,0,0,1,,99.5564,,,,D,,,D,False
10498,pnpnpn/timeout-decorator,timeout-decorator (pypi),0,1,0,0,1,,98.2952,,,,D,,,D,False
10499,poanetwork/hex_fmt,hex_fmt (crates),0,0,1,0,1,,,99.199,,,,D,,D,False
10500,podhmo/python-node-semver,node-semver (pypi),0,1,0,0,1,,99.4813,,,,D,,,D,False
10501,pola-rs/arrow-format,polars-arrow-format (crates),0,0,1,0,1,,,99.7444,,,,D,,D,False
10502,pola-rs/parquet-format,polars-parquet-format (crates),0,0,1,0,1,,,99.9399,,,,D,,D,False
10503,polazarus/hipstr,hipstr (crates),0,0,1,0,1,,,99.9953,,,,D,,D,False
10504,polemius/postcss-clamp,postcss-clamp (npm),1,0,0,0,1,96.8746,,,,D,,,,D,False
10505,polyfill-rs/once_cell_polyfill,once_cell_polyfill (crates),0,0,1,0,1,,,94.9157,,,,D,,D,False
10506,polygonplanet/encoding.js,encoding-japanese (npm),1,0,0,0,1,99.3222,,,,D,,,,D,False
10507,polygonplanet/weakmap-polyfill,weakmap-polyfill (npm),1,0,0,0,1,99.9838,,,,D,,,,D,False
10508,polymeilex/rfd,rfd (crates),0,0,1,0,1,,,99.1843,,,,D,,D,False
10509,polymeilex/sctk-adwaita,sctk-adwaita (crates),0,0,1,0,1,,,98.8153,,,,D,,D,False
10510,pomax/bezierjs,bezier-js (npm),1,0,0,0,1,99.9858,,,,D,,,,D,False
10511,pomax/react-onclickoutside,react-onclickoutside (npm),1,0,0,0,1,98.1588,,,,D,,,,D,False
10512,ponty/easyprocess,easyprocess (pypi),0,1,0,0,1,,99.5507,,,,D,,,D,False
10513,ponty/pyvirtualdisplay,pyvirtualdisplay (pypi),0,1,0,0,1,,98.7346,,,,D,,,D,False
10514,pop-os/cosmic-text,cosmic-text (crates),0,0,1,0,1,,,99.8746,,,,D,,D,False
10515,pop-os/modit,modit (crates),0,0,1,0,1,,,99.9992,,,,D,,D,False
10516,popmotion/hey-listen,hey-listen (npm),1,0,0,0,1,97.4848,,,,D,,,,D,False
10517,popperjs/react-popper,react-popper (npm),1,0,0,0,1,93.586,,,,D,,,,D,False
10518,popzxc/stdext-rs,stdext (crates),0,0,1,0,1,,,99.8617,,,,D,,D,False
10519,popzxc/trait-set,trait-set (crates),0,0,1,0,1,,,99.8544,,,,D,,D,False
10520,porsager/postgres,postgres (npm),1,0,0,0,1,99.9475,,,,D,,,,D,False
10521,postcss/postcss-color-gray,postcss-color-gray (npm),1,0,0,0,1,96.6063,,,,D,,,,D,False
10522,postcss/postcss-font-variant,postcss-font-variant (npm),1,0,0,0,1,93.3335,,,,D,,,,D,False
10523,postcss/postcss-import,postcss-import (npm),1,0,0,0,1,90.4797,,,,D,,,,D,False
10524,postcss/postcss-js,postcss-js (npm),1,0,0,0,1,92.7267,,,,D,,,,D,False
10525,postcss/postcss-media-minmax,postcss-media-minmax (npm),1,0,0,0,1,93.9037,,,,D,,,,D,False
10526,postcss/postcss-nested,postcss-nested (npm),1,0,0,0,1,92.3266,,,,D,,,,D,False
10527,postcss/postcss-reporter,postcss-reporter (npm),1,0,0,0,1,98.9471,,,,D,,,,D,False
10528,postcss/postcss-safe-parser,postcss-safe-parser (npm),1,0,0,0,1,92.7035,,,,D,,,,D,False
10529,postcss/postcss-scss,postcss-scss (npm),1,0,0,0,1,95.4287,,,,D,,,,D,False
10530,postcss/postcss-selector-matches,postcss-selector-matches (npm),1,0,0,0,1,96.5245,,,,D,,,,D,False
10531,postcss/postcss-url,postcss-url (npm),1,0,0,0,1,99.1239,,,,D,,,,D,False
10532,postcss/sugarss,sugarss (npm),1,0,0,0,1,98.0546,,,,D,,,,D,False
10533,posthog/posthog-python,posthog (pypi),0,1,0,0,1,,96.2941,,,,D,,,D,False
10534,posthtml/posthtml-parser,posthtml-parser (npm),1,0,0,0,1,99.7051,,,,D,,,,D,False
10535,postmanlabs/form-data,@postman/form-data (npm),1,0,0,0,1,99.8812,,,,D,,,,D,False
10536,postmanlabs/http-reasons,http-reasons (npm),1,0,0,0,1,99.8864,,,,D,,,,D,False
10537,postmanlabs/liquid-json,liquid-json (npm),1,0,0,0,1,99.8795,,,,D,,,,D,False
