"package","ecosystem","github_repo","pagerank","value_class","top_eco","top_eco_pkg","top_eco_pct","repo_class","repo_packages","repo_ecosystems","is_eol"
"@types/archiver","npm","definitelytyped/definitelytyped","0.00001051","D","npm","@types/node","89.482","A","196","npm","False"
"@types/argparse","npm","definitelytyped/definitelytyped","0.00002046","D","npm","@types/node","89.482","A","196","npm","False"
"@types/aria-query","npm","definitelytyped/definitelytyped","0.00013125","C","npm","@types/node","89.482","A","196","npm","False"
"@types/aws-lambda","npm","definitelytyped/definitelytyped","0.00003528","D","npm","@types/node","89.482","A","196","npm","False"
"@types/babel-types","npm","definitelytyped/definitelytyped","0.00000883","D","npm","@types/node","89.482","A","196","npm","False"
"@types/babel__core","npm","definitelytyped/definitelytyped","0.00062070","A","npm","@types/node","89.482","A","196","npm","False"
"@types/babel__generator","npm","definitelytyped/definitelytyped","0.00034872","B","npm","@types/node","89.482","A","196","npm","False"
"@types/babel__template","npm","definitelytyped/definitelytyped","0.00034563","B","npm","@types/node","89.482","A","196","npm","False"
"@types/babel__traverse","npm","definitelytyped/definitelytyped","0.00036804","B","npm","@types/node","89.482","A","196","npm","False"
"@types/bezier-js","npm","definitelytyped/definitelytyped","0.00000350","D","npm","@types/node","89.482","A","196","npm","False"
"@types/bluebird","npm","definitelytyped/definitelytyped","0.00002025","D","npm","@types/node","89.482","A","196","npm","False"
"@types/bn.js","npm","definitelytyped/definitelytyped","0.00001782","D","npm","@types/node","89.482","A","196","npm","False"
"@types/body-parser","npm","definitelytyped/definitelytyped","0.00028059","B","npm","@types/node","89.482","A","196","npm","False"
"@types/bonjour","npm","definitelytyped/definitelytyped","0.00007491","C","npm","@types/node","89.482","A","196","npm","False"
"@types/buffer-from","npm","definitelytyped/definitelytyped","0.00000626","D","npm","@types/node","89.482","A","196","npm","False"
"@types/bunyan","npm","definitelytyped/definitelytyped","0.00001369","D","npm","@types/node","89.482","A","196","npm","False"
"@types/caseless","npm","definitelytyped/definitelytyped","0.00005359","D","npm","@types/node","89.482","A","196","npm","False"
"@types/chai","npm","definitelytyped/definitelytyped","0.00007040","C","npm","@types/node","89.482","A","196","npm","False"
"@types/cls-hooked","npm","definitelytyped/definitelytyped","0.00000906","D","npm","@types/node","89.482","A","196","npm","False"
"@types/command-line-args","npm","definitelytyped/definitelytyped","0.00000469","D","npm","@types/node","89.482","A","196","npm","False"
"@types/command-line-usage","npm","definitelytyped/definitelytyped","0.00000349","D","npm","@types/node","89.482","A","196","npm","False"
"@types/concat-stream","npm","definitelytyped/definitelytyped","0.00001038","D","npm","@types/node","89.482","A","196","npm","False"
"@types/connect","npm","definitelytyped/definitelytyped","0.00032641","B","npm","@types/node","89.482","A","196","npm","False"
"@types/connect-history-api-fallback","npm","definitelytyped/definitelytyped","0.00008105","C","npm","@types/node","89.482","A","196","npm","False"
"@types/content-disposition","npm","definitelytyped/definitelytyped","0.00002470","D","npm","@types/node","89.482","A","196","npm","False"
"@types/cookiejar","npm","definitelytyped/definitelytyped","0.00005027","D","npm","@types/node","89.482","A","196","npm","False"
"@types/cookies","npm","definitelytyped/definitelytyped","0.00002539","D","npm","@types/node","89.482","A","196","npm","False"
"@types/cors","npm","definitelytyped/definitelytyped","0.00008261","C","npm","@types/node","89.482","A","196","npm","False"
"@types/crypto-js","npm","definitelytyped/definitelytyped","0.00001358","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3","npm","definitelytyped/definitelytyped","0.00001808","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-array","npm","definitelytyped/definitelytyped","0.00004738","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-axis","npm","definitelytyped/definitelytyped","0.00001611","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-brush","npm","definitelytyped/definitelytyped","0.00001589","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-chord","npm","definitelytyped/definitelytyped","0.00001581","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-color","npm","definitelytyped/definitelytyped","0.00008989","C","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-contour","npm","definitelytyped/definitelytyped","0.00001498","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-delaunay","npm","definitelytyped/definitelytyped","0.00001653","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-dispatch","npm","definitelytyped/definitelytyped","0.00001590","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-drag","npm","definitelytyped/definitelytyped","0.00001762","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-dsv","npm","definitelytyped/definitelytyped","0.00002972","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-ease","npm","definitelytyped/definitelytyped","0.00003702","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-fetch","npm","definitelytyped/definitelytyped","0.00001509","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-force","npm","definitelytyped/definitelytyped","0.00001625","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-format","npm","definitelytyped/definitelytyped","0.00001982","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-geo","npm","definitelytyped/definitelytyped","0.00001832","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-hierarchy","npm","definitelytyped/definitelytyped","0.00001811","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-interpolate","npm","definitelytyped/definitelytyped","0.00005332","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-path","npm","definitelytyped/definitelytyped","0.00009084","C","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-polygon","npm","definitelytyped/definitelytyped","0.00001571","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-quadtree","npm","definitelytyped/definitelytyped","0.00001580","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-random","npm","definitelytyped/definitelytyped","0.00001657","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-scale","npm","definitelytyped/definitelytyped","0.00004977","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-scale-chromatic","npm","definitelytyped/definitelytyped","0.00001869","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-selection","npm","definitelytyped/definitelytyped","0.00008613","C","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-shape","npm","definitelytyped/definitelytyped","0.00005046","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-time","npm","definitelytyped/definitelytyped","0.00009295","C","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-time-format","npm","definitelytyped/definitelytyped","0.00002115","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-timer","npm","definitelytyped/definitelytyped","0.00003744","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-transition","npm","definitelytyped/definitelytyped","0.00001854","D","npm","@types/node","89.482","A","196","npm","False"
"@types/d3-zoom","npm","definitelytyped/definitelytyped","0.00001878","D","npm","@types/node","89.482","A","196","npm","False"
"@types/debug","npm","definitelytyped/definitelytyped","0.00009374","C","npm","@types/node","89.482","A","196","npm","False"
"@types/deep-eql","npm","definitelytyped/definitelytyped","0.00004532","D","npm","@types/node","89.482","A","196","npm","False"
"@types/doctrine","npm","definitelytyped/definitelytyped","0.00003716","D","npm","@types/node","89.482","A","196","npm","False"
"@types/duplexify","npm","definitelytyped/definitelytyped","0.00001202","D","npm","@types/node","89.482","A","196","npm","False"
"@types/ejs","npm","definitelytyped/definitelytyped","0.00002442","D","npm","@types/node","89.482","A","196","npm","False"
"@types/emscripten","npm","definitelytyped/definitelytyped","0.00002103","D","npm","@types/node","89.482","A","196","npm","False"
"@types/eslint","npm","definitelytyped/definitelytyped","0.00018915","C","npm","@types/node","89.482","A","196","npm","False"
"@types/esquery","npm","definitelytyped/definitelytyped","0.00000839","D","npm","@types/node","89.482","A","196","npm","False"
"@types/esrecurse","npm","definitelytyped/definitelytyped","0.00018698","C","npm","@types/node","89.482","A","196","npm","False"
"@types/estree","npm","definitelytyped/definitelytyped","0.00138948","A","npm","@types/node","89.482","A","196","npm","False"
"@types/estree-jsx","npm","definitelytyped/definitelytyped","0.00004765","D","npm","@types/node","89.482","A","196","npm","False"
"@types/express","npm","definitelytyped/definitelytyped","0.00030792","B","npm","@types/node","89.482","A","196","npm","False"
"@types/express-serve-static-core","npm","definitelytyped/definitelytyped","0.00035149","B","npm","@types/node","89.482","A","196","npm","False"
"@types/fs-extra","npm","definitelytyped/definitelytyped","0.00005316","D","npm","@types/node","89.482","A","196","npm","False"
"@types/geojson","npm","definitelytyped/definitelytyped","0.00011816","C","npm","@types/node","89.482","A","196","npm","False"
"@types/geojson-vt","npm","definitelytyped/definitelytyped","0.00000325","D","npm","@types/node","89.482","A","196","npm","False"
"@types/google.maps","npm","definitelytyped/definitelytyped","0.00002581","D","npm","@types/node","89.482","A","196","npm","False"
"@types/graceful-fs","npm","definitelytyped/definitelytyped","0.00020447","C","npm","@types/node","89.482","A","196","npm","False"
"@types/hammerjs","npm","definitelytyped/definitelytyped","0.00002396","D","npm","@types/node","89.482","A","196","npm","False"
"@types/hast","npm","definitelytyped/definitelytyped","0.00033272","B","npm","@types/node","89.482","A","196","npm","False"
"@types/hoist-non-react-statics","npm","definitelytyped/definitelytyped","0.00008917","C","npm","@types/node","89.482","A","196","npm","False"
"@types/html-minifier-terser","npm","definitelytyped/definitelytyped","0.00013040","C","npm","@types/node","89.482","A","196","npm","False"
"@types/http-assert","npm","definitelytyped/definitelytyped","0.00002394","D","npm","@types/node","89.482","A","196","npm","False"
"@types/http-cache-semantics","npm","definitelytyped/definitelytyped","0.00011385","C","npm","@types/node","89.482","A","196","npm","False"
"@types/http-errors","npm","definitelytyped/definitelytyped","0.00023397","B","npm","@types/node","89.482","A","196","npm","False"
"@types/http-proxy","npm","definitelytyped/definitelytyped","0.00012628","C","npm","@types/node","89.482","A","196","npm","False"
"@types/inquirer","npm","definitelytyped/definitelytyped","0.00002649","D","npm","@types/node","89.482","A","196","npm","False"
"@types/invariant","npm","definitelytyped/definitelytyped","0.00001153","D","npm","@types/node","89.482","A","196","npm","False"
"@types/istanbul-lib-coverage","npm","definitelytyped/definitelytyped","0.00124959","A","npm","@types/node","89.482","A","196","npm","False"
"@types/istanbul-lib-report","npm","definitelytyped/definitelytyped","0.00070619","A","npm","@types/node","89.482","A","196","npm","False"
"@types/istanbul-reports","npm","definitelytyped/definitelytyped","0.00055219","B","npm","@types/node","89.482","A","196","npm","False"
"@types/jest","npm","definitelytyped/definitelytyped","0.00022190","B","npm","@types/node","89.482","A","196","npm","False"
"@types/jquery","npm","definitelytyped/definitelytyped","0.00002346","D","npm","@types/node","89.482","A","196","npm","False"
"@types/js-cookie","npm","definitelytyped/definitelytyped","0.00003206","D","npm","@types/node","89.482","A","196","npm","False"
"@types/js-yaml","npm","definitelytyped/definitelytyped","0.00004678","D","npm","@types/node","89.482","A","196","npm","False"
"@types/jsdom","npm","definitelytyped/definitelytyped","0.00007159","C","npm","@types/node","89.482","A","196","npm","False"
"@types/json-schema","npm","definitelytyped/definitelytyped","0.00102650","A","npm","@types/node","89.482","A","196","npm","False"
"@types/jsonfile","npm","definitelytyped/definitelytyped","0.00003586","D","npm","@types/node","89.482","A","196","npm","False"
"@types/jsonwebtoken","npm","definitelytyped/definitelytyped","0.00008302","C","npm","@types/node","89.482","A","196","npm","False"
"@types/keygrip","npm","definitelytyped/definitelytyped","0.00003122","D","npm","@types/node","89.482","A","196","npm","False"
"@types/koa","npm","definitelytyped/definitelytyped","0.00004171","D","npm","@types/node","89.482","A","196","npm","False"
"@types/koa-compose","npm","definitelytyped/definitelytyped","0.00002386","D","npm","@types/node","89.482","A","196","npm","False"
"@types/linkify-it","npm","definitelytyped/definitelytyped","0.00003867","D","npm","@types/node","89.482","A","196","npm","False"
"@types/lodash","npm","definitelytyped/definitelytyped","0.00022888","B","npm","@types/node","89.482","A","196","npm","False"
"@types/lodash-es","npm","definitelytyped/definitelytyped","0.00001664","D","npm","@types/node","89.482","A","196","npm","False"
"@types/lodash.debounce","npm","definitelytyped/definitelytyped","0.00000860","D","npm","@types/node","89.482","A","196","npm","False"
"@types/luxon","npm","definitelytyped/definitelytyped","0.00003854","D","npm","@types/node","89.482","A","196","npm","False"
"@types/markdown-it","npm","definitelytyped/definitelytyped","0.00002762","D","npm","@types/node","89.482","A","196","npm","False"
"@types/mdast","npm","definitelytyped/definitelytyped","0.00041298","B","npm","@types/node","89.482","A","196","npm","False"
"@types/mdurl","npm","definitelytyped/definitelytyped","0.00004236","D","npm","@types/node","89.482","A","196","npm","False"
"@types/mdx","npm","definitelytyped/definitelytyped","0.00007717","C","npm","@types/node","89.482","A","196","npm","False"
"@types/methods","npm","definitelytyped/definitelytyped","0.00004276","D","npm","@types/node","89.482","A","196","npm","False"
"@types/mime-types","npm","definitelytyped/definitelytyped","0.00002410","D","npm","@types/node","89.482","A","196","npm","False"
"@types/minimist","npm","definitelytyped/definitelytyped","0.00010590","C","npm","@types/node","89.482","A","196","npm","False"
"@types/mocha","npm","definitelytyped/definitelytyped","0.00003697","D","npm","@types/node","89.482","A","196","npm","False"
