"package","github_repo","repo_url"
"update-browserslist-db","browserslist/update-db","https://github.com/browserslist/update-db"
"spdx-license-ids","jslicense/spdx-license-ids","https://github.com/jslicense/spdx-license-ids"
"has-bigints","ljharb/has-bigints","https://github.com/ljharb/has-bigints"
"istanbul-reports","istanbuljs/istanbuljs","https://github.com/istanbuljs/istanbuljs"
"resolve-cwd","sindresorhus/resolve-cwd","https://github.com/sindresorhus/resolve-cwd"
"undici-types","nodejs/undici","https://github.com/nodejs/undici"
"cssesc","mathiasbynens/cssesc","https://github.com/mathiasbynens/cssesc"
"unbox-primitive","ljharb/unbox-primitive","https://github.com/ljharb/unbox-primitive"
"webpack","webpack/webpack","https://github.com/webpack/webpack"
"is-negative-zero","inspect-js/is-negative-zero","https://github.com/inspect-js/is-negative-zero"
"is-bigint","inspect-js/is-bigint","https://github.com/inspect-js/is-bigint"
"require-from-string","floatdrop/require-from-string","https://github.com/floatdrop/require-from-string"
"type-detect","chaijs/type-detect","https://github.com/chaijs/type-detect"
"which-boxed-primitive","inspect-js/which-boxed-primitive","https://github.com/inspect-js/which-boxed-primitive"
"set-blocking","yargs/set-blocking","https://github.com/yargs/set-blocking"
"test-exclude","istanbuljs/test-exclude","https://github.com/istanbuljs/test-exclude"
"nth-check","fb55/nth-check","https://github.com/fb55/nth-check"
"arrify","sindresorhus/arrify","https://github.com/sindresorhus/arrify"
"proxy-from-env","Rob--W/proxy-from-env","https://github.com/Rob--W/proxy-from-env"
"json-buffer","dominictarr/json-buffer","https://github.com/dominictarr/json-buffer"
"spdx-expression-parse","jslicense/spdx-expression-parse.js","https://github.com/jslicense/spdx-expression-parse.js"
"strip-indent","sindresorhus/strip-indent","https://github.com/sindresorhus/strip-indent"
"scheduler","facebook/react","https://github.com/facebook/react"
"aria-query","A11yance/aria-query","https://github.com/A11yance/aria-query"
"istanbul-lib-report","istanbuljs/istanbuljs","https://github.com/istanbuljs/istanbuljs"
"lowercase-keys","sindresorhus/lowercase-keys","https://github.com/sindresorhus/lowercase-keys"
"istanbul-lib-source-maps","istanbuljs/istanbuljs","https://github.com/istanbuljs/istanbuljs"
"loose-envify","zertosh/loose-envify","https://github.com/zertosh/loose-envify"
"clean-stack","sindresorhus/clean-stack","https://github.com/sindresorhus/clean-stack"
"object.values","es-shims/Object.values","https://github.com/es-shims/Object.values"
"xmlbuilder","oozcitak/xmlbuilder-js","https://github.com/oozcitak/xmlbuilder-js"
"watchpack","webpack/watchpack","https://github.com/webpack/watchpack"
"cli-width","knownasilya/cli-width","https://github.com/knownasilya/cli-width"
"pako","nodeca/pako","https://github.com/nodeca/pako"
"kleur","lukeed/kleur","https://github.com/lukeed/kleur"
"string-length","sindresorhus/string-length","https://github.com/sindresorhus/string-length"
"neo-async","suguru03/neo-async","https://github.com/suguru03/neo-async"
"pirates","danez/pirates","https://github.com/danez/pirates"
"esbuild","evanw/esbuild","https://github.com/evanw/esbuild"
"spdx-correct","jslicense/spdx-correct.js","https://github.com/jslicense/spdx-correct.js"
"spdx-exceptions","kemitchell/spdx-exceptions.json","https://github.com/kemitchell/spdx-exceptions.json"
"is-obj","sindresorhus/is-obj","https://github.com/sindresorhus/is-obj"
"jest-validate","jestjs/jest","https://github.com/jestjs/jest"
"json-stringify-safe","isaacs/json-stringify-safe","https://github.com/isaacs/json-stringify-safe"
"which-typed-array","inspect-js/which-typed-array","https://github.com/inspect-js/which-typed-array"
"is-shared-array-buffer","inspect-js/is-shared-array-buffer","https://github.com/inspect-js/is-shared-array-buffer"
"babel-jest","jestjs/jest","https://github.com/jestjs/jest"
"load-json-file","sindresorhus/load-json-file","https://github.com/sindresorhus/load-json-file"
"regjsparser","jviereck/regjsparser","https://github.com/jviereck/regjsparser"
"minizlib","isaacs/minizlib","https://github.com/isaacs/minizlib"
"map-obj","sindresorhus/map-obj","https://github.com/sindresorhus/map-obj"
"regexpu-core","mathiasbynens/regexpu-core","https://github.com/mathiasbynens/regexpu-core"
"leven","sindresorhus/leven","https://github.com/sindresorhus/leven"
"react","facebook/react","https://github.com/facebook/react"
"jest-watcher","jestjs/jest","https://github.com/jestjs/jest"
"jsdom","jsdom/jsdom","https://github.com/jsdom/jsdom"
"stack-utils","tapjs/stack-utils","https://github.com/tapjs/stack-utils"
"require-main-filename","yargs/require-main-filename","https://github.com/yargs/require-main-filename"
"html-escaper","WebReflection/html-escaper","https://github.com/WebReflection/html-escaper"
"is-typed-array","inspect-js/is-typed-array","https://github.com/inspect-js/is-typed-array"
"babel-plugin-jest-hoist","jestjs/jest","https://github.com/jestjs/jest"
"validate-npm-package-license","kemitchell/validate-npm-package-license.js","https://github.com/kemitchell/validate-npm-package-license.js"
"babel-preset-jest","jestjs/jest","https://github.com/jestjs/jest"
"estree-walker","Rich-Harris/estree-walker","https://github.com/Rich-Harris/estree-walker"
"array-includes","es-shims/array-includes","https://github.com/es-shims/array-includes"
"source-map-js","7rulnik/source-map-js","https://github.com/7rulnik/source-map-js"
"jest-snapshot","jestjs/jest","https://github.com/jestjs/jest"
"file-type","sindresorhus/file-type","https://github.com/sindresorhus/file-type"
"randombytes","crypto-browserify/randombytes","https://github.com/crypto-browserify/randombytes"
"core-js-compat","zloirock/core-js","https://github.com/zloirock/core-js"
"aggregate-error","sindresorhus/aggregate-error","https://github.com/sindresorhus/aggregate-error"
"tunnel-agent","mikeal/tunnel-agent","https://github.com/mikeal/tunnel-agent"
"performance-now","braveg1rl/performance-now","https://github.com/braveg1rl/performance-now"
"prop-types","facebook/prop-types","https://github.com/facebook/prop-types"
"get-symbol-description","inspect-js/get-symbol-description","https://github.com/inspect-js/get-symbol-description"
"jest-config","jestjs/jest","https://github.com/jestjs/jest"
"hasown","inspect-js/hasOwn","https://github.com/inspect-js/hasOwn"
"jest-environment-node","jestjs/jest","https://github.com/jestjs/jest"
"babel-plugin-istanbul","istanbuljs/babel-plugin-istanbul","https://github.com/istanbuljs/babel-plugin-istanbul"
"tar-stream","mafintosh/tar-stream","https://github.com/mafintosh/tar-stream"
"jest-docblock","jestjs/jest","https://github.com/jestjs/jest"
"is-unicode-supported","sindresorhus/is-unicode-supported","https://github.com/sindresorhus/is-unicode-supported"
"prompts","terkelg/prompts","https://github.com/terkelg/prompts"
"component-emitter","sindresorhus/component-emitter","https://github.com/sindresorhus/component-emitter"
"available-typed-arrays","inspect-js/available-typed-arrays","https://github.com/inspect-js/available-typed-arrays"
"concat-stream","maxogden/concat-stream","https://github.com/maxogden/concat-stream"
"jest-runtime","jestjs/jest","https://github.com/jestjs/jest"
"requires-port","unshiftio/requires-port","https://github.com/unshiftio/requires-port"
"astral-regex","kevva/astral-regex","https://github.com/kevva/astral-regex"
"is-weakref","inspect-js/is-weakref","https://github.com/inspect-js/is-weakref"
"assert-plus","mcavage/node-assert-plus","https://github.com/mcavage/node-assert-plus"
"json-schema","kriszyp/json-schema","https://github.com/kriszyp/json-schema"
"functions-have-names","inspect-js/functions-have-names","https://github.com/inspect-js/functions-have-names"
"tweetnacl","dchest/tweetnacl-js","https://github.com/dchest/tweetnacl-js"
"whatwg-mimetype","jsdom/whatwg-mimetype","https://github.com/jsdom/whatwg-mimetype"
"emojis-list","kikobeats/emojis-list","https://github.com/kikobeats/emojis-list"
"react-dom","facebook/react","https://github.com/facebook/react"
"jest-each","jestjs/jest","https://github.com/jestjs/jest"
"which-module","nexdrew/which-module","https://github.com/nexdrew/which-module"
"abbrev","npm/abbrev-js","https://github.com/npm/abbrev-js"
"function.prototype.name","es-shims/Function.prototype.name","https://github.com/es-shims/Function.prototype.name"
"co","tj/co","https://github.com/tj/co"
"got","sindresorhus/got","https://github.com/sindresorhus/got"
"jest-runner","jestjs/jest","https://github.com/jestjs/jest"
"jest","jestjs/jest","https://github.com/jestjs/jest"
"p-finally","sindresorhus/p-finally","https://github.com/sindresorhus/p-finally"
"http-signature","TritonDataCenter/node-http-signature","https://github.com/TritonDataCenter/node-http-signature"
"jest-leak-detector","jestjs/jest","https://github.com/jestjs/jest"
"babel-plugin-polyfill-corejs3","babel/babel-polyfills","https://github.com/babel/babel-polyfills"
"decompress-response","sindresorhus/decompress-response","https://github.com/sindresorhus/decompress-response"
"for-each","Raynos/for-each","https://github.com/Raynos/for-each"
"jest-cli","jestjs/jest","https://github.com/jestjs/jest"
"ora","sindresorhus/ora","https://github.com/sindresorhus/ora"
"os-tmpdir","sindresorhus/os-tmpdir","https://github.com/sindresorhus/os-tmpdir"
"loader-runner","webpack/loader-runner","https://github.com/webpack/loader-runner"
"jest-changed-files","jestjs/jest","https://github.com/jestjs/jest"
"jest-resolve-dependencies","jestjs/jest","https://github.com/jestjs/jest"
"detect-newline","sindresorhus/detect-newline","https://github.com/sindresorhus/detect-newline"
"is-arguments","inspect-js/is-arguments","https://github.com/inspect-js/is-arguments"
"process","shtylman/node-process","https://github.com/shtylman/node-process"
"aproba","iarna/aproba","https://github.com/iarna/aproba"
"array.prototype.flat","es-shims/Array.prototype.flat","https://github.com/es-shims/Array.prototype.flat"
"html-encoding-sniffer","jsdom/html-encoding-sniffer","https://github.com/jsdom/html-encoding-sniffer"
"asn1","joyent/node-asn1","https://github.com/joyent/node-asn1"
"redent","sindresorhus/redent","https://github.com/sindresorhus/redent"
"is-ci","watson/is-ci","https://github.com/watson/is-ci"
"whatwg-encoding","jsdom/whatwg-encoding","https://github.com/jsdom/whatwg-encoding"
"aws4","mhart/aws4","https://github.com/mhart/aws4"
"xml-name-validator","jsdom/xml-name-validator","https://github.com/jsdom/xml-name-validator"
"moment","moment/moment","https://github.com/moment/moment"
"cssstyle","jsdom/cssstyle","https://github.com/jsdom/cssstyle"
"colors","Marak/colors.js","https://github.com/Marak/colors.js"
"ts-node","TypeStrong/ts-node","https://github.com/TypeStrong/ts-node"
"data-urls","jsdom/data-urls","https://github.com/jsdom/data-urls"
"v8-to-istanbul","istanbuljs/v8-to-istanbul","https://github.com/istanbuljs/v8-to-istanbul"
"emittery","sindresorhus/emittery","https://github.com/sindresorhus/emittery"
"has-proto","inspect-js/has-proto","https://github.com/inspect-js/has-proto"
"url","defunctzombie/node-url","https://github.com/defunctzombie/node-url"
"sisteransi","terkelg/sisteransi","https://github.com/terkelg/sisteransi"
"dedent","dmnd/dedent","https://github.com/dmnd/dedent"
"http-cache-semantics","kornelski/http-cache-semantics","https://github.com/kornelski/http-cache-semantics"
"verror","joyent/node-verror","https://github.com/joyent/node-verror"
"fb-watchman","facebook/watchman","https://github.com/facebook/watchman"
"jsprim","joyent/node-jsprim","https://github.com/joyent/node-jsprim"
"foreground-child","tapjs/foreground-child","https://github.com/tapjs/foreground-child"
"node-int64","broofa/node-int64","https://github.com/broofa/node-int64"
"eslint-plugin-import","import-js/eslint-plugin-import","https://github.com/import-js/eslint-plugin-import"
"dot-prop","sindresorhus/dot-prop","https://github.com/sindresorhus/dot-prop"
"big.js","MikeMcl/big.js","https://github.com/MikeMcl/big.js"
"nan","nodejs/nan","https://github.com/nodejs/nan"
"jwa","brianloveswords/node-jwa","https://github.com/brianloveswords/node-jwa"
"tsutils","ajafff/tsutils","https://github.com/ajafff/tsutils"
"sshpk","joyent/node-sshpk","https://github.com/joyent/node-sshpk"
"is-windows","jonschlinkert/is-windows","https://github.com/jonschlinkert/is-windows"
"regenerate-unicode-properties","mathiasbynens/regenerate-unicode-properties","https://github.com/mathiasbynens/regenerate-unicode-properties"
"make-error","JsCommunity/make-error","https://github.com/JsCommunity/make-error"
"jws","brianloveswords/node-jws","https://github.com/brianloveswords/node-jws"
"progress","visionmedia/node-progress","https://github.com/visionmedia/node-progress"
"autoprefixer","postcss/autoprefixer","https://github.com/postcss/autoprefixer"
"chardet","runk/node-chardet","https://github.com/runk/node-chardet"
"glob-to-regexp","fitzgen/glob-to-regexp","https://github.com/fitzgen/glob-to-regexp"
"caseless","mikeal/caseless","https://github.com/mikeal/caseless"
"bser","facebook/watchman","https://github.com/facebook/watchman"
"lower-case","blakeembrey/change-case","https://github.com/blakeembrey/change-case"
"bcrypt-pbkdf","joyent/node-bcrypt-pbkdf","https://github.com/joyent/node-bcrypt-pbkdf"
"get-package-type","cfware/get-package-type","https://github.com/cfware/get-package-type"
"cjs-module-lexer","nodejs/cjs-module-lexer","https://github.com/nodejs/cjs-module-lexer"
"quick-lru","sindresorhus/quick-lru","https://github.com/sindresorhus/quick-lru"
"aws-sign2","mikeal/aws-sign","https://github.com/mikeal/aws-sign"
"gauge","npm/gauge","https://github.com/npm/gauge"
"walker","daaku/nodejs-walker","https://github.com/daaku/nodejs-walker"
"makeerror","daaku/nodejs-makeerror","https://github.com/daaku/nodejs-makeerror"
"regenerator-transform","facebook/regenerator","https://github.com/facebook/regenerator"
