"package","github_repo","git","eco_guess","debian_avg_downloads","homebrew_avg_downloads","downloads_score","pagerank","value_class","repo_id","canonical_url","license"
"postfix","vdukhovni/postfix","https://github.com/vdukhovni/postfix.git","native","31684","0","44040","0.00003361","C","gh/8241417","",""
"hsqldb","","https://salsa.debian.org/java-team/hsqldb.git","native","31557","0","43864","0.00003348","C","gl/debian-24640","",""
"ebook-tools","","https://salsa.debian.org/pino/ebook-tools.git","native","30985","0","43069","0.00003347","C","gl/debian-70539","",""
"plasma-framework","","https://invent.kde.org/frameworks/plasma-framework.git","native","29655","0","41220","0.00003342","C","","",""
"inih","benhoyt/inih","https://github.com/benhoyt/inih.git","native","27350","0","38016","0.00003325","C","gh/32095406","",""
"xfwm4","","https://salsa.debian.org/xfce-team/desktop/xfwm4.git","native","31343","0","43566","0.00003325","C","gl/debian-28341","",""
"debian:libdc1394-22","","","","31205","0","43374","0.00003310","C","","",""
"kfilemetadata","","https://invent.kde.org/frameworks/kfilemetadata.git","native","25992","0","36128","0.00003299","C","gl/kde-2162","",""
"c-blosc","blosc/c-blosc","https://github.com/blosc/c-blosc.git","native","19173","14472","41122","0.00003298","C","gh/1990838","","bsd-3-clause"
"lzop","","https://salsa.debian.org/debian/lzop.git","native","30990","0","43076","0.00003288","C","gl/debian-42734","",""
"caja","","https://salsa.debian.org/debian-mate-team/caja.git","native","30979","0","43060","0.00003286","C","gl/debian-23631","",""
"kpty","","https://invent.kde.org/frameworks/kpty.git","native","26543","0","36894","0.00003283","C","gl/kde-2323","",""
"libaccounts-qt","","https://gitlab.com/accounts-sso/libaccounts-qt.git","native","25788","0","35845","0.00003280","C","gl/222478","",""
"mscompress","stapelberg/mscompress","https://github.com/stapelberg/mscompress.git","native","30722","0","42703","0.00003259","C","gh/51695860","",""
"libshumate","","https://gitlab.gnome.org/gnome/libshumate.git","native","30713","0","42691","0.00003258","C","gl/gnome-6133","",""
"debian:libxcb-util0","","","","30683","0","42649","0.00003255","C","","",""
"onnxruntime","microsoft/onnxruntime","https://github.com/microsoft/onnxruntime.git","native","29502","0","41007","0.00003254","C","gh/156939672","",""
"gl2ps","","https://salsa.debian.org/science-team/gl2ps.git","native","11709","24809","41084","0.00003252","C","gl/debian-3291","","gl2ps"
"debian:polkitd-pkla","","","","30657","0","42613","0.00003252","C","","",""
"spidermonkey","mozilla/gecko-dev","https://github.com/mozilla/gecko-dev.git","native","20472","0","28456","0.00003248","C","gh/13509108","",""
"dctrl-tools","ajkaijanaho/dctrl-tools","https://github.com/ajkaijanaho/dctrl-tools.git","native","30564","0","42483","0.00003242","C","gh/30659686","",""
"min12xxw","","https://salsa.debian.org/printing-team/min12xxw.git","native","30476","0","42361","0.00003233","C","gl/debian-11207","",""
"debian:libreadline6","","","","30479","0","42365","0.00003233","C","","",""
"wireplumber","","https://gitlab.freedesktop.org/pipewire/wireplumber.git","native","29688","0","41266","0.00003227","C","gl/freedesktop-2941","",""
"foo2zjs","","https://salsa.debian.org/printing-team/foo2zjs.git","native","30357","0","42196","0.00003220","C","gl/debian-11193","",""
"tumbler","","https://salsa.debian.org/xfce-team/desktop/tumbler.git","native","30354","0","42192","0.00003220","C","gl/debian-19085","",""
"pnm2ppa","","https://salsa.debian.org/printing-team/pnm2ppa.git","native","30333","0","42162","0.00003218","C","gl/debian-11208","",""
"debian:libssl1.0.0","","","","30230","0","42019","0.00003207","C","","",""
"mousepad","","https://salsa.debian.org/xfce-team/apps/mousepad.git","native","30170","0","41936","0.00003201","C","gl/debian-27672","",""
"libplacebo","","https://code.videolan.org/videolan/libplacebo.git","native","13647","8416","27385","0.00003199","C","gl/videolan-380","","lgpl-2.1-or-later"
"knotifyconfig","","https://invent.kde.org/frameworks/knotifyconfig.git","native","27882","0","38755","0.00003189","C","gl/kde-2195","",""
"aws-c-event-stream","awslabs/aws-c-event-stream","https://github.com/awslabs/aws-c-event-stream.git","native","0","24138","24138","0.00003186","C","gh/122117292","","apache-2.0"
"debian:libenchant1c2a","","","","29967","0","41654","0.00003179","C","","",""
"libfabric","ofiwg/libfabric","https://github.com/ofiwg/libfabric.git","native","14108","0","19610","0.00003177","C","gh/22996097","",""
"libgssglue","","https://gitlab.com/gsasl/libgssglue.git","native","26060","0","36223","0.00003142","C","gl/37744631","",""
"gtk-engines","sde-gui/gtk-engines","https://github.com/sde-gui/gtk-engines.git","native","29330","0","40768","0.00003112","C","gh/636064085","",""
"libebur128","jiixyj/libebur128","https://github.com/jiixyj/libebur128.git","native","26817","0","37275","0.00003110","C","gh/1641727","",""
"thunar-volman","","https://salsa.debian.org/xfce-team/goodies/thunar-volman.git","native","29320","0","40754","0.00003110","C","gl/debian-30674","",""
"zxing-cpp","zxing-cpp/zxing-cpp","https://github.com/zxing-cpp/zxing-cpp.git","native","23411","0","32541","0.00003106","C","gh/56102506","",""
"spirv-llvm-translator","khronosgroup/spirv-llvm-translator","https://github.com/khronosgroup/spirv-llvm-translator.git","native","548","17463","18224","0.00003101","C","gh/127136978","","apache-2.0 with llvm-exception"
"srtp","cisco/libsrtp","https://github.com/cisco/libsrtp.git","native","0","34688","34688","0.00003100","C","gh/9087423","","bsd-3-clause"
"inkscape","","https://salsa.debian.org/multimedia-team/inkscape.git","native","29167","0","40542","0.00003094","C","gl/debian-7991","",""
"cpuinfo-pytorch","pytorch/cpuinfo","https://github.com/pytorch/cpuinfo.git","native","13871","0","19280","0.00003086","C","gh/83772175","",""
"xfdesktop","","https://gitlab.xfce.org/xfce/xfdesktop.git","native","28913","0","40189","0.00003067","C","gl/xfce-18","",""
"bluez-qt","","https://invent.kde.org/frameworks/bluez-qt.git","native","26431","0","36739","0.00003058","C","gl/kde-2344","",""
"strace","","https://salsa.debian.org/debian/strace.git","native","28814","0","40051","0.00003057","C","gl/debian-8478","",""
"xfce4-session","","https://salsa.debian.org/xfce-team/desktop/xfce4-session.git","native","28810","0","40045","0.00003056","C","gl/debian-13182","",""
"libfakekey","","git://git.yoctoproject.org/cgit/cgit.cgi/libfakekey/snapshot/libfakekey-0.3.tar.bz2","native","28770","0","39990","0.00003052","C","","",""
"openucx","openucx/ucx","https://github.com/openucx/ucx.git","native","10834","0","15059","0.00003050","C","gh/25379390","",""
"pthreadpool","maratyszcza/pthreadpool","https://github.com/maratyszcza/pthreadpool.git","native","13428","0","18664","0.00003039","C","gh/41115850","",""
"cgal","cgal/cgal","https://github.com/cgal/cgal.git","native","0","35126","35126","0.00003035","C","gh/24677392","","gpl-3.0-or-later"
"zerofree","","https://salsa.debian.org/debian/zerofree.git","native","28592","0","39742","0.00003033","C","gl/debian-18859","",""
"xfce4-appfinder","","https://salsa.debian.org/xfce-team/desktop/xfce4-appfinder.git","native","28340","0","39392","0.00003006","C","gl/debian-29727","",""
"pstoedit","woglu/pstoedit","https://github.com/woglu/pstoedit.git","native","13423","16057","34714","0.00003004","C","gh/1057348003","","gpl-2.0-or-later"
"libdazzle","","https://gitlab.gnome.org/gnome/libdazzle.git","native","28285","0","39316","0.00003001","C","gl/gnome-427","",""
"xfce4-notifyd","","https://salsa.debian.org/xfce-team/goodies/xfce4-notifyd.git","native","28276","0","39303","0.00003000","C","gl/debian-26259","",""
"krunner","","https://invent.kde.org/frameworks/krunner.git","native","25803","0","35866","0.00002994","C","gl/kde-2601","",""
"okular","","https://salsa.debian.org/qt-kde-team/kde/okular.git","native","28091","0","39046","0.00002980","C","gl/debian-13708","",""
"apache-serf","apache/serf","https://github.com/apache/serf.git","native","21027","0","29227","0.00002978","C","gh/70882928","","apache-2.0"
"patchutils","twaugh/patchutils","https://github.com/twaugh/patchutils.git","native","28068","0","39014","0.00002978","C","gh/28334090","",""
"purpose","","https://invent.kde.org/frameworks/purpose.git","native","25972","0","36101","0.00002965","C","gl/kde-2047","",""
"cifs-utils","","https://salsa.debian.org/samba-team/cifs-utils.git","native","27949","0","38849","0.00002965","C","gl/debian-5913","",""
"munge","dun/munge","https://github.com/dun/munge.git","native","7328","0","10185","0.00002957","C","gh/35699486","",""
"pmdk","kilobyte/pmdk","https://github.com/kilobyte/pmdk.git","native","27847","0","38707","0.00002954","C","gh/151678776","",""
"xarchiver","ib/xarchiver","https://github.com/ib/xarchiver.git","native","27832","0","38686","0.00002953","C","gh/297772","",""
"perl:unicode-utf8","chansen/p5-unicode-utf8","https://github.com/chansen/p5-unicode-utf8.git","native","27813","0","38660","0.00002951","C","gh/2357406","",""
"akonadi","","https://invent.kde.org/pim/akonadi.git","native","23192","0","32236","0.00002948","C","gl/kde-2118","",""
"xfce4-terminal","","https://salsa.debian.org/xfce-team/desktop/xfce4-terminal.git","native","27760","0","38586","0.00002945","C","gl/debian-18580","",""
"libusb-compat","conan-io/conan-center-index","https://github.com/conan-io/conan-center-index.git","native","0","25149","25149","0.00002937","C","gh/204671232","","lgpl-2.1-or-later and (lgpl-2.1-or-later or bsd-3-clause)"
"debian:libtracker-control-2.0-0","","","","27668","0","38458","0.00002935","C","","",""
"syntax-highlighting","","https://invent.kde.org/frameworks/syntax-highlighting.git","native","24257","0","33717","0.00002925","C","gl/kde-2037","",""
"debian:libtracker-miner-2.0-0","","","","27466","0","38177","0.00002914","C","","",""
"kpeople","","https://invent.kde.org/frameworks/kpeople.git","native","24958","0","34691","0.00002905","C","gl/kde-2202","",""
"motif","","https://salsa.debian.org/debian/motif.git","native","9038","0","12562","0.00002892","C","gl/debian-12955","",""
"libei","","https://gitlab.freedesktop.org/libinput/libei.git","native","26343","0","36616","0.00002872","C","gl/freedesktop-6869","",""
"atril","","https://salsa.debian.org/debian-mate-team/atril.git","native","27071","0","37628","0.00002872","C","gl/debian-23625","",""
"libhdf4","","https://salsa.debian.org/debian-gis-team/hdf4.git","native","25442","0","35364","0.00002859","C","gl/debian-271","",""
"aften","","","","0","4523","4523","0.00002851","C","","","lgpl-2.1-or-later"
"debian:libavdevice58","","","","26876","0","37357","0.00002851","C","","",""
"debian:python-crypto","","","","26868","0","37346","0.00002850","C","","",""
"thunar-archive-plugin","","https://salsa.debian.org/xfce-team/goodies/thunar-archive-plugin.git","native","26545","0","36897","0.00002816","C","gl/debian-26036","",""
"qtgrpc","","git://code.qt.io/qt/qtgrpc.git","native","0","25480","25480","0.00002815","C","","","gpl-3.0-only and (lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"syndication","","https://invent.kde.org/frameworks/syndication.git","native","24580","0","34166","0.00002814","C","gl/kde-2140","",""
"gtkspell","","","","26493","0","36825","0.00002811","C","","",""
"gutenprint","","https://salsa.debian.org/printing-team/gutenprint.git","native","26469","0","36791","0.00002808","C","gl/debian-11200","",""
"lyx","","https://salsa.debian.org/debian/lyx.git","native","26455","0","36772","0.00002807","C","gl/debian-8648","",""
"xfce4-power-manager","","https://salsa.debian.org/xfce-team/desktop/xfce4-power-manager.git","native","26439","0","36750","0.00002805","C","gl/debian-19423","",""
"debian:libfam0","","","","26339","0","36611","0.00002794","C","","",""
"xfce4-screenshooter","","https://salsa.debian.org/xfce-team/goodies/xfce4-screenshooter.git","native","26285","0","36536","0.00002789","C","gl/debian-25789","",""
"xfburn","","https://salsa.debian.org/xfce-team/apps/xfburn.git","native","26248","0","36484","0.00002785","C","gl/debian-32679","",""
"thunar-media-tags-plugin","","https://salsa.debian.org/xfce-team/goodies/thunar-media-tags-plugin.git","native","26239","0","36472","0.00002784","C","gl/debian-26231","",""
"chromium","","https://salsa.debian.org/chromium-team/chromium.git","native","26117","0","36302","0.00002771","C","gl/debian-20972","",""
"codec2","","https://salsa.debian.org/bottoms/pkg-codec2.git","native","15631","0","21727","0.00002767","C","gl/debian-9453","",""
"mdadm","md-raid-utilities/mdadm","https://github.com/md-raid-utilities/mdadm.git","native","26072","0","36240","0.00002766","C","gh/784619190","",""
"djview","","git://git.code.sf.net/p/djvu/djview-git","native","1591","0","2211","0.00002766","C","","",""
"debian:libmutter-11-0","","","","26076","0","36245","0.00002766","C","","",""
"ristretto","","https://salsa.debian.org/xfce-team/apps/ristretto.git","native","26000","0","36140","0.00002758","C","gl/debian-28578","",""
"xfce4-clipman-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-clipman-plugin.git","native","25987","0","36121","0.00002757","C","gl/debian-32309","",""
"perl:perlio-gzip","","","","25987","0","36121","0.00002757","C","","",""
"frameworkintegration","","https://invent.kde.org/frameworks/frameworkintegration.git","native","25951","0","36071","0.00002753","C","gl/kde-2038","",""
"xfce4-taskmanager","","https://salsa.debian.org/xfce-team/apps/xfce4-taskmanager.git","native","25922","0","36031","0.00002750","C","gl/debian-29906","",""
"dolphin-fm","","https://invent.kde.org/system/dolphin.git","native","25334","0","35214","0.00002749","C","gl/kde-2775","",""
"kf6-solid","","https://invent.kde.org/frameworks/solid.git","native","15362","0","21353","0.00002748","C","gl/kde-2446","",""
"xfce4-sensors-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-sensors-plugin.git","native","25786","0","35842","0.00002736","C","gl/debian-25793","",""
"xfce4-battery-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-battery-plugin.git","native","25777","0","35830","0.00002735","C","gl/debian-30676","",""
"xfce4-xkb-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-xkb-plugin.git","native","25753","0","35796","0.00002732","C","gl/debian-32661","",""
"xfce4-systemload-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-systemload-plugin.git","native","25744","0","35784","0.00002731","C","gl/debian-32594","",""
"debian:ntpdate","","","","25738","0","35775","0.00002730","C","","",""
"xfce4-netload-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-netload-plugin.git","native","25721","0","35752","0.00002729","C","gl/debian-32496","",""
"xfce4-cpugraph-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-cpugraph-plugin.git","native","25722","0","35753","0.00002729","C","gl/debian-32511","",""
"xfce4-cpufreq-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-cpufreq-plugin.git","native","25689","0","35707","0.00002725","C","gl/debian-26741","",""
"xfce4-weather-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-weather-plugin.git","native","25655","0","35660","0.00002722","C","gl/debian-26610","",""
"xfce4-timer-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-timer-plugin.git","native","25650","0","35653","0.00002721","C","gl/debian-8650","",""
"xfce4-genmon-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-genmon-plugin.git","native","25637","0","35635","0.00002720","C","gl/debian-32553","",""
"xfce4-diskperf-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-diskperf-plugin.git","native","25638","0","35636","0.00002720","C","gl/debian-32510","",""
"xfce4-fsguard-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-fsguard-plugin.git","native","25630","0","35625","0.00002719","C","gl/debian-32680","",""
"xfce4-places-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-places-plugin.git","native","25616","0","35606","0.00002718","C","gl/debian-32495","",""
"debian:libmagick++-6.q16-8","","","","25606","0","35592","0.00002716","C","","",""
"plasma-workspace","","https://invent.kde.org/plasma/plasma-workspace.git","native","23769","0","33038","0.00002714","C","gl/kde-2703","",""
"prison","","https://invent.kde.org/frameworks/prison.git","native","23224","0","32281","0.00002714","C","gl/kde-2395","",""
"ktexttemplate","steveire/grantlee","https://github.com/steveire/grantlee.git","native","23229","0","32288","0.00002713","C","gh/32039803","",""
