repo,repo_id,criticality_score,language,license,star_count,created_at,updated_at,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_release_count,updated_issues_count,closed_issues_count,issue_comment_frequency,github_mention_count,depsdev_enabled,checked_at,status,error_reason
firebase/firebase-js-sdk,gh/89290483,0.58787,TypeScript,Other,5129,2017-04-24T21:52:11Z,2026-06-25T18:36:40Z,111,0,228,3,5.94,19,0,0,0,36203,False,2026-06-29T12:35:09+00:00,ok,
pypa/packaging,gh/19837758,0.58690,Python,Other,737,2014-05-15T22:49:43Z,2026-06-28T19:51:48Z,147,0,143,9,5.71,6,0,0,0,14891,False,2026-06-29T14:29:07+00:00,ok,
caolan/async,gh/698041,0.58593,JavaScript,MIT License,28152,2010-05-13T17:50:50Z,2025-09-08T17:44:32Z,196,9,273,7,0.25,5,0,0,0,60879,False,2026-06-29T11:54:46+00:00,ok,
python/typing,gh/24604008,0.58289,Python,Other,1761,2014-09-29T16:51:40Z,2026-06-23T07:12:43Z,143,0,150,6,2.77,1,0,0,0,167611,False,2026-06-29T14:33:34+00:00,ok,
huggingface/huggingface_hub,gh/323591830,0.58177,Python,Apache License 2.0,3722,2020-12-22T10:20:28Z,2026-06-29T12:18:00Z,67,0,345,4,13.12,64,0,0,0,5113,False,2026-06-29T12:54:45+00:00,ok,
jaredwray/cacheable,gh/9267870,0.58158,TypeScript,MIT License,1990,2013-04-06T22:57:49Z,2026-06-27T18:51:49Z,161,0,111,8,10.48,32,0,0,0,3177,False,2026-06-29T13:16:34+00:00,ok,
react/create-react-app,gh/63537249,0.57847,JavaScript,MIT License,103316,2016-07-17T14:55:11Z,2025-02-15T01:18:18Z,121,16,946,10,0,42,0,0,0,680,False,2026-06-29T17:33:07+00:00,ok,
textualize/rich,gh/220809393,0.57802,Python,MIT License,56723,2019-11-10T15:28:09Z,2026-06-23T03:10:17Z,80,0,290,6,3.48,8,0,0,0,14349,False,2026-06-29T15:12:36+00:00,ok,
node-fetch/node-fetch,gh/29849956,0.57611,JavaScript,MIT License,8861,2015-01-26T07:29:26Z,2023-07-25T11:49:44Z,139,35,116,10,0,6,0,0,0,73106,False,2026-06-29T14:08:31+00:00,ok,
tj/commander.js,gh/2206953,0.57582,JavaScript,MIT License,28296,2011-08-14T18:40:38Z,2026-05-29T09:03:21Z,181,1,199,9,1.44,5,0,0,0,12894,False,2026-06-29T15:14:07+00:00,ok,
cssnano/cssnano,gh/33943153,0.57453,CSS,MIT License,4974,2015-04-14T16:19:04Z,2026-06-19T11:43:54Z,136,0,131,6,2.38,13,0,0,0,18537,False,2026-06-29T11:59:32+00:00,ok,
dtolnay/syn,gh/67305738,0.57435,Rust,Apache License 2.0,3337,2016-09-03T18:33:15Z,2026-06-24T03:02:36Z,119,0,109,4,4.42,14,0,0,0,36710,False,2026-06-29T12:03:48+00:00,ok,
pkgconf/pkgconf,gh/4180110,0.57435,C,Other,634,2011-07-25T02:03:17Z,2026-06-29T04:24:55Z,181,0,95,7,14.71,6,0,0,0,9617,False,2026-06-29T14:24:05+00:00,ok,
gnome/pango,gh/4537144,0.57389,C,Other,188,1997-01-01T09:56:53Z,2026-06-26T18:15:27Z,359,0,276,6,1.83,10,0,0,0,8523,False,2026-06-29T12:51:00+00:00,ok,
npm/node-semver,gh/1357199,0.57361,JavaScript,ISC License,5443,2011-02-11T23:41:41Z,2026-06-19T18:28:50Z,187,0,107,6,0.67,8,0,0,0,71897,False,2026-06-29T14:15:35+00:00,ok,
pallets/jinja,gh/994551,0.57088,Python,"BSD 3-Clause ""New"" or ""Revised"" License",11670,2007-02-26T21:17:32Z,2025-06-14T20:34:58Z,235,12,335,6,0,2,0,0,0,58095,False,2026-06-29T14:21:16+00:00,ok,
wasm-bindgen/wasm-bindgen,gh/114685405,0.57073,Rust,Apache License 2.0,9065,2017-12-15T03:31:01Z,2026-06-24T17:53:52Z,103,0,546,3,8.29,24,0,0,0,1951,False,2026-06-29T15:28:18+00:00,ok,
fsspec/filesystem_spec,gh/130727736,0.57061,Python,"BSD 3-Clause ""New"" or ""Revised"" License",1326,2018-04-23T16:45:08Z,2026-06-26T11:53:31Z,99,0,327,9,1.9,12,0,0,0,2120,False,2026-06-29T12:39:24+00:00,ok,
unicode-org/icu,gh/49244766,0.57038,C++,Other,3541,1999-08-16T21:50:52Z,2026-06-25T17:29:58Z,327,0,272,3,9.08,4,0,0,0,20762,False,2026-06-29T15:17:33+00:00,ok,
fontconfig/fontconfig,gh/926884194,0.57022,C,Other,0,2002-02-14T23:34:13Z,2026-07-09T10:14:18Z,297,0,164,8,4.29,4,0,0,0,8944,False,2026-07-13T16:57:46+00:00,ok,
freetype/freetype,gh/187000659,0.57001,C,Other,855,1999-12-16T23:11:37Z,2026-06-28T11:42:46Z,323,0,235,3,4.08,4,0,0,0,48534,False,2026-06-29T12:39:01+00:00,ok,
jpadilla/pyjwt,gh/1408162,0.56983,Python,MIT License,5670,2011-02-24T20:25:09Z,2026-05-21T19:34:15Z,186,1,165,9,1.13,4,0,0,0,15516,False,2026-06-29T13:20:32+00:00,ok,
chronotope/chrono,gh/18210201,0.56972,Rust,Other,3871,2014-03-28T11:38:11Z,2026-06-18T16:24:29Z,149,0,262,6,1.08,4,0,0,0,20344,False,2026-06-29T11:57:43+00:00,ok,
sindresorhus/globals,gh/15186239,0.56962,JavaScript,MIT License,592,2013-12-14T13:46:05Z,2026-06-22T17:19:26Z,152,0,102,6,0.75,11,0,0,0,42202,False,2026-06-29T14:55:39+00:00,ok,
conventional-changelog/conventional-changelog,gh/15639771,0.56697,TypeScript,ISC License,8468,2014-01-04T19:53:29Z,2026-06-27T18:53:47Z,151,0,170,6,1.77,48,0,0,0,4642,False,2026-06-29T11:57:56+00:00,ok,
rustcrypto/hashes,gh/74106774,0.56619,Rust,,2235,2016-10-14T14:55:45Z,2026-06-29T13:04:31Z,118,0,91,5,2.6,34,0,0,0,13905,False,2026-06-29T14:47:23+00:00,ok,
nodeca/js-yaml,gh/2504175,0.56526,TypeScript,MIT License,6596,2011-10-03T11:40:25Z,2026-06-29T09:45:41Z,179,0,83,4,4.67,5,0,0,0,70120,False,2026-06-29T14:11:06+00:00,ok,
krb5/krb5,gh/4307702,0.56454,C,,598,1987-10-23T09:40:29Z,2026-05-20T14:07:20Z,470,1,188,7,1.4,8,0,0,0,8081,False,2026-06-29T13:37:05+00:00,ok,
isaacs/node-tar,gh/1534331,0.56420,JavaScript,Blue Oak Model License 1.0.0,920,2011-03-27T22:16:31Z,2026-06-27T22:59:35Z,185,0,49,6,1.46,9,0,0,0,76750,False,2026-06-29T13:03:28+00:00,ok,
lz4/lz4,gh/18106269,0.56413,C,Other,11892,2011-04-12T11:36:16Z,2026-06-01T22:21:37Z,185,0,207,3,2.4,2,0,0,0,95764,False,2026-06-29T13:45:59+00:00,ok,
smithy-lang/smithy-rs,gh/308027791,0.56408,Rust,Apache License 2.0,647,2020-10-28T13:37:42Z,2026-06-26T15:11:14Z,69,0,155,5,9.73,31,0,0,0,3906,False,2026-06-29T15:03:43+00:00,ok,
crossbeam-rs/crossbeam,gh/35566048,0.56372,Rust,Apache License 2.0,8499,2015-05-13T18:10:54Z,2026-06-25T19:30:58Z,135,0,166,5,1.31,14,0,0,0,12519,False,2026-06-29T11:59:20+00:00,ok,
bdwgc/bdwgc,gh/2109456,0.56283,C,Other,3491,2011-07-26T10:48:42Z,2026-06-24T06:14:55Z,181,0,209,8,11.02,10,0,0,0,775,False,2026-06-29T11:50:40+00:00,ok,
ajv-validator/ajv,gh/35914020,0.56105,TypeScript,MIT License,14751,2015-05-19T23:23:32Z,2026-04-24T13:46:21Z,135,2,212,5,0.15,3,0,0,0,52976,False,2026-06-29T11:36:51+00:00,ok,
yargs/yargs,gh/14210523,0.56102,JavaScript,MIT License,11504,2010-09-10T04:59:20Z,2026-06-27T02:39:18Z,192,0,310,5,0.27,2,0,0,0,34939,False,2026-06-29T15:31:38+00:00,ok,
isaacs/node-glob,gh/357681,0.56083,TypeScript,Other,8713,2009-11-02T05:02:29Z,2026-06-22T18:02:25Z,202,0,53,7,1.1,10,0,0,0,39649,False,2026-06-29T13:02:13+00:00,ok,
emotion-js/emotion,gh/92570536,0.56065,JavaScript,MIT License,18019,2017-05-27T04:23:45Z,2025-11-04T12:45:44Z,110,7,329,7,0.1,2,0,0,0,19795,False,2026-06-29T12:04:37+00:00,ok,
isaacs/minimatch,gh/2056549,0.55991,JavaScript,Blue Oak Model License 1.0.0,3515,2011-07-16T02:32:21Z,2026-03-30T18:11:43Z,182,3,36,6,0.87,10,0,0,0,110940,False,2026-06-29T13:01:55+00:00,ok,
rust-lang/log,gh/27974762,0.55989,Rust,Apache License 2.0,2521,2014-12-13T21:45:04Z,2026-06-24T23:06:23Z,140,0,138,6,1.46,6,0,0,0,16829,False,2026-06-29T14:43:55+00:00,ok,
encode/httpx,gh/179492861,0.55977,Python,"BSD 3-Clause ""New"" or ""Revised"" License",15324,2019-04-04T12:27:00Z,2026-02-23T10:40:42Z,88,4,247,6,0.27,12,0,0,0,11034,False,2026-06-29T12:04:50+00:00,ok,
google/brotli,gh/24993138,0.55969,TypeScript,MIT License,14772,2013-10-11T08:26:07Z,2026-06-16T08:42:51Z,154,0,131,7,4.31,4,0,0,0,8396,False,2026-06-29T12:51:06+00:00,ok,
chardet/chardet,gh/5196969,0.55962,Python,BSD Zero Clause License,2646,2011-10-25T23:18:19Z,2026-05-05T15:19:11Z,178,1,55,8,12.77,14,0,0,0,3109,False,2026-06-29T11:57:31+00:00,ok,
tqdm/tqdm,gh/36804486,0.55896,Python,Other,31223,2013-10-26T18:50:04Z,2026-06-16T16:13:51Z,154,0,122,6,1,6,0,0,0,23213,False,2026-06-29T15:16:43+00:00,ok,
petkaantonov/bluebird,gh/12670444,0.55726,JavaScript,MIT License,20514,2013-09-02T13:31:08Z,2024-11-07T20:26:46Z,156,19,238,10,0,20,0,0,0,1759,False,2026-06-29T14:23:13+00:00,ok,
npm/hosted-git-info,gh/25002984,0.55595,JavaScript,ISC License,237,2014-10-08T12:14:28Z,2026-06-18T16:25:06Z,142,0,40,6,0.69,7,0,0,0,105306,False,2026-06-29T14:12:50+00:00,ok,
more-itertools/more-itertools,gh/4144530,0.55567,Python,MIT License,4078,2012-04-26T05:15:14Z,2026-06-20T19:57:29Z,172,0,148,7,6.1,5,0,0,0,3344,False,2026-06-29T14:02:27+00:00,ok,
aio-libs/yarl,gh/64756820,0.55548,Python,Apache License 2.0,1489,2016-08-02T12:56:42Z,2026-06-25T12:01:02Z,120,0,107,7,3.67,7,0,0,0,6059,False,2026-06-29T11:36:45+00:00,ok,
uuidjs/uuid,gh/1203139,0.55444,TypeScript,MIT License,15306,2010-12-28T14:59:11Z,2026-06-20T11:55:18Z,188,0,89,6,0.63,8,0,0,0,26007,False,2026-06-30T16:03:26+00:00,ok,
psycopg/psycopg2,gh/7730829,0.55407,C,Other,3641,2004-10-19T03:17:12Z,2026-04-20T22:39:44Z,264,2,144,7,0.83,4,0,0,0,13880,False,2026-06-29T14:26:08+00:00,ok,
paramiko/paramiko,gh/119609,0.55384,Python,GNU Lesser General Public License v2.1,9788,2003-11-04T08:34:24Z,2026-05-09T18:42:14Z,275,1,189,7,0.92,8,0,0,0,4739,False,2026-06-29T14:22:33+00:00,ok,
rvagg/bl,gh/10706095,0.55358,JavaScript,Other,440,2013-06-15T12:35:49Z,2026-06-29T00:57:01Z,158,0,41,7,0.52,12,0,0,0,40793,False,2026-06-29T14:47:47+00:00,ok,
mdn/data,gh/70901646,0.55343,JavaScript,Creative Commons Zero v1.0 Universal,778,2016-10-14T10:52:46Z,2026-06-22T10:16:42Z,118,0,123,11,1.56,9,0,0,0,2579,False,2026-06-29T13:49:14+00:00,ok,
rust-random/rand,gh/30227790,0.55333,Rust,Other,2049,2010-07-26T04:45:09Z,2026-06-28T09:15:03Z,193,0,309,2,4.27,6,0,0,0,15337,False,2026-06-29T14:46:59+00:00,ok,
sindresorhus/type-fest,gh/175398594,0.55332,TypeScript,Creative Commons Zero v1.0 Universal,17251,2019-03-13T10:30:19Z,2026-06-23T12:32:44Z,88,0,214,4,2.69,14,0,0,0,6657,False,2026-06-29T15:02:26+00:00,ok,
gitoxidelabs/gitoxide,gh/136510559,0.55263,Rust,Apache License 2.0,11657,2018-06-07T17:33:00Z,2026-06-30T03:32:36Z,98,0,204,3,25.02,664,0,0,0,947,False,2026-06-30T16:02:53+00:00,ok,
isaacs/rimraf,gh/1341324,0.55224,TypeScript,Blue Oak Model License 1.0.0,5849,2011-02-08T08:07:07Z,2026-05-15T19:38:02Z,187,1,34,8,0.73,5,0,1,0,52740,False,2026-06-29T13:06:13+00:00,ok,
oauthlib/oauthlib,gh/2811323,0.55204,Python,"BSD 3-Clause ""New"" or ""Revised"" License",2971,2011-11-19T23:06:01Z,2026-03-18T14:26:59Z,177,3,204,10,0.94,3,0,0,0,3540,False,2026-06-29T14:18:16+00:00,ok,
jaredwray/keyv,gh/96540810,0.55140,TypeScript,Other,3148,2017-07-07T13:24:15Z,2026-06-25T18:21:38Z,109,0,84,6,10.42,25,0,0,0,1436,False,2026-06-29T13:16:40+00:00,ok,
streamich/memfs,gh/37490572,0.55044,TypeScript,Apache License 2.0,2075,2015-06-15T01:36:42Z,2026-06-20T11:53:12Z,134,0,74,5,8.15,69,0,0,0,2595,False,2026-06-30T16:03:20+00:00,ok,
csstools/postcss-plugins,gh/219192307,0.55038,CSS,MIT No Attribution,1049,2019-11-02T17:54:16Z,2026-06-29T06:01:15Z,81,0,142,7,13.06,0,0,0,0,13107,False,2026-06-29T11:59:38+00:00,ok,
linux-audit/audit-userspace,gh/52464964,0.55037,C,GNU General Public License v2.0,714,2008-06-17T08:16:27Z,2026-06-27T18:09:32Z,219,0,80,5,6.08,5,0,0,0,13074,False,2026-06-29T13:39:14+00:00,ok,
python/importlib_metadata,gh/306448340,0.55037,Python,,140,2015-12-20T03:29:56Z,2026-04-13T23:42:05Z,128,2,69,7,1.37,4,0,0,0,25850,False,2026-06-29T14:33:07+00:00,ok,
joblib/joblib,gh/654608,0.55033,Python,"BSD 3-Clause ""New"" or ""Revised"" License",4370,2008-10-23T12:35:45Z,2026-06-25T19:55:55Z,215,0,154,10,0.67,2,0,0,0,7183,False,2026-06-29T13:18:22+00:00,ok,
libffi/libffi,gh/321154,0.55018,C,Other,4299,1998-10-01T22:08:33Z,2026-06-22T21:33:33Z,337,0,227,6,1.98,2,0,0,0,7792,False,2026-06-29T13:38:37+00:00,ok,
kilian/electron-to-chromium,gh/78972540,0.55005,JavaScript,ISC License,156,2017-01-14T22:54:43Z,2026-06-29T10:02:22Z,115,0,12,6,8.27,225,0,0,0,25807,False,2026-06-29T13:36:40+00:00,ok,
sindresorhus/globby,gh/21069494,0.54974,JavaScript,MIT License,2643,2014-06-21T13:46:28Z,2026-03-27T17:29:08Z,146,3,50,8,0.71,5,0,0,0,33588,False,2026-06-29T14:55:45+00:00,ok,
rust-lang/compiler-builtins,gh/65153793,0.54885,Rust,Other,500,2016-08-07T20:58:21Z,2026-06-23T08:00:38Z,120,0,228,3,14.69,1,0,0,0,10099,False,2026-06-29T14:42:22+00:00,ok,
dtolnay/proc-macro2,gh/91860126,0.54805,Rust,Apache License 2.0,923,2017-05-20T00:51:59Z,2026-06-24T03:02:32Z,110,0,31,9,1.65,11,0,0,0,16531,False,2026-06-29T12:03:13+00:00,ok,
rayon-rs/rayon,gh/24725038,0.54797,Rust,Apache License 2.0,13098,2014-10-02T15:36:29Z,2026-06-27T20:22:58Z,142,0,159,6,1.81,5,0,0,0,6125,False,2026-06-29T14:37:43+00:00,ok,
rust-itertools/itertools,gh/22360263,0.54773,Rust,Apache License 2.0,3141,2014-07-28T21:52:26Z,2026-06-22T08:36:02Z,145,0,188,5,1.17,7,0,0,0,6823,False,2026-06-29T14:40:21+00:00,ok,
libjpeg-turbo/libjpeg-turbo,gh/39760454,0.54754,C,Other,4339,2006-05-25T05:01:55Z,2026-06-18T18:46:12Z,244,0,52,6,5.29,5,0,0,0,15175,False,2026-06-29T13:38:44+00:00,ok,
nghttp2/nghttp2,gh/11452676,0.54713,C++,Other,5013,2012-01-17T15:53:12Z,2026-06-28T09:44:26Z,175,0,171,2,14.33,5,0,0,0,10489,False,2026-06-29T14:08:07+00:00,ok,
eemeli/yaml,gh/119439276,0.54707,TypeScript,ISC License,1675,2018-01-13T16:38:38Z,2026-05-02T15:19:57Z,102,1,34,9,1.77,7,0,0,0,21652,False,2026-06-29T12:04:19+00:00,ok,
bytecodealliance/rustix,gh/295544240,0.54690,Rust,Other,2023,2020-09-14T21:35:44Z,2026-06-15T21:14:00Z,70,0,124,5,1.4,43,0,0,0,6839,False,2026-06-29T11:54:17+00:00,ok,
time-rs/time,gh/26459635,0.54650,Rust,Apache License 2.0,1314,2014-11-10T22:52:18Z,2026-06-26T06:36:33Z,141,0,75,5,4.38,9,0,0,0,8627,False,2026-06-29T15:14:00+00:00,ok,
tox-dev/filelock,gh/17098256,0.54645,Python,MIT License,961,2014-02-23T00:28:10Z,2026-06-24T14:11:19Z,150,0,64,4,2.98,29,0,0,0,8922,False,2026-06-29T15:16:31+00:00,ok,
smithy-lang/smithy-typescript,gh/208319207,0.54626,TypeScript,Apache License 2.0,320,2019-09-13T18:02:36Z,2026-06-29T14:14:17Z,82,0,106,3,8.94,1992,0,0,0,5282,False,2026-06-29T15:03:50+00:00,ok,
sinonjs/fake-timers,gh/16523712,0.54566,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License",859,2014-02-04T19:57:17Z,2026-05-05T22:16:12Z,150,1,90,8,1.79,7,0,0,0,4791,False,2026-06-29T15:02:49+00:00,ok,
rust-lang/futures-rs,gh/55077261,0.54562,Rust,Apache License 2.0,5871,2016-03-01T22:12:00Z,2026-06-24T18:19:13Z,125,0,365,4,0.46,1,0,0,0,20327,False,2026-06-29T14:42:35+00:00,ok,
minimistjs/minimist,gh/549230701,0.54541,JavaScript,MIT License,664,2013-06-25T06:30:03Z,2025-12-29T22:51:59Z,158,6,22,8,0.02,2,1,1,1,32613,False,2026-06-29T13:57:21+00:00,ok,
expressjs/body-parser,gh/15669006,0.54455,JavaScript,MIT License,5501,2014-01-06T08:24:57Z,2026-06-15T10:41:45Z,151,0,44,7,1.37,5,0,0,0,27882,False,2026-06-29T12:18:22+00:00,ok,
isaacs/node-lru-cache,gh/679662,0.54451,JavaScript,Blue Oak Model License 1.0.0,5897,2010-05-21T21:00:58Z,2026-05-27T15:03:50Z,196,1,60,8,1.37,10,0,0,0,6970,False,2026-06-29T13:03:15+00:00,ok,
certifi/python-certifi,gh/3060959,0.54333,Python,Other,979,2011-12-28T05:15:19Z,2026-06-22T23:13:20Z,176,0,40,6,0.79,4,0,0,0,66715,False,2026-06-29T11:55:47+00:00,ok,
sindresorhus/file-type,gh/19105307,0.54296,JavaScript,MIT License,4303,2014-04-24T10:57:54Z,2026-04-09T15:23:16Z,148,2,119,6,0.81,10,0,0,0,5742,False,2026-06-29T14:55:03+00:00,ok,
google/highway,gh/206791328,0.54279,C++,Other,5656,2019-09-06T12:41:23Z,2026-07-06T10:14:01Z,83,0,131,7,13.04,2,0,0,0,2852,False,2026-07-06T12:53:15+00:00,ok,
tox-dev/platformdirs,gh/367032142,0.54258,Python,MIT License,947,2010-07-28T04:34:54Z,2026-06-24T14:11:13Z,193,0,88,6,2.38,14,0,0,0,3516,False,2026-06-29T15:16:37+00:00,ok,
google/zerocopy,gh/534354967,0.54194,Rust,Apache License 2.0,2373,2019-12-27T20:42:01Z,2026-06-17T15:35:17Z,79,0,79,4,8.13,51,0,0,0,3802,False,2026-06-29T12:51:12+00:00,ok,
theskumar/python-dotenv,gh/23727790,0.54186,Python,"BSD 3-Clause ""New"" or ""Revised"" License",8810,2013-06-13T15:32:14Z,2026-06-08T13:50:20Z,158,0,114,6,0.88,3,0,0,0,14665,False,2026-06-29T15:12:42+00:00,ok,
follow-redirects/follow-redirects,gh/6697086,0.54155,JavaScript,MIT License,583,2012-11-15T00:01:16Z,2026-04-13T11:02:35Z,165,2,36,6,0.17,2,0,0,0,176162,False,2026-06-29T12:37:43+00:00,ok,
mitsuhiko/insta,gh/165561258,0.54152,Rust,Apache License 2.0,2894,2019-01-13T22:25:23Z,2026-06-11T14:12:09Z,90,0,74,7,1.48,15,0,0,0,5486,False,2026-06-29T13:57:34+00:00,ok,
aio-libs/aiobotocore,gh/36618494,0.54151,Python,Apache License 2.0,1416,2015-05-31T19:28:54Z,2026-06-28T01:13:44Z,134,0,77,7,3.62,22,0,0,0,1348,False,2026-06-29T11:29:49+00:00,ok,
remusao/tldts,gh/97631656,0.54148,TypeScript,MIT License,752,2012-05-09T14:27:28Z,2026-06-28T12:36:53Z,172,0,28,8,3.27,36,0,0,0,4115,False,2026-06-29T14:38:09+00:00,ok,
webpack/enhanced-resolve,gh/5400204,0.54121,JavaScript,MIT License,984,2012-08-13T14:45:48Z,2026-06-29T06:57:15Z,168,0,83,6,3.23,18,0,0,0,2233,False,2026-06-29T15:28:43+00:00,ok,
kjd/idna,gh/10323585,0.54120,Python,"BSD 3-Clause ""New"" or ""Revised"" License",289,2013-05-27T22:22:13Z,2026-06-02T14:38:20Z,159,0,35,5,2.48,8,0,0,0,31806,False,2026-06-29T13:36:47+00:00,ok,
pypa/wheel,gh/98346885,0.54120,Python,MIT License,565,2012-05-28T23:13:10Z,2026-05-10T09:27:54Z,171,1,89,8,0.46,3,0,0,0,13221,False,2026-06-29T14:29:33+00:00,ok,
bitflags/bitflags,gh/29287955,0.54116,Rust,Apache License 2.0,1138,2015-01-15T08:30:44Z,2026-06-05T23:56:00Z,139,0,91,6,1.54,9,0,0,0,5950,False,2026-06-29T11:50:58+00:00,ok,
babel/minify,gh/55723051,0.54032,JavaScript,MIT License,4376,2015-08-17T22:18:42Z,2022-05-06T18:33:25Z,132,50,79,9,0,36,0,0,0,4907,False,2026-06-29T11:25:11+00:00,ok,
dtolnay/semver,gh/22432442,0.53990,Rust,Apache License 2.0,667,2014-02-03T08:18:27Z,2026-06-24T03:02:34Z,150,0,69,9,1.12,2,1,1,0,7227,False,2026-06-29T12:03:42+00:00,ok,
madler/zlib,gh/2359378,0.53917,C,Other,6938,2011-09-10T03:27:31Z,2026-04-05T22:14:04Z,180,2,89,4,4.92,1,0,0,0,30627,False,2026-06-29T13:46:05+00:00,ok,
radix-ui/primitives,gh/273499522,0.53916,TypeScript,MIT License,19014,2020-06-19T13:23:22Z,2026-06-15T21:43:33Z,73,0,105,7,2.73,0,0,0,0,38931,False,2026-06-29T14:34:52+00:00,ok,
webpack/loader-utils,gh/6503675,0.53909,JavaScript,MIT License,772,2012-11-02T09:01:42Z,2024-06-05T15:13:20Z,166,25,44,9,0,2,0,0,0,64513,False,2026-07-05T15:57:47+00:00,ok,
rust-cli/anstyle,gh/493821282,0.53893,HTML,Other,168,2016-09-12T17:51:13Z,2026-06-26T13:26:51Z,119,0,40,6,5.21,26,0,0,0,2853,False,2026-06-29T14:39:56+00:00,ok,
stebalien/tempfile,gh/33832372,0.53858,Rust,Apache License 2.0,1439,2015-04-12T01:54:16Z,2026-06-26T03:34:13Z,136,0,80,5,1.46,4,0,0,0,18994,False,2026-06-29T15:04:44+00:00,ok,
sinclairzx81/typebox,gh/87454905,0.53837,TypeScript,Other,6775,2017-04-06T17:08:46Z,2026-06-29T05:19:06Z,112,0,58,6,3.96,46,0,0,0,2106,False,2026-06-29T14:52:52+00:00,ok,
criterion-rs/criterion.rs,gh/1081104682,0.53818,Rust,Apache License 2.0,371,2014-05-26T13:58:28Z,2026-06-13T11:46:23Z,147,0,138,8,1.23,8,0,0,0,1620,False,2026-06-29T11:59:14+00:00,ok,
grahamdumpleton/wrapt,gh/10357291,0.53727,Python,"BSD 2-Clause ""Simplified"" License",2285,2013-05-29T10:22:45Z,2026-06-20T23:22:53Z,159,0,38,5,9.44,16,0,0,0,4009,False,2026-06-29T12:51:40+00:00,ok,
yahoo/serialize-javascript,gh/24106944,0.53695,JavaScript,Other,2917,2014-09-09T16:01:10Z,2026-06-17T23:57:24Z,143,0,29,10,0.35,7,0,0,0,16532,False,2026-06-29T15:31:01+00:00,ok,
pillarjs/path-to-regexp,gh/5265803,0.53676,TypeScript,MIT License,8599,2012-08-01T22:46:45Z,2026-06-24T21:24:05Z,169,0,42,7,0.6,5,0,0,0,25380,False,2026-06-29T14:23:51+00:00,ok,
gregberge/svgr,gh/102155012,0.53667,TypeScript,MIT License,11045,2017-09-01T21:38:42Z,2025-10-05T09:07:03Z,107,8,133,9,0.04,7,0,0,0,3447,False,2026-06-29T12:51:58+00:00,ok,
python-attrs/attrs,gh/29918975,0.53509,Python,MIT License,5803,2015-01-27T15:01:01Z,2026-06-19T11:21:08Z,139,0,186,5,2.52,2,0,0,0,4868,False,2026-06-29T14:30:09+00:00,ok,
pest-parser/pest,gh/56964647,0.53462,Rust,Apache License 2.0,5361,2016-04-24T09:50:43Z,2026-06-23T11:43:22Z,123,0,145,8,0.48,5,0,0,0,2598,False,2026-06-29T14:22:59+00:00,ok,
servo/rust-url,gh/14934771,0.53450,Rust,Apache License 2.0,1556,2013-10-18T14:19:54Z,2026-06-23T12:29:45Z,154,0,200,5,0.42,2,0,0,0,9902,False,2026-06-29T14:52:46+00:00,ok,
python-greenlet/greenlet,gh/3003137,0.53428,C++,Other,1830,2006-01-10T02:27:55Z,2026-06-26T18:18:36Z,249,0,87,7,3.04,3,0,0,0,4410,False,2026-06-29T14:30:23+00:00,ok,
fsspec/s3fs,gh/53987953,0.53407,Python,"BSD 3-Clause ""New"" or ""Revised"" License",1038,2016-03-16T00:16:12Z,2026-06-16T02:04:37Z,125,0,157,9,0.6,8,0,0,0,1029,False,2026-06-29T12:39:30+00:00,ok,
agronholm/anyio,gh/145337588,0.53383,Python,MIT License,2492,2018-08-19T21:07:18Z,2026-06-28T07:36:24Z,95,0,84,5,3.65,7,0,0,0,5969,False,2026-06-29T11:29:32+00:00,ok,
pyparsing/pyparsing,gh/91262163,0.53347,Python,MIT License,2478,2012-10-01T23:18:06Z,2026-06-20T20:00:32Z,167,0,79,4,4.75,7,0,0,0,6271,False,2026-06-29T14:29:40+00:00,ok,
proptest-rs/proptest,gh/94702898,0.53334,Rust,Apache License 2.0,2176,2017-06-10T15:26:31Z,2026-05-27T03:48:49Z,110,1,97,7,2.04,7,0,0,0,2618,False,2026-06-29T14:25:40+00:00,ok,
googlechrome/workbox,gh/55424670,0.53313,JavaScript,MIT License,12963,2016-04-04T15:55:19Z,2026-05-04T20:21:12Z,124,1,83,6,1.9,2,0,0,0,11636,False,2026-06-29T12:51:34+00:00,ok,
micromatch/picomatch,gh/156211895,0.53302,JavaScript,MIT License,1273,2017-04-13T06:54:38Z,2026-03-24T13:14:57Z,112,3,29,8,0.42,4,0,0,0,37769,False,2026-06-29T13:51:27+00:00,ok,
rust-lang/hashbrown,gh/155119796,0.53275,Rust,Apache License 2.0,2948,2018-10-28T21:58:58Z,2026-06-20T17:03:44Z,93,0,136,4,3.38,5,0,0,0,6344,False,2026-06-29T14:42:48+00:00,ok,
chalk/ansi-regex,gh/20451415,0.53251,JavaScript,MIT License,202,2014-06-03T16:58:37Z,2026-02-18T13:42:39Z,146,4,15,6,0.13,2,1,1,1,41350,False,2026-06-29T11:55:58+00:00,ok,
debug-js/debug,gh/2871998,0.53224,JavaScript,MIT License,11449,2011-11-29T01:08:27Z,2026-04-01T12:03:30Z,177,2,121,10,0.06,1,0,0,0,7045,False,2026-06-29T12:00:50+00:00,ok,
