github_repo,metric,2021,2022,2023,2024,2025,2021-2025
spacehuhntech/esp8266_deauther,first_date,2021-01-24,2022-04-17,,,,2021-01-24
spacehuhntech/esp8266_deauther,last_date,2021-08-21,2022-04-23,,,,2022-04-23
ffmpegwasm/ffmpeg.wasm,bus_factor,2,1,1,1,2,1
ffmpegwasm/ffmpeg.wasm,hhi,2604,5746,7598,4959,2469,4332
ffmpegwasm/ffmpeg.wasm,contributors,13,10,21,14,8,62
ffmpegwasm/ffmpeg.wasm,bots,1,1,1,1,0,1
ffmpegwasm/ffmpeg.wasm,commits,29,108,163,53,18,371
ffmpegwasm/ffmpeg.wasm,first_date,2021-01-10,2022-01-02,2023-01-08,2024-03-03,2025-01-05,2021-01-10
ffmpegwasm/ffmpeg.wasm,last_date,2021-11-27,2022-10-08,2023-12-30,2025-01-04,2025-09-20,2025-09-20
klipper3d/klipper,bus_factor,1,1,1,1,1,1
klipper3d/klipper,hhi,5673,4633,3212,4587,5058,4816
klipper3d/klipper,contributors,45,37,27,17,17,74
klipper3d/klipper,bots,0,0,0,0,0,0
klipper3d/klipper,commits,798,419,265,278,523,2283
klipper3d/klipper,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
klipper3d/klipper,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
rizinorg/rizin,bus_factor,3,3,4,3,2,4
rizinorg/rizin,hhi,1326,1430,1044,1248,1585,1000
rizinorg/rizin,contributors,40,27,37,29,31,93
rizinorg/rizin,bots,0,0,0,0,1,1
rizinorg/rizin,commits,1588,1132,588,575,683,4566
rizinorg/rizin,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
rizinorg/rizin,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
iplug2/iplug2,bus_factor,1,1,1,1,1,1
iplug2/iplug2,hhi,7470,7758,6498,8123,8831,7558
iplug2/iplug2,contributors,13,5,6,10,4,24
iplug2/iplug2,bots,0,0,0,0,2,2
iplug2/iplug2,commits,233,159,300,239,212,1143
iplug2/iplug2,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
iplug2/iplug2,last_date,2022-01-01,2022-12-31,2024-01-06,2024-12-28,2026-01-03,2026-01-03
raspberrypi/linux,bus_factor,18,16,14,13,14,17
raspberrypi/linux,hhi,246,288,300,396,270,276
raspberrypi/linux,contributors,93,91,90,84,78,93
raspberrypi/linux,bots,0,0,0,0,0,0
raspberrypi/linux,commits,25084,24259,24634,16974,1527,92478
raspberrypi/linux,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
raspberrypi/linux,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
wg/wrk,bus_factor,1,,,,,1
wg/wrk,hhi,10000,,,,,10000
wg/wrk,contributors,1,0,0,0,0,1
wg/wrk,bots,0,0,0,0,0,0
wg/wrk,commits,4,0,0,0,0,4
wg/wrk,first_date,2021-01-31,,,,,2021-01-31
wg/wrk,last_date,2021-02-13,,,,,2021-02-13
samypesse/how-to-make-a-computer-operating-system,bus_factor,,,,,,
samypesse/how-to-make-a-computer-operating-system,hhi,,,,,,
samypesse/how-to-make-a-computer-operating-system,contributors,0,0,0,0,0,0
samypesse/how-to-make-a-computer-operating-system,bots,0,0,0,0,0,0
samypesse/how-to-make-a-computer-operating-system,commits,0,0,0,0,0,0
samypesse/how-to-make-a-computer-operating-system,first_date,,,,,,
samypesse/how-to-make-a-computer-operating-system,last_date,,,,,,
octalmage/robotjs,bus_factor,1,,,,,1
octalmage/robotjs,hhi,5000,,,,,5000
octalmage/robotjs,contributors,2,0,0,0,0,2
octalmage/robotjs,bots,0,0,0,0,0,0
octalmage/robotjs,commits,2,0,0,0,0,2
octalmage/robotjs,first_date,2021-07-04,,,,,2021-07-04
octalmage/robotjs,last_date,2021-09-11,,,,,2021-09-11
peng-zhihui/dummy-robot,bus_factor,,1,,,,1
peng-zhihui/dummy-robot,hhi,,10000,,,,10000
peng-zhihui/dummy-robot,contributors,0,1,0,0,0,1
peng-zhihui/dummy-robot,bots,0,0,0,0,0,0
peng-zhihui/dummy-robot,commits,0,1,0,0,0,1
peng-zhihui/dummy-robot,first_date,,2022-07-24,,,,2022-07-24
peng-zhihui/dummy-robot,last_date,,2022-07-30,,,,2022-07-30
libarchive/libarchive,bus_factor,4,1,2,3,3,4
libarchive/libarchive,hhi,919,3983,2377,1250,1537,928
libarchive/libarchive,contributors,20,12,17,21,21,50
libarchive/libarchive,bots,0,0,1,1,1,1
libarchive/libarchive,commits,94,60,113,213,226,706
libarchive/libarchive,first_date,2021-02-07,2022-01-02,2023-01-08,2024-03-03,2025-01-05,2021-02-07
libarchive/libarchive,last_date,2021-12-25,2022-12-31,2024-01-06,2025-01-04,2025-12-27,2025-12-27
zephyrproject-rtos/zephyr,bus_factor,10,9,12,15,16,17
zephyrproject-rtos/zephyr,hhi,361,418,308,247,292,223
zephyrproject-rtos/zephyr,contributors,65,69,68,79,78,89
zephyrproject-rtos/zephyr,bots,0,0,0,0,0,0
zephyrproject-rtos/zephyr,commits,7748,8933,8763,10083,9420,44947
zephyrproject-rtos/zephyr,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
zephyrproject-rtos/zephyr,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
felixkratz/sketchybar,bus_factor,1,1,1,1,1,1
felixkratz/sketchybar,hhi,8098,9857,9402,8645,5690,8777
felixkratz/sketchybar,contributors,8,2,7,4,5,21
felixkratz/sketchybar,bots,0,0,0,0,0,0
felixkratz/sketchybar,commits,436,278,197,70,23,1004
felixkratz/sketchybar,first_date,2021-03-21,2022-01-02,2023-01-01,2024-01-07,2025-01-19,2021-03-21
felixkratz/sketchybar,last_date,2022-01-01,2022-12-31,2024-01-06,2024-12-21,2025-11-08,2025-11-08
webspiderutils/verification_code,bus_factor,,,1,,,1
webspiderutils/verification_code,hhi,,,10000,,,10000
webspiderutils/verification_code,contributors,0,0,1,0,0,1
webspiderutils/verification_code,bots,0,0,0,0,0,0
webspiderutils/verification_code,commits,0,0,2,0,0,2
webspiderutils/verification_code,first_date,,,2023-12-24,,,2023-12-24
webspiderutils/verification_code,last_date,,,2023-12-30,,,2023-12-30
libvips/libvips,bus_factor,1,1,2,2,1,1
libvips/libvips,hhi,5163,4252,3395,3639,4189,3862
libvips/libvips,contributors,21,17,13,24,12,60
libvips/libvips,bots,0,0,0,0,0,0
libvips/libvips,commits,473,404,250,276,394,1797
libvips/libvips,first_date,2021-01-03,2022-01-09,2023-01-01,2024-01-07,2025-01-05,2021-01-03
libvips/libvips,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
raysan5/raylib,bus_factor,1,1,1,1,1,1
raysan5/raylib,hhi,6885,6567,5570,3579,5532,5695
raysan5/raylib,contributors,33,34,42,38,37,83
raysan5/raylib,bots,0,0,1,1,1,1
raysan5/raylib,commits,902,477,618,467,1029,3493
raysan5/raylib,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
raysan5/raylib,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
epicgamesext/raddebugger,bus_factor,,,,1,1,1
epicgamesext/raddebugger,hhi,,,,7915,5563,6504
epicgamesext/raddebugger,contributors,0,0,0,13,7,16
epicgamesext/raddebugger,bots,0,0,0,0,0,0
epicgamesext/raddebugger,commits,0,0,0,1762,1780,3542
epicgamesext/raddebugger,first_date,,,,2024-01-07,2025-01-05,2024-01-07
epicgamesext/raddebugger,last_date,,,,2025-01-04,2025-11-15,2025-11-15
hashcat/hashcat-legacy,bus_factor,,1,,,,1
hashcat/hashcat-legacy,hhi,,10000,,,,10000
hashcat/hashcat-legacy,contributors,0,1,0,0,0,1
hashcat/hashcat-legacy,bots,0,0,0,0,0,0
hashcat/hashcat-legacy,commits,0,2,0,0,0,2
hashcat/hashcat-legacy,first_date,,2022-09-25,,,,2022-09-25
hashcat/hashcat-legacy,last_date,,2022-10-01,,,,2022-10-01
reactos/reactos,bus_factor,4,4,3,4,3,4
reactos/reactos,hhi,914,1180,1507,1092,1277,940
reactos/reactos,contributors,40,41,39,44,32,61
reactos/reactos,bots,0,0,0,0,0,0
reactos/reactos,commits,1659,1390,1821,1754,1455,8079
reactos/reactos,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
reactos/reactos,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
microsoft/mimalloc,bus_factor,1,1,1,1,1,1
microsoft/mimalloc,hhi,6082,8285,8732,8958,9168,8179
microsoft/mimalloc,contributors,26,17,6,18,9,66
microsoft/mimalloc,bots,0,0,1,1,0,1
microsoft/mimalloc,commits,255,266,136,373,211,1241
microsoft/mimalloc,first_date,2021-01-17,2022-01-02,2023-01-29,2024-02-25,2025-01-05,2021-01-17
microsoft/mimalloc,last_date,2022-01-01,2022-12-24,2023-07-15,2025-01-04,2025-12-27,2025-12-27
handbrake/handbrake,bus_factor,2,2,2,2,2,2
handbrake/handbrake,hhi,3326,2565,3048,2285,2803,2623
handbrake/handbrake,contributors,16,19,17,17,16,51
handbrake/handbrake,bots,1,1,1,1,1,1
handbrake/handbrake,commits,480,448,569,614,428,2539
handbrake/handbrake,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
handbrake/handbrake,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
bol-van/zapret,bus_factor,,,,2,3,4
bol-van/zapret,hhi,,,,1775,1319,991
bol-van/zapret,contributors,0,0,0,10,14,21
bol-van/zapret,bots,0,0,0,1,0,1
bol-van/zapret,commits,0,0,0,40,24,64
bol-van/zapret,first_date,,,,2024-09-29,2025-01-05,2024-09-29
bol-van/zapret,last_date,,,,2025-01-04,2026-01-03,2026-01-03
tsl0922/ttyd,bus_factor,1,1,1,1,2,1
tsl0922/ttyd,hhi,9702,7084,4825,4129,2800,6702
tsl0922/ttyd,contributors,2,11,10,10,4,31
tsl0922/ttyd,bots,2,1,1,1,0,2
tsl0922/ttyd,commits,66,75,41,27,5,214
tsl0922/ttyd,first_date,2021-01-03,2022-01-02,2023-01-08,2024-01-14,2025-01-05,2021-01-03
tsl0922/ttyd,last_date,2021-12-11,2022-12-31,2023-11-25,2024-11-30,2025-08-02,2025-08-02
bdwgc/bdwgc,bus_factor,1,1,1,1,1,1
bdwgc/bdwgc,hhi,8674,9126,8955,8997,8751,8924
bdwgc/bdwgc,contributors,10,14,18,10,12,46
bdwgc/bdwgc,bots,0,0,0,0,0,0
bdwgc/bdwgc,commits,347,535,594,618,416,2510
bdwgc/bdwgc,first_date,2021-01-17,2022-01-02,2023-01-01,2024-01-07,2025-01-12,2021-01-17
bdwgc/bdwgc,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
iovisor/bcc,bus_factor,3,4,5,3,3,6
iovisor/bcc,hhi,1170,1027,865,1504,1358,665
iovisor/bcc,contributors,27,30,23,16,16,55
iovisor/bcc,bots,0,0,0,0,0,0
iovisor/bcc,commits,266,301,126,95,108,896
iovisor/bcc,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
iovisor/bcc,last_date,2022-01-01,2022-12-31,2023-12-30,2024-12-21,2025-12-13,2025-12-13
brunodev85/winlator,bus_factor,,,1,1,1,1
brunodev85/winlator,hhi,,,10000,6088,10000,8055
brunodev85/winlator,contributors,0,0,1,8,1,8
brunodev85/winlator,bots,0,0,0,0,0,0
brunodev85/winlator,commits,0,0,21,40,26,87
brunodev85/winlator,first_date,,,2023-07-23,2024-01-21,2025-01-05,2023-07-23
brunodev85/winlator,last_date,,,2023-12-23,2025-01-04,2025-09-27,2025-09-27
nmap/nmap,bus_factor,1,1,1,1,1,1
nmap/nmap,hhi,9817,10000,10000,10000,10000,9976
nmap/nmap,contributors,2,1,1,1,1,2
nmap/nmap,bots,0,0,0,0,0,0
nmap/nmap,commits,108,188,124,263,158,841
nmap/nmap,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-14,2025-01-05,2021-01-03
nmap/nmap,last_date,2021-12-18,2022-12-17,2023-12-16,2024-12-21,2025-10-25,2025-10-25
mdbtools/mdbtools,bus_factor,1,1,3,1,1,1
mdbtools/mdbtools,hhi,5369,4286,1528,5200,3750,4756
mdbtools/mdbtools,contributors,18,3,8,4,3,30
mdbtools/mdbtools,bots,0,0,0,0,0,0
mdbtools/mdbtools,commits,157,7,12,10,4,190
mdbtools/mdbtools,first_date,2021-01-03,2022-01-23,2023-01-29,2024-02-11,2025-05-18,2021-01-03
mdbtools/mdbtools,last_date,2021-10-30,2022-12-17,2023-10-14,2024-12-28,2025-10-25,2025-10-25
swiftlatex/swiftlatex,bus_factor,,1,1,,,1
swiftlatex/swiftlatex,hhi,,4321,5000,,,3650
swiftlatex/swiftlatex,contributors,0,3,2,0,0,4
swiftlatex/swiftlatex,bots,0,0,0,0,0,0
swiftlatex/swiftlatex,commits,0,18,2,0,0,20
swiftlatex/swiftlatex,first_date,,2022-02-13,2023-09-17,,,2022-02-13
swiftlatex/swiftlatex,last_date,,2022-07-09,2023-12-16,,,2023-12-16
coolsnowwolf/lede,bus_factor,2,4,3,1,1,3
coolsnowwolf/lede,hhi,1747,1221,1342,3340,3312,1670
coolsnowwolf/lede,contributors,55,59,43,40,28,87
coolsnowwolf/lede,bots,0,0,0,0,0,0
coolsnowwolf/lede,commits,1109,1562,610,722,475,4478
coolsnowwolf/lede,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
coolsnowwolf/lede,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
timescale/timescaledb,bus_factor,2,3,4,3,3,3
timescale/timescaledb,hhi,2274,1732,1140,1388,1639,1398
timescale/timescaledb,contributors,26,27,28,22,29,69
timescale/timescaledb,bots,0,0,0,0,0,0
timescale/timescaledb,commits,554,641,707,766,945,3613
timescale/timescaledb,first_date,2021-01-10,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-10
timescale/timescaledb,last_date,2021-12-25,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
cesanta/mongoose,bus_factor,1,1,1,1,1,1
cesanta/mongoose,hhi,7688,5668,4911,5061,6344,4546
cesanta/mongoose,contributors,18,16,8,6,5,39
cesanta/mongoose,bots,0,0,0,0,0,0
cesanta/mongoose,commits,409,693,527,321,295,2245
cesanta/mongoose,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
cesanta/mongoose,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
vurtun/nuklear,bus_factor,,,,,,
vurtun/nuklear,hhi,,,,,,
vurtun/nuklear,contributors,0,0,0,0,0,0
vurtun/nuklear,bots,0,0,0,0,0,0
vurtun/nuklear,commits,0,0,0,0,0,0
vurtun/nuklear,first_date,,,,,,
vurtun/nuklear,last_date,,,,,,
valinet/explorerpatcher,bus_factor,1,1,1,1,1,1
valinet/explorerpatcher,hhi,9635,9873,5721,8328,8371,5618
valinet/explorerpatcher,contributors,5,2,4,6,5,17
valinet/explorerpatcher,bots,0,0,0,0,0,0
valinet/explorerpatcher,commits,325,313,124,156,58,976
valinet/explorerpatcher,first_date,2021-08-08,2022-01-02,2023-02-26,2024-01-07,2025-01-26,2021-08-08
valinet/explorerpatcher,last_date,2022-01-01,2022-11-19,2023-12-23,2024-12-28,2025-11-08,2025-11-08
rui314/chibicc,bus_factor,,,,,,
rui314/chibicc,hhi,,,,,,
rui314/chibicc,contributors,0,0,0,0,0,0
rui314/chibicc,bots,0,0,0,0,0,0
rui314/chibicc,commits,0,0,0,0,0,0
rui314/chibicc,first_date,,,,,,
rui314/chibicc,last_date,,,,,,
samdenty/wi-pwn,bus_factor,1,1,,,,1
samdenty/wi-pwn,hhi,10000,10000,,,,10000
samdenty/wi-pwn,contributors,1,1,0,0,0,1
samdenty/wi-pwn,bots,0,0,0,0,0,0
samdenty/wi-pwn,commits,4,1,0,0,0,5
samdenty/wi-pwn,first_date,2021-04-25,2022-03-06,,,,2021-04-25
samdenty/wi-pwn,last_date,2021-05-01,2022-03-12,,,,2022-03-12
cfenollosa/os-tutorial,bus_factor,,,1,,,1
cfenollosa/os-tutorial,hhi,,,10000,,,10000
cfenollosa/os-tutorial,contributors,0,0,1,0,0,1
cfenollosa/os-tutorial,bots,0,0,0,0,0,0
cfenollosa/os-tutorial,commits,0,0,1,0,0,1
cfenollosa/os-tutorial,first_date,,,2023-09-17,,,2023-09-17
cfenollosa/os-tutorial,last_date,,,2023-09-23,,,2023-09-23
kingtoolbox/windterm,bus_factor,1,1,,,1,1
kingtoolbox/windterm,hhi,10000,7812,,,10000,8951
kingtoolbox/windterm,contributors,1,2,0,0,1,2
kingtoolbox/windterm,bots,0,0,0,0,0,0
kingtoolbox/windterm,commits,8,8,0,0,2,18
kingtoolbox/windterm,first_date,2021-03-07,2022-02-13,,,2025-01-12,2021-03-07
kingtoolbox/windterm,last_date,2021-11-20,2022-08-27,,,2025-02-15,2025-02-15
nvidia/open-gpu-kernel-modules,bus_factor,,2,1,1,1,2
nvidia/open-gpu-kernel-modules,hhi,,2033,3906,6358,4550,2288
nvidia/open-gpu-kernel-modules,contributors,0,11,3,3,3,14
nvidia/open-gpu-kernel-modules,bots,0,0,0,0,0,0
nvidia/open-gpu-kernel-modules,commits,0,29,19,18,20,86
nvidia/open-gpu-kernel-modules,first_date,,2022-05-08,2023-01-01,2024-01-21,2025-01-26,2022-05-08
nvidia/open-gpu-kernel-modules,last_date,,2022-12-10,2023-11-25,2024-12-07,2025-12-20,2025-12-20
woltapp/blurhash,bus_factor,4,1,3,1,,4
woltapp/blurhash,hhi,1429,3528,1562,5000,,1920
woltapp/blurhash,contributors,7,13,7,2,0,25
woltapp/blurhash,bots,0,1,0,0,0,1
woltapp/blurhash,commits,7,31,8,4,0,50
woltapp/blurhash,first_date,2021-01-10,2022-01-23,2023-01-22,2024-01-28,,2021-01-10
woltapp/blurhash,last_date,2021-12-11,2022-12-03,2023-12-02,2024-05-25,,2024-05-25
lexborisov/myhtml,bus_factor,,,,,,
lexborisov/myhtml,hhi,,,,,,
lexborisov/myhtml,contributors,0,0,0,0,0,0
lexborisov/myhtml,bots,0,0,0,0,0,0
lexborisov/myhtml,commits,0,0,0,0,0,0
lexborisov/myhtml,first_date,,,,,,
lexborisov/myhtml,last_date,,,,,,
thealgorithms/c,bus_factor,2,2,2,,,2
thealgorithms/c,hhi,2407,2782,3005,,,2416
thealgorithms/c,contributors,13,15,13,0,0,33
thealgorithms/c,bots,0,0,0,0,0,0
thealgorithms/c,commits,127,114,131,0,0,372
thealgorithms/c,first_date,2021-01-03,2022-01-09,2023-01-01,,,2021-01-03
thealgorithms/c,last_date,2021-12-11,2022-12-31,2023-09-30,,,2023-09-30
s-macke/voxelspace,bus_factor,,,,,,
s-macke/voxelspace,hhi,,,,,,
s-macke/voxelspace,contributors,0,0,0,0,0,0
s-macke/voxelspace,bots,0,0,0,0,0,0
s-macke/voxelspace,commits,0,0,0,0,0,0
s-macke/voxelspace,first_date,,,,,,
s-macke/voxelspace,last_date,,,,,,
memcached/memcached,bus_factor,1,1,1,1,1,1
memcached/memcached,hhi,5113,6541,6846,8488,7685,7073
memcached/memcached,contributors,7,17,12,10,7,39
memcached/memcached,bots,0,0,0,0,0,0
memcached/memcached,commits,48,129,125,139,72,513
memcached/memcached,first_date,2021-02-21,2022-01-09,2023-01-01,2024-01-07,2025-01-12,2021-02-21
memcached/memcached,last_date,2021-12-18,2022-12-17,2023-12-02,2025-01-04,2025-12-20,2025-12-20
krallin/tini,bus_factor,1,1,1,1,1,3
krallin/tini,hhi,5000,10000,5000,10000,5000,1562
krallin/tini,contributors,2,1,2,1,2,7
krallin/tini,bots,0,0,0,0,0,0
krallin/tini,commits,2,1,2,1,2,8
krallin/tini,first_date,2021-07-11,2022-09-18,2023-01-22,2024-04-14,2025-03-23,2021-07-11
krallin/tini,last_date,2021-11-20,2022-09-24,2023-02-11,2024-04-20,2025-05-10,2025-05-10
jdah/jdh-8,bus_factor,1,1,,,,1
jdah/jdh-8,hhi,6800,5556,,,,6547
jdah/jdh-8,contributors,2,2,0,0,0,3
jdah/jdh-8,bots,0,0,0,0,0,0
jdah/jdh-8,commits,30,3,0,0,0,33
jdah/jdh-8,first_date,2021-04-25,2022-01-02,,,,2021-04-25
jdah/jdh-8,last_date,2022-01-01,2022-04-30,,,,2022-04-30
openssl/openssl,bus_factor,3,4,3,4,5,4
openssl/openssl,hhi,1404,1052,1688,798,859,854
openssl/openssl,contributors,40,39,39,45,46,73
openssl/openssl,bots,0,1,1,1,1,1
openssl/openssl,commits,2650,1421,1831,1456,1835,9193
openssl/openssl,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
openssl/openssl,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
nicbarker/clay,bus_factor,,,,1,1,1
nicbarker/clay,hhi,,,,5488,2850,3598
nicbarker/clay,contributors,0,0,0,20,78,91
nicbarker/clay,bots,0,0,0,0,1,1
nicbarker/clay,commits,0,0,0,122,253,375
nicbarker/clay,first_date,,,,2024-08-18,2025-01-05,2024-08-18
nicbarker/clay,last_date,,,,2025-01-04,2026-01-03,2026-01-03
duixcom/duix-avatar,bus_factor,,,,,1,1
duixcom/duix-avatar,hhi,,,,,7239,7239
duixcom/duix-avatar,contributors,0,0,0,0,5,5
duixcom/duix-avatar,bots,0,0,0,0,0,0
duixcom/duix-avatar,commits,0,0,0,0,83,83
duixcom/duix-avatar,first_date,,,,,2025-03-02,2025-03-02
duixcom/duix-avatar,last_date,,,,,2025-10-04,2025-10-04
conformal/spectrwm,bus_factor,1,1,1,1,1,1
conformal/spectrwm,hhi,3979,4259,7812,5702,9460,6440
conformal/spectrwm,contributors,5,4,4,6,2,12
conformal/spectrwm,bots,0,0,0,0,0,0
conformal/spectrwm,commits,17,18,67,66,36,204
conformal/spectrwm,first_date,2021-01-10,2022-01-23,2023-01-01,2024-01-07,2025-01-19,2021-01-10
conformal/spectrwm,last_date,2021-12-25,2022-12-31,2023-12-30,2024-12-21,2025-10-18,2025-10-18
codeplea/genann,bus_factor,,,,,,
codeplea/genann,hhi,,,,,,
codeplea/genann,contributors,0,0,0,0,0,0
codeplea/genann,bots,0,0,0,0,0,0
codeplea/genann,commits,0,0,0,0,0,0
codeplea/genann,first_date,,,,,,
codeplea/genann,last_date,,,,,,
haiwen/seafile,bus_factor,2,1,1,1,1,1
haiwen/seafile,hhi,3047,4900,5276,5740,5801,4504
haiwen/seafile,contributors,6,4,4,5,3,15
haiwen/seafile,bots,0,0,0,0,0,0
haiwen/seafile,commits,16,20,31,51,32,150
haiwen/seafile,first_date,2021-01-10,2022-02-20,2023-01-08,2024-01-14,2025-01-12,2021-01-10
haiwen/seafile,last_date,2021-11-20,2022-12-31,2023-11-25,2024-12-21,2026-01-03,2026-01-03
micropython/micropython,bus_factor,1,2,2,2,3,3
micropython/micropython,hhi,2803,1924,1850,2129,1648,1835
micropython/micropython,contributors,38,39,42,35,36,68
micropython/micropython,bots,0,1,1,1,1,1
micropython/micropython,commits,879,1352,1052,997,1279,5559
micropython/micropython,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
micropython/micropython,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
cloudwu/skynet,bus_factor,1,2,3,4,3,2
cloudwu/skynet,hhi,5875,2414,1612,851,1358,2415
cloudwu/skynet,contributors,12,17,16,22,16,56
cloudwu/skynet,bots,0,0,0,0,0,0
cloudwu/skynet,commits,105,58,40,48,36,287
cloudwu/skynet,first_date,2021-01-10,2022-01-16,2023-01-01,2024-01-07,2025-01-12,2021-01-10
cloudwu/skynet,last_date,2021-12-25,2022-11-26,2024-01-06,2025-01-04,2026-01-03,2026-01-03
davegamble/cjson,bus_factor,2,5,2,2,1,3
davegamble/cjson,hhi,2653,1111,2500,3152,6250,1545
davegamble/cjson,contributors,5,9,5,5,2,21
davegamble/cjson,bots,0,0,0,0,0,0
davegamble/cjson,commits,7,9,8,21,4,49
davegamble/cjson,first_date,2021-08-22,2022-01-16,2023-06-25,2024-03-24,2025-04-20,2021-08-22
davegamble/cjson,last_date,2021-10-23,2022-04-02,2023-12-30,2024-08-31,2025-09-13,2025-09-13
fogleman/craft,bus_factor,1,,,,,1
fogleman/craft,hhi,10000,,,,,10000
fogleman/craft,contributors,1,0,0,0,0,1
fogleman/craft,bots,0,0,0,0,0,0
fogleman/craft,commits,1,0,0,0,0,1
fogleman/craft,first_date,2021-02-21,,,,,2021-02-21
fogleman/craft,last_date,2021-02-27,,,,,2021-02-27
osmc/osmc,bus_factor,2,1,1,1,1,1
osmc/osmc,hhi,3325,6460,6255,5620,6495,4649
osmc/osmc,contributors,10,9,9,6,5,16
osmc/osmc,bots,0,0,0,0,0,0
osmc/osmc,commits,578,317,255,145,88,1383
osmc/osmc,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
osmc/osmc,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
jp9000/obs,bus_factor,,,,,,
jp9000/obs,hhi,,,,,,
jp9000/obs,contributors,0,0,0,0,0,0
jp9000/obs,bots,0,0,0,0,0,0
jp9000/obs,commits,0,0,0,0,0,0
jp9000/obs,first_date,,,,,,
jp9000/obs,last_date,,,,,,
kaansenol5/vibeos,bus_factor,,,,,1,1
kaansenol5/vibeos,hhi,,,,,10000,10000
kaansenol5/vibeos,contributors,0,0,0,0,1,1
kaansenol5/vibeos,bots,0,0,0,0,1,1
kaansenol5/vibeos,commits,0,0,0,0,150,150
kaansenol5/vibeos,first_date,,,,,2025-12-07,2025-12-07
kaansenol5/vibeos,last_date,,,,,2026-01-03,2026-01-03
nginx/nginx,bus_factor,2,2,2,2,1,2
nginx/nginx,hhi,2375,2689,3211,3019,3967,2308
nginx/nginx,contributors,9,11,5,21,20,44
nginx/nginx,bots,0,0,0,0,0,0
nginx/nginx,commits,470,208,178,135,151,1142
nginx/nginx,first_date,2021-01-10,2022-01-09,2023-01-01,2024-01-14,2025-01-05,2021-01-10
nginx/nginx,last_date,2022-01-01,2022-12-24,2023-12-30,2025-01-04,2025-12-27,2025-12-27
