"package","github_repo","git","language","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","license"
"redis","","","c/c++","430610","0","851365","222409","284950","363717","True","True","False","0.00099028","C","agpl-3.0-only and bsd-2-clause and bsl-1.0 and mit and (cc0-1.0 or bsd-2-clause)"
"qemu","","","c/c++","428950","0","641065","267620","444755","362362","True","True","False","0.00098647","C","gpl-2.0-only"
"six","benjaminp/six","https://github.com/benjaminp/six.git","python","420464","0","1314388","209478","110772","47218","True","False","False","0.00096695","C","mit"
"uvwasi","nodejs/uvwasi","https://github.com/nodejs/uvwasi.git","c/c++","234930","0","0","0","0","234930","True","True","False","0.00096569","C","mit"
"pinentry","","","c/c++","334378","0","534410","64499","434205","304400","True","True","False","0.00093244","C","gpl-2.0-only"
"frei0r","dyne/frei0r","https://github.com/dyne/frei0r.git","c/c++","398792","0","650875","174881","391344","378069","True","True","False","0.00092520","C","gpl-2.0-or-later"
"rust","","","c/c++","402215","0","442445","230268","470018","466131","True","True","False","0.00092498","C","apache-2.0 or mit"
"libunibreak","adah1972/libunibreak","https://github.com/adah1972/libunibreak.git","c/c++","288566","0","451306","123011","336563","243384","True","True","False","0.00092360","C","zlib"
"pcre","","","c/c++","401587","0","1143711","133872","205244","123522","True","True","False","0.00092354","C","bsd-3-clause"
"apr-util","","","c/c++","316817","0","860213","169187","140652","97219","True","True","False","0.00092037","C","apache-2.0"
"neovim","neovim/neovim","https://github.com/neovim/neovim.git","c/c++","399934","0","472320","165103","412890","549426","True","True","False","0.00091974","C","apache-2.0"
"bzip2","","https://sourceware.org/bzip2/","c/c++","383645","0","68210","230946","567336","668090","True","True","False","0.00091382","C","bzip2-1.0.6"
"cocoapods","CocoaPods/CocoaPods","https://github.com/cocoapods/cocoapods.git","c/c++","396699","0","563789","193327","437433","392248","True","True","False","0.00091230","C","mit"
"python-packaging","","","python","393852","0","0","20982","774324","386251","True","False","False","0.00090575","C","apache-2.0 or bsd-2-clause"
"luajit","LuaJIT/LuaJIT","https://github.com/luajit/luajit.git","c/c++","347785","0","526759","149803","357519","357059","True","True","False","0.00090455","C","mit"
"llhttp","nodejs/llhttp","https://github.com/nodejs/llhttp.git","c/c++","20","0","0","0","20","0","False","True","True","0.00090161","C","mit"
"fzf","junegunn/fzf","https://github.com/junegunn/fzf.git","go","388538","0","437744","121269","456519","538623","True","False","False","0.00089353","C","mit"
"zimg","sekrit-twc/zimg","https://github.com/sekrit-twc/zimg.git","c/c++","364072","0","702184","158892","259133","336080","True","True","False","0.00089243","C","wtfpl"
"berkeley-db@5","","","c/c++","291419","0","5284","120435","503493","536467","True","True","False","0.00088696","C","sleepycat"
"dbus","","","c/c++","318864","0","251474","129629","389730","504624","True","True","False","0.00088428","C","afl-2.1 or gpl-2.0-or-later"
"mongosh","mongodb-js/mongosh","https://github.com/mongodb-js/mongosh.git","node","344273","0","585981","173341","354858","262913","True","False","False","0.00087752","C","apache-2.0"
"libde265","strukturag/libde265","https://github.com/strukturag/libde265.git","c/c++","292972","0","594265","133389","218635","225601","True","True","False","0.00087236","C","lgpl-3.0-or-later"
"nss","","","c/c++","357458","0","628946","131455","326914","342518","True","True","False","0.00087228","C","mpl-2.0"
"edencommon","facebookexperimental/edencommon","https://github.com/facebookexperimental/edencommon.git","c/c++","318274","0","445208","206279","358347","263265","True","True","False","0.00086735","C","mit"
"maven","","","java","373997","0","632603","210998","348811","303577","True","False","False","0.00086009","C","apache-2.0"
"nghttp2","nghttp2/nghttp2","https://github.com/nghttp2/nghttp2.git","c/c++","371999","0","970100","205377","215244","97275","True","True","True","0.00085549","C","mit"
"vim","vim/vim","https://github.com/vim/vim.git","c/c++","366637","0","727565","166018","305468","267497","True","True","False","0.00084316","C","vim"
"libraw","","","c/c++","362567","0","877101","78238","263018","231911","True","True","False","0.00083859","C","lgpl-2.1-only or cddl-1.0"
"ninja","ninja-build/ninja","https://github.com/ninja-build/ninja.git","c/c++","296268","0","285534","119469","326574","453495","True","True","True","0.00083570","C","apache-2.0"
"usage","jdx/usage","https://github.com/jdx/usage.git","rust","108961","0","0","0","34644","183279","True","False","False","0.00082885","C","mit"
"azure-cli","Azure/azure-cli","https://github.com/azure/azure-cli.git","rust","360354","0","505132","159426","341025","435835","True","False","False","0.00082871","C","mit"
"rbenv","rbenv/rbenv","https://github.com/rbenv/rbenv.git","c/c++","359313","0","326869","83735","497338","529310","True","True","False","0.00082632","C","mit"
"openjdk@11","openjdk/jdk11u","https://github.com/openjdk/jdk11u.git","c/c++","356349","0","670247","201514","317120","236516","True","True","False","0.00081950","C","gpl-2.0-only"
"tree","Old-Man-Programmer/tree","https://github.com/old-man-programmer/tree.git","c/c++","320156","0","555217","127343","304619","293448","True","True","False","0.00081900","C","gpl-2.0-or-later"
"glibc","","","c/c++","354990","0","0","197659","588383","278929","True","True","False","0.00081638","C","gpl-2.0-or-later and lgpl-2.1-or-later"
"poppler","","","c/c++","342841","0","450745","148464","327904","444254","True","True","False","0.00079942","C","gpl-2.0-only"
"tree-sitter","tree-sitter/tree-sitter","https://github.com/tree-sitter/tree-sitter.git","c/c++","301452","0","319776","81854","415386","388793","True","True","False","0.00079773","C","mit"
"openjdk@17","openjdk/jdk17u","https://github.com/openjdk/jdk17u.git","c/c++","323481","0","353028","160422","346607","433870","True","True","False","0.00079321","C","gpl-2.0-only with classpath-exception-2.0"
"aws-c-common","awslabs/aws-c-common","https://github.com/awslabs/aws-c-common.git","c/c++","38105","0","0","0","4979","71232","True","True","False","0.00078876","C","apache-2.0"
"yq","mikefarah/yq","https://github.com/mikefarah/yq.git","go","342580","0","275397","111268","448044","535611","True","False","False","0.00078784","C","mit"
"automake","","","c/c++","341353","0","563627","148265","312775","340747","True","True","False","0.00078502","C","gpl-2.0-or-later"
"rtmpdump","","https://git.ffmpeg.org/rtmpdump.git","c/c++","338635","0","563128","225172","321135","245106","True","True","False","0.00078225","C","gpl-2.0-or-later and lgpl-2.1-or-later"
"yt-dlp","yt-dlp/yt-dlp","https://github.com/yt-dlp/yt-dlp.git","node","333403","0","230129","78861","402676","621947","True","False","False","0.00077258","C","unlicense"
"zeromq","zeromq/libzmq","https://github.com/zeromq/libzmq.git","c/c++","305864","0","506692","91579","293639","331549","True","True","True","0.00076913","C","mpl-2.0"
"libidn","","","c/c++","293129","0","730857","62856","211556","167248","True","True","False","0.00076352","C","gpl-2.0-or-later or lgpl-3.0-or-later"
"libmicrohttpd","","","c/c++","177963","0","5765","4298","387869","313923","True","True","False","0.00076202","C","lgpl-2.1-or-later"
"libtommath","libtom/libtommath","https://github.com/libtom/libtommath.git","c/c++","53827","0","716","441","62585","151567","True","True","False","0.00075411","C","unlicense"
"speex","","","c/c++","315182","0","786174","85985","182598","205973","True","True","False","0.00075123","C","bsd-3-clause"
"qt","","","c/c++","324718","0","566428","149809","332375","250260","True","True","False","0.00074676","C","bsd-3-clause and gfdl-1.3-no-invariants-only and gpl-2.0-only and (gpl-3.0-only with qt-gpl-exception-1.0) and lgpl-3.0-only"
"tmux","tmux/tmux","https://github.com/tmux/tmux.git","c/c++","313602","0","483431","129580","348717","292682","True","True","True","0.00074672","C","isc"
"qt@5","","","c/c++","287482","0","672029","150741","197397","129762","True","True","False","0.00074460","C","gfdl-1.3-only and gpl-2.0-only and gpl-3.0-only and lgpl-2.1-only and lgpl-3.0-only"
"shared-mime-info","","https://gitlab.freedesktop.org/xdg/shared-mime-info.git","c/c++","322284","0","552997","91632","329766","314744","True","True","False","0.00074116","C","gpl-2.0-only"
"opencore-amr","","","c/c++","313468","0","772092","89364","183400","209019","True","True","False","0.00073246","C","apache-2.0"
"lima","lima-vm/lima","https://github.com/lima-vm/lima.git","go","178456","0","261156","84360","199989","168319","True","False","False","0.00071358","C","apache-2.0"
"lua","","","c/c++","236781","0","346485","151832","204759","244050","True","True","False","0.00070778","C","mit"
"binutils","","","c/c++","306369","0","67416","254624","481781","421658","True","True","False","0.00070456","C","gpl-2.0-or-later and gpl-3.0-or-later and lgpl-2.0-or-later and lgpl-3.0-only"
"xcbeautify","cpisciotta/xcbeautify","https://github.com/cpisciotta/xcbeautify.git","c/c++","306106","0","54718","123824","437308","608575","True","True","False","0.00070396","C","mit"
"linux-headers@6.8","","","c/c++","0","0","0","0","0","0","False","True","False","0.00069371","C","gpl-2.0-only"
"docker-compose","docker/compose","https://github.com/docker/compose.git","go","300141","0","382885","130302","313939","373440","True","False","False","0.00069024","C","apache-2.0"
"yarn","","","c/c++","299921","0","670366","120263","255967","153090","True","True","False","0.00068973","C","bsd-2-clause"
"git-lfs","git-lfs/git-lfs","https://github.com/git-lfs/git-lfs.git","go","299270","0","366205","121121","315201","394556","True","False","False","0.00068824","C","mit"
"swiftlint","realm/SwiftLint","https://github.com/realm/swiftlint.git","c/c++","297354","0","127952","157646","456766","447055","True","True","False","0.00068383","C","mit"
"ansible","","","rust","296338","0","484654","156875","285310","258515","True","False","False","0.00068149","C","gpl-3.0-or-later"
"libpthread-stubs","","","c/c++","295982","0","1056018","72081","47588","8241","True","True","False","0.00068068","C","mit"
"mise","jdx/mise","https://github.com/jdx/mise.git","rust","295918","0","0","0","150546","441291","True","False","False","0.00068053","C","mit"
"libtirpc","","","c/c++","180808","0","0","103878","322917","115630","True","True","False","0.00067597","C","bsd-3-clause"
"hdf5","HDFGroup/hdf5","https://github.com/hdfgroup/hdf5.git","c/c++","217962","0","394292","110528","213597","153434","True","True","True","0.00067455","C","bsd-3-clause"
"openjdk@21","openjdk/jdk21u","https://github.com/openjdk/jdk21u.git","c/c++","156001","0","0","0","90249","221753","True","True","False","0.00066868","C","gpl-2.0-only with classpath-exception-2.0"
"simdjson","simdjson/simdjson","https://github.com/simdjson/simdjson.git","c/c++","93378","0","1144","603","2990","368777","True","True","True","0.00066814","C","apache-2.0"
"npth","","","c/c++","215565","0","256757","41488","299234","264782","True","True","False","0.00065920","C","lgpl-2.1-or-later"
"theora","","","c/c++","265951","0","432255","82978","226914","321658","True","True","False","0.00064546","C","bsd-3-clause"
"mkcert","FiloSottile/mkcert","https://github.com/filosottile/mkcert.git","go","276172","0","104531","104745","244779","650634","True","False","False","0.00063512","C","bsd-3-clause"
"jpeg","","","c/c++","272910","0","784101","49285","161522","96734","True","True","False","0.00062762","C","ijg"
"composer","","","c/c++","272755","0","499924","118390","253522","219185","True","True","False","0.00062726","C","mit"
"gpgme","","","c/c++","166890","0","58435","28179","274881","306067","True","True","False","0.00061958","C","lgpl-2.1-or-later"
"pandoc","jgm/pandoc","https://github.com/jgm/pandoc.git","haskell","253368","0","274392","137773","287552","313758","True","False","False","0.00061294","C","gpl-2.0-or-later"
"unzip","","","c/c++","260077","0","51565","157183","377669","453891","True","True","False","0.00061187","C","info-zip"
"gradle","","","java","262803","0","373515","120544","283259","273897","True","False","False","0.00060437","C","apache-2.0"
"gnu-getopt","util-linux/util-linux","https://github.com/util-linux/util-linux.git","c/c++","239271","0","692615","71915","111067","81490","True","True","True","0.00059292","C","gpl-2.0-or-later"
"erlang","erlang/otp","https://github.com/erlang/otp.git","c/c++","141272","0","275808","62633","114622","112025","True","True","False","0.00059095","C","apache-2.0"
"libudfread","","","c/c++","125729","0","0","0","0","125729","True","True","False","0.00058846","C","lgpl-2.1-or-later"
"libaec","","https://gitlab.dkrz.de/k202009/libaec.git","c/c++","126655","0","240777","35127","131160","99557","True","True","False","0.00057159","C","bsd-2-clause"
"qtdeclarative","","","c/c++","22059","0","0","0","0","22059","True","True","False","0.00057025","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-2-clause and bsd-3-clause"
"nmap","","","c/c++","241190","0","322011","133406","210636","298707","True","True","False","0.00055467","C","licenseref-homebrew-cannot-represent"
