"package","github_repo","git","eco_guess","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class"
"kaddressbook","","https://invent.kde.org/pim/kaddressbook","","21902","18107","16871","21179","23972","29382","True","True","False","0.00005321","D"
"korganizer","","","","21876","18037","16833","21145","23974","29393","True","True","False","0.00005314","D"
"kdesu","","https://invent.kde.org/frameworks/kdesu","","21872","20999","19597","24126","27090","17548","True","True","False","0.00005313","D"
"enca","","","","21675","30423","23116","20909","16480","17447","True","True","False","0.00005307","D"
"akregator","","","","21834","18032","16857","21116","23911","29254","True","True","False","0.00005304","D"
"source-highlight","","","","20443","10695","14675","16320","21268","39259","True","True","False","0.00005300","D"
"libnet","libnet/libnet","https://github.com/libnet/libnet.git","","21766","17638","17629","18349","25161","30054","True","True","False","0.00005288","D"
"libdevel-globaldestruction-perl","","","","21755","25334","21260","20821","20741","20619","True","True","False","0.00005285","D"
"kmail","","","","21719","18043","16791","21058","23688","29017","True","True","False","0.00005276","D"
"freetds","","","","8100","8775","8158","7961","7742","7868","False","True","False","0.00005264","D"
"meanwhile","obriencj/meanwhile","https://github.com/obriencj/meanwhile.git","","21207","27953","21101","21518","17851","17612","True","True","False","0.00005263","D"
"snapd-glib","snapcore/snapd-glib","https://github.com/snapcore/snapd-glib.git","","21585","39","2215","21638","48901","35132","True","True","False","0.00005244","D"
"libkml","libkml/libkml","https://github.com/libkml/libkml.git","","21435","22469","21671","23087","22963","16988","True","True","False","0.00005238","D"
"plasma-activities","","https://invent.kde.org/plasma/plasma-activities","","13813","0","0","0","3320","24306","True","True","False","0.00005223","D"
"lshw","lyonel/lshw","https://github.com/lyonel/lshw.git","","21445","19513","19842","20663","22043","25166","True","True","False","0.00005210","D"
"libxapian22","","","","21388","33487","24733","21574","14821","12329","True","True","False","0.00005196","D"
"gir1.2-soup-3.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00005194","D"
"gir1.2-gusb-1.0","","","","0","0","0","0","0","0","False","False","False","0.00005193","D"
"gpgsm","","","","0","0","0","0","0","0","False","False","False","0.00005166","D"
"gpg-agent","","","","0","0","0","0","0","0","False","False","False","0.00005166","D"
"gnupg-l10n","","","","0","0","0","0","0","0","False","False","False","0.00005166","D"
"dirmngr","","","","0","0","0","0","0","0","False","False","False","0.00005166","D"
"gpg","","","","0","0","0","0","0","0","False","False","False","0.00005166","D"
"kcalcore","","https://invent.kde.org/frameworks/kcalendarcore","","19048","16954","16839","21346","24924","15177","True","True","False","0.00005165","D"
"libdiscid","","","","20439","23077","19358","20445","19175","20142","True","True","False","0.00005153","D"
"librttopo","","https://git.osgeo.org/gitea/rttopo/librttopo","","20589","11376","16390","18890","24289","32001","True","True","False","0.00005143","D"
"tslib","","","","12932","232","3526","7661","15113","38129","True","True","False","0.00005138","D"
"python-pylibacl","","","","19372","9040","13105","18653","24042","32020","True","True","False","0.00005127","D"
"liblc3","google/liblc3","https://github.com/google/liblc3.git","","17550","0","4","322","8994","60883","True","True","False","0.00005124","D"
"kholidays","","https://invent.kde.org/frameworks/kholidays","","20968","19698","18767","23283","26519","16574","True","True","False","0.00005094","D"
"libdolphinvcs5","","","","20966","19982","19070","23646","25836","16296","True","True","False","0.00005093","D"
"fyba","kartverket/fyba","https://github.com/kartverket/fyba.git","","20825","21118","20901","22496","22638","16975","True","True","False","0.00005090","D"
"kmag","","","","20931","16428","15385","19862","23307","29674","True","True","False","0.00005085","D"
"gcc","","","","0","0","0","0","0","0","False","False","False","0.00005081","D"
"gtkmm4.0","","","","14130","0","26","2457","7378","46662","True","True","False","0.00005046","D"
"gir1.2-atspi-2.0","","","","0","0","0","0","0","0","False","False","False","0.00005043","D"
"kf6-kbookmarks","","https://invent.kde.org/frameworks/kbookmarks","","13665","0","0","0","2860","24470","True","True","False","0.00005040","D"
"zxcvbn-c","tsyrogit/zxcvbn-c","https://github.com/tsyrogit/zxcvbn-c.git","","19678","5060","5790","6896","17345","63299","True","True","False","0.00005038","D"
"networkmanager-qt","","https://invent.kde.org/frameworks/networkmanager-qt","","20735","19626","18801","23403","25644","16204","True","True","False","0.00005037","D"
"sombok","hatukanezumi/sombok","https://github.com/hatukanezumi/sombok.git","","17707","17659","16159","16597","18326","19796","True","True","False","0.00005032","D"
"kyotocabinet","","","","20306","36982","23374","19679","11333","10162","True","True","False","0.00005029","D"
"libgeotiff","","","","20577","11354","16366","18865","24293","32009","True","True","False","0.00005029","D"
"kf6-kdoctools","","https://invent.kde.org/frameworks/kdoctools","","14718","0","0","0","3945","25492","True","True","False","0.00005027","D"
"gir1.2-libxfce4util-1.0","","","","0","0","0","0","0","0","False","False","False","0.00005021","D"
"libxml++2.6","","","","18656","7994","7260","7272","14065","56689","True","True","False","0.00005014","D"
"kmouth","","","","20518","16140","14979","19360","22788","29327","True","True","False","0.00004985","D"
"libart-lgpl","","","","19052","30985","22146","19158","12597","10377","True","True","False","0.00004977","D"
"parole","","","","20482","17549","17393","20548","22222","24700","True","True","False","0.00004976","D"
"gir1.2-secret-1","","","","0","0","0","0","0","0","False","False","False","0.00004976","D"
"espeak-ng-data","","","","0","0","0","0","0","0","False","False","False","0.00004966","D"
"kmousetool","","","","20409","15817","14804","19246","22748","29434","True","True","False","0.00004958","D"
"libavdevice59","","","","20410","0","6222","14155","34228","27038","True","True","False","0.00004958","D"
"g++-14","","","","0","0","0","0","0","0","False","False","False","0.00004951","D"
"g++-x86-64-linux-gnu","","","","0","0","0","0","0","0","False","False","False","0.00004951","D"
"gobjc-14","","","","0","0","0","0","0","0","False","False","False","0.00004951","D"
"cpp-14","","","","0","0","0","0","0","0","False","False","False","0.00004951","D"
"gobjc-x86-64-linux-gnu","","","","0","0","0","0","0","0","False","False","False","0.00004951","D"
"cpp-x86-64-linux-gnu","","","","0","0","0","0","0","0","False","False","False","0.00004951","D"
"ffmpegthumbnailer","dirkvdb/ffmpegthumbnailer","https://github.com/dirkvdb/ffmpegthumbnailer.git","","18753","18090","17200","18993","19004","20482","True","True","False","0.00004947","D"
"python-dbus","","","","20334","41416","23264","18844","10520","7629","True","True","False","0.00004940","D"
"pugixml","","","","18821","16828","15720","16756","20877","23927","True","True","False","0.00004926","D"
"kate5-data","","","","20226","19027","18270","23047","25236","15552","True","True","False","0.00004914","D"
"kf6-sonnet","","https://invent.kde.org/frameworks/sonnet","","13509","0","0","0","2922","24096","True","True","False","0.00004912","D"
"ogdi-dfsg","","","","20081","11307","16289","18746","24156","29907","True","True","False","0.00004909","D"
"kross","","https://invent.kde.org/frameworks/kross","","20165","19127","18225","22690","25346","15438","True","True","False","0.00004899","D"
"telepathy-glib","","","","14548","24814","17375","14903","9040","6610","True","True","False","0.00004898","D"
"libusbmuxd","","","","14280","465","393","405","8802","61336","True","True","False","0.00004895","D"
"libdebian-installer","","","","646","782","679","622","588","561","False","True","False","0.00004892","D"
"kimageannotator","ksnip/kImageAnnotator","https://github.com/ksnip/kimageannotator.git","","19620","9552","13405","18845","24629","31670","True","True","False","0.00004887","D"
"ffms2","FFMS/ffms2","https://github.com/ffms/ffms2.git","","1512","83","867","1442","2712","2457","False","True","True","0.00004881","D"
"zziplib","gdraheim/zziplib","https://github.com/gdraheim/zziplib.git","","20064","24302","21805","21747","19206","13264","True","True","False","0.00004874","D"
"teckit","silnrsi/teckit","https://github.com/silnrsi/teckit.git","","20030","19149","18475","18787","20817","22926","True","True","False","0.00004866","D"
"python3-uno","","","","0","0","0","0","0","0","False","False","False","0.00004849","D"
"kpeoplevcard","","","","19960","11787","17429","23260","28798","18530","True","True","False","0.00004849","D"
"gsettings-qt","","https://gitlab.com/ubports/development/core/gsettings-qt.git","","19953","9791","13632","19070","24724","32552","True","True","False","0.00004847","D"
"python-lxml","","","","19932","40506","22975","18564","10145","7474","True","True","False","0.00004842","D"
"kf6-kcontacts","","https://invent.kde.org/frameworks/kcontacts","","11988","0","0","0","2201","21776","True","True","False","0.00004839","D"
"libnetfilter-acct","","","","19912","28095","22119","19940","15549","13861","True","True","False","0.00004837","D"
"libqalculate","","","","19891","17049","15019","12290","23119","31980","True","True","False","0.00004832","D"
"gir1.2-dbus-1.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00004825","D"
"at-spi2-common","","","","0","0","0","0","0","0","False","False","False","0.00004825","D"
"libqaccessibilityclient","","https://invent.kde.org/libraries/libqaccessibilityclient","","18368","13784","14709","19982","24885","18483","True","True","False","0.00004822","D"
"libtextwrap","","","","340","425","363","345","298","271","False","True","False","0.00004818","D"
"gnuplot","","","","14871","16943","14668","14361","13802","14582","True","True","False","0.00004806","D"
"trousers","","","","18668","24222","13384","16704","14928","24106","True","True","False","0.00004776","D"
"libgadu","","","","19192","27128","20525","21090","16464","10754","True","True","False","0.00004773","D"
"xdg-utils-cxx","azubieta/xdg-utils-cxx","https://github.com/azubieta/xdg-utils-cxx.git","","18688","0","8","11705","26885","36155","True","True","False","0.00004773","D"
"socket++","malaterre/socketxx-1","https://github.com/malaterre/socketxx-1.git","","18730","15998","15341","16630","19607","26076","True","True","False","0.00004758","D"
"libzip","","","","8339","2495","2464","2542","4875","29323","False","True","False","0.00004755","D"
"debconf-kde","","","","19546","15510","15201","20750","25834","20435","True","True","False","0.00004748","D"
"kdecoration","","https://invent.kde.org/plasma/kdecoration","","19513","0","0","0","0","19513","True","True","False","0.00004740","D"
"gconf2","","","","19474","31528","22139","19606","13741","10356","True","True","False","0.00004731","D"
"bison","","","","19445","20010","18577","18586","19559","20493","True","True","False","0.00004724","D"
"gir1.2-geoclue-2.0","","","","0","0","0","0","0","0","False","False","False","0.00004715","D"
"libmouse-perl","","","","19384","12595","16709","20044","22588","24987","True","True","False","0.00004709","D"
"qtkeychain","frankosterfeld/qtkeychain","https://github.com/frankosterfeld/qtkeychain.git","","16238","8311","9009","16045","26633","21192","True","True","False","0.00004701","D"
"dracut","dracut-ng/dracut-ng","https://github.com/dracut-ng/dracut-ng.git","","19340","504","489","502","9741","85468","True","True","False","0.00004698","D"
