repo,repo_id,repo_age_years,active_contributors_git_5y,dormant,openssf_maintained,has_issues,push_cadence_years,pushed_at,issues_opened_5y,issues_closed_5y,issue_close_ratio,issue_close_ratio_p,net_new_issues_5y,slope_opened,slope_closed,issue_trend_score,issue_trend_score_p,loc_per_ac,loc_per_ac_p,cve_per_ac,cve_per_ac_p,nni_per_ac,nni_per_ac_p,score,fetched_at
ljharb/side-channel-weakmap,gh/901188921,1.1,1,0,0,True,2,2025-12-30T01:57:46Z,1,0,0.0,100.0,1,0.1,0.0,,,198.0,39.71,0.0,78.08,1.0,78.17,62,2026-04-27T13:18:25Z
lodash/lodash,gh/3955647,13.7,8,0,10,True,3,2026-04-22T18:47:42Z,573,592,1.033,17.28,-19,-32.2,1.1,0.2906,7.11,14866.875,97.2,0.25,96.42,-2.375,1.24,23,2026-04-27T13:18:25Z
loganfsmyth/gensync,gh/132383032,7.7,0,1,0,True,0,2022-12-07T10:44:54Z,2,1,0.5,83.21,1,-0.3,-0.1,,,862.0,77.07,0.0,78.08,1.0,78.17,78,2026-04-27T13:18:25Z
lokathor/bytemuck,gh/209673558,6.3,59,0,5,True,5,2026-01-31T04:59:06Z,125,82,0.656,71.81,43,2.1,1.0,-0.044,72.37,145.8983,32.33,0.0,78.08,0.7288,65.84,55,2026-04-27T13:18:25Z
lukeed/dequal,gh/174421655,6.8,3,0,0,True,2,2026-04-10T00:05:37Z,10,4,0.4,86.27,6,-0.4,-0.7,-0.15,90.95,405.6667,60.29,0.0,78.08,2.0,89.03,75,2026-04-27T13:18:25Z
lukeed/escalade,gh/273568715,5.5,2,0,0,True,1,2024-08-29T22:59:35Z,2,2,1.0,30.64,0,-0.2,-0.2,,,243.5,44.74,0.0,78.08,0.0,35.97,50,2026-04-27T13:18:25Z
lukeed/kleur,gh/140393403,7.5,4,0,0,True,2,2023-06-07T07:24:18Z,8,3,0.375,87.01,5,-1.0,-0.2,0.5,2.91,137.0,30.65,0.0,78.08,1.25,81.33,58,2026-04-27T13:18:25Z
lxml/lxml,gh/1353927,14.9,60,0,10,False,5,2026-04-24T03:45:41Z,0,0,,,0,,,,,713.9833,73.6,0.1,92.39,0.0,35.97,63,2026-04-27T13:18:26Z
lydell/js-tokens,gh/17552490,11.8,3,0,0,True,5,2025-12-08T21:13:41Z,6,6,1.0,30.64,0,0.3,0.3,0.0,60.1,1400.3333,83.67,0.0,78.08,0.0,35.97,62,2026-04-27T13:18:25Z
lz4/lz4,gh/18106269,11.8,83,0,10,True,5,2026-04-01T22:56:47Z,208,176,0.846,50.25,32,-1.3,-2.0,-0.0168,64.94,355.5663,56.38,0.0361,86.13,0.3855,53.62,64,2026-04-27T13:18:25Z
madler/zlib,gh/2359378,14.3,57,0,10,True,5,2026-03-27T22:39:38Z,294,287,0.976,33.7,7,-1.4,7.7,0.1548,15.99,795.4561,75.17,0.1228,93.51,0.1228,40.38,66,2026-04-27T18:55:42Z
mafintosh/end-of-stream,gh/14732255,12.1,2,0,0,True,1,2025-06-16T13:28:45Z,1,0,0.0,100.0,1,-0.1,0.0,,,117.5,27.52,0.0,78.08,0.5,59.28,50,2026-04-27T13:18:25Z
mafintosh/pump,gh/12118126,12.4,2,0,1,True,2,2026-02-28T13:30:14Z,1,2,2.0,2.08,-1,0.1,0.0,,,102.5,24.5,0.0,78.08,-0.5,8.6,25,2026-04-27T13:18:25Z
mafintosh/tar-stream,gh/15340089,12.0,6,0,1,True,3,2026-02-28T13:26:28Z,28,39,1.393,5.27,-11,0.2,-0.2,-0.0714,82.07,371.5,58.05,0.0,78.08,-1.8333,2.04,21,2026-04-27T13:18:25Z
marshallpierce/rust-base64,gh/47371310,10.1,25,0,0,True,5,2026-04-23T02:11:56Z,61,59,0.967,35.17,2,-2.3,-3.2,-0.0738,82.55,312.0,52.01,0.04,87.14,0.08,38.24,56,2026-04-27T13:18:26Z
mathiasbynens/cssesc,gh/12001360,12.4,0,1,0,True,0,2023-02-02T10:10:22Z,7,2,0.286,89.71,5,0.0,0.2,0.1429,18.09,456.0,63.65,0.0,78.08,5.0,97.17,78,2026-04-27T13:18:26Z
mathiasbynens/emoji-regex,gh/24557614,11.3,7,0,0,True,5,2025-10-13T08:13:29Z,28,19,0.679,67.4,9,-1.1,-1.9,-0.1429,89.98,21.1429,4.92,0.0,78.08,1.2857,81.79,32,2026-04-27T13:18:26Z
mathiasbynens/jsesc,gh/10498729,12.6,2,0,0,True,1,2024-12-11T08:25:58Z,7,1,0.143,92.77,6,0.3,0.0,-0.2143,94.35,701.5,73.04,0.0,78.08,3.0,94.23,81,2026-04-27T13:18:26Z
mathiasbynens/punycode.js,gh/2755924,14.1,10,0,0,True,2,2024-04-18T16:14:56Z,17,8,0.471,84.44,9,0.0,-0.2,-0.0588,77.87,83.1,20.47,0.0,78.08,0.9,68.21,48,2026-04-27T13:18:26Z
mathiasbynens/regenerate,gh/10182772,12.6,0,1,0,True,0,2021-12-29T22:19:35Z,4,2,0.5,83.21,2,0.1,-0.3,,,2122.0,89.6,0.0,78.08,2.0,89.03,85,2026-04-27T13:18:26Z
mathiasbynens/regexpu-core,gh/49437324,10.0,4,0,0,True,5,2025-09-22T15:20:14Z,17,23,1.353,5.76,-6,-0.7,0.0,0.2059,11.31,2226.25,90.16,0.0,78.08,-1.5,2.6,26,2026-04-27T13:18:26Z
mathiasbynens/unicode-canonical-property-names-ecmascript,gh/88346537,8.7,1,0,0,True,2,2024-09-12T08:20:26Z,0,0,,,0,,,,,85.0,21.03,0.0,78.08,0.0,35.97,39,2026-04-27T13:18:26Z
mathiasbynens/unicode-property-aliases-ecmascript,gh/88333533,8.7,2,0,0,True,3,2025-09-15T07:32:33Z,0,0,,,0,,,,,63.0,14.09,0.0,78.08,0.0,35.97,34,2026-04-27T13:18:26Z
matklad/once_cell,gh/143220272,7.4,36,0,5,True,5,2026-03-12T10:59:54Z,64,70,1.094,11.64,-6,-1.8,-1.8,0.0,60.1,113.1111,26.73,0.0278,85.12,-0.1667,14.82,32,2026-04-27T13:18:26Z
matplotlib/matplotlib,gh/1385122,14.9,686,0,10,True,5,2026-04-25T05:28:32Z,3846,4048,1.053,14.22,-202,-127.9,-85.0,0.0558,36.19,543.5102,68.01,0.0,78.08,-0.2945,12.22,40,2026-04-27T13:18:26Z
mcollina/fastq,gh/37368217,10.6,16,0,0,True,5,2025-12-23T07:59:02Z,27,17,0.63,74.63,10,-1.3,-0.9,0.0741,30.86,100.3125,24.27,0.0,78.08,0.625,62.44,49,2026-04-27T13:18:26Z
mcollina/reusify,gh/42106515,10.3,2,0,0,True,3,2026-02-09T16:12:27Z,3,2,0.667,71.32,1,0.5,0.4,,,97.0,23.6,0.0,78.08,0.5,59.28,48,2026-04-27T13:18:26Z
mdn/data,gh/70901646,9.2,61,0,10,True,5,2026-04-27T05:48:06Z,43,43,1.0,30.64,0,-1.3,0.1,0.1628,15.51,2.0164,0.11,0.0,78.08,0.0,35.97,7,2026-04-27T13:18:26Z
medikoo/d,gh/10817569,12.5,1,0,0,True,2,2024-03-01T13:07:48Z,4,3,0.75,62.87,1,-0.4,-0.2,,,549.0,68.46,0.0,78.08,1.0,78.17,75,2026-04-27T13:18:26Z
medikoo/es5-ext,gh/1792941,14.6,4,0,0,True,3,2025-05-09T10:21:10Z,26,20,0.769,60.42,6,-1.4,-0.9,0.0962,25.2,4224.25,93.96,0.25,96.42,1.5,84.16,91,2026-04-27T13:18:26Z
medikoo/es6-symbol,gh/14423385,12.1,1,0,0,True,2,2024-03-01T13:27:04Z,2,2,1.0,30.64,0,-0.2,-0.1,,,350.0,55.93,0.0,78.08,0.0,35.97,54,2026-04-27T13:18:26Z
medikoo/type,gh/177198492,6.8,2,0,0,True,3,2024-05-30T19:11:21Z,6,1,0.167,92.4,5,-0.6,-0.2,0.3333,5.98,1644.5,86.02,0.0,78.08,2.5,91.29,85,2026-04-27T13:18:26Z
meinersbur/isl,gh/37677854,10.5,6,0,,True,5,2026-04-20T08:32:06Z,,,,,,,,,,52013.1667,98.77,0.0,78.08,,50,73,2026-05-31T23:17:28Z
mhammond/pywin32,gh/108187130,8.2,61,0,10,True,5,2026-04-27T00:53:45Z,460,531,1.154,8.95,-71,-15.7,6.7,0.2435,9.05,7323.8361,95.19,0.0164,82.55,-1.1639,3.73,31,2026-04-27T13:18:26Z
micheles/decorator,gh/14656555,12.1,12,0,0,True,5,2025-12-12T16:57:16Z,56,46,0.821,53.68,10,-5.8,-5.0,0.0714,32.15,275.5,48.32,0.0,78.08,0.8333,67.53,63,2026-04-27T18:55:43Z
micromark/micromark,gh/157420458,7.1,18,0,0,True,5,2025-05-10T18:46:45Z,47,44,0.936,39.46,3,-1.3,-1.0,0.0319,44.26,1294.5,82.33,0.0,78.08,0.1667,43.44,65,2026-04-27T13:18:26Z
micromatch/anymatch,gh/11458302,12.5,3,0,0,True,2,2023-05-18T16:52:59Z,5,2,0.4,86.27,3,-0.8,-0.2,0.6,1.45,118.3333,27.74,0.0,78.08,1.0,78.17,55,2026-04-27T13:18:26Z
micromatch/braces,gh/25475303,11.2,7,0,0,True,2,2025-01-19T20:06:12Z,16,13,0.812,55.15,3,1.1,1.5,0.125,20.19,468.1429,64.43,0.2857,96.87,0.4286,54.98,70,2026-04-27T13:18:26Z
micromatch/is-extglob,gh/31788841,10.8,0,1,0,True,0,2019-05-25T08:53:08Z,0,0,,,0,,,,,144.0,31.88,0.0,78.08,0.0,35.97,45,2026-04-27T13:03:06Z
micromatch/is-glob,gh/28179425,11.0,3,0,0,True,1,2022-12-29T12:56:43Z,2,1,0.5,83.21,1,-0.2,0.0,,,159.6667,34.23,0.0,78.08,0.3333,51.81,52,2026-04-27T13:18:26Z
micromatch/micromatch,gh/27359938,11.1,7,0,0,True,4,2024-08-26T23:15:58Z,43,30,0.698,66.79,13,0.8,0.2,-0.0698,80.78,1946.4286,88.14,0.1429,94.85,1.8571,86.2,90,2026-04-27T13:18:26Z
micromatch/picomatch,gh/156211895,7.2,13,0,10,True,5,2026-04-20T08:37:18Z,41,21,0.512,79.41,20,-1.2,0.3,0.1829,12.92,1487.2308,84.68,0.0,78.08,1.5385,84.39,82,2026-04-27T13:18:26Z
micromatch/to-regex-range,gh/40355891,10.4,1,0,0,True,1,2024-08-01T09:45:24Z,2,2,1.0,30.64,0,0.2,0.3,,,747.0,74.27,0.0,78.08,0.0,35.97,59,2026-04-27T13:18:26Z
microsoft/tslib,gh/34414315,10.7,17,0,1,True,4,2026-04-10T03:40:54Z,31,29,0.935,39.83,2,-0.2,-0.7,-0.0806,83.52,92.1765,22.37,0.0,78.08,0.1176,40.27,41,2026-04-27T13:18:26Z
microsoft/typescript,gh/20929025,11.5,329,0,10,True,5,2026-04-27T00:55:00Z,14115,13862,0.982,32.6,253,-536.0,-265.5,0.0958,25.36,12339.9635,96.76,0.0,78.08,0.769,66.63,80,2026-04-27T13:18:27Z
microsoft/windows-rs,gh/208102250,6.3,72,0,10,True,5,2026-04-27T01:47:07Z,1545,1537,0.995,31.0,8,-72.5,-68.3,0.0136,51.05,31568.0278,98.43,0.0139,82.1,0.1111,39.93,69,2026-04-27T13:18:27Z
minimistjs/minimist,gh/549230701,3.2,7,0,0,True,4,2025-12-30T01:57:54Z,52,41,0.788,58.33,11,0.9,1.2,0.0288,45.72,193.7143,38.81,0.1429,94.85,1.5714,84.5,68,2026-04-27T13:18:27Z
mirror/ncurses,gh/22324756,11.4,1,0,,False,3,2023-03-12T23:41:42Z,,,,,,,,,,148022.0,99.66,14.0,100.0,,50,79,2026-05-19T11:25:44Z
mitsuhiko/insta,gh/165561258,7.0,51,0,10,True,5,2026-03-30T20:53:47Z,253,205,0.81,55.39,48,3.3,3.3,0.0,60.1,470.1569,64.88,0.0,78.08,0.9412,69.12,70,2026-04-27T13:18:27Z
mm2/little-cms,gh/507969,15.9,43,0,10,True,5,2026-04-26T13:59:09Z,177,171,0.966,35.66,6,-0.8,-0.1,0.0198,48.47,1671.8605,86.58,0.0,78.08,0.1395,41.18,65,2026-04-27T18:55:44Z
moment/moment,gh/1424470,14.8,13,0,0,True,4,2024-08-14T17:12:19Z,353,177,0.501,79.78,176,-21.6,-10.7,0.1544,16.16,25527.3077,98.32,0.1538,94.97,13.5385,99.21,97,2026-04-27T13:18:27Z
more-itertools/more-itertools,gh/4144530,13.7,78,0,10,True,5,2026-04-23T20:30:59Z,261,248,0.95,37.5,13,5.3,4.3,-0.0192,65.75,211.7179,40.83,0.0,78.08,0.1667,43.44,52,2026-04-27T13:18:27Z
motdotla/dotenv,gh/11205780,12.5,57,0,10,True,5,2026-04-17T21:24:18Z,223,250,1.121,10.17,-27,-6.0,-4.9,0.0247,47.01,32.3684,7.05,0.0,78.08,-0.4737,8.82,17,2026-04-27T13:18:27Z
moxystudio/node-cross-spawn,gh/21335844,11.5,3,0,0,True,1,2024-11-18T14:20:54Z,22,5,0.227,91.3,17,0.5,0.1,-0.0909,85.62,302.3333,51.23,0.3333,97.99,5.6667,97.4,79,2026-04-27T13:18:27Z
mozilla/source-map,gh/2014930,14.5,12,0,3,True,5,2026-04-27T08:55:21Z,46,64,1.391,5.39,-18,-1.9,-8.0,-0.663,99.03,1066.25,81.21,0.0,78.08,-1.5,2.6,25,2026-04-27T13:18:27Z
mrabarnett/mrab-regex,gh/309446978,5.2,6,0,10,True,5,2026-04-03T20:00:52Z,176,127,0.722,64.95,49,-3.3,-3.5,-0.0057,61.23,11726.1667,96.64,0.0,78.08,8.1667,98.53,91,2026-04-27T13:18:27Z
mrmlnc/fast-glob,gh/77467076,9.0,13,0,0,True,5,2025-09-01T08:00:01Z,91,83,0.912,42.89,8,-1.7,-1.9,-0.011,62.84,1147.8462,81.66,0.0,78.08,0.6154,62.1,73,2026-04-27T13:18:27Z
msgpack/msgpack-python,gh/2242705,14.4,22,0,7,True,5,2026-04-27T08:02:54Z,88,88,1.0,30.64,0,-1.9,-0.7,0.0682,33.28,227.7727,43.06,0.0,78.08,0.0,35.97,49,2026-04-27T13:18:27Z
myrne/performance-now,gh/10219264,12.6,0,1,,True,0,2020-07-07T15:33:57Z,,,,,,,,,,144.0,31.88,0.0,78.08,,50,50,2026-06-28T14:44:55Z
mysticatea/abort-controller,gh/105228556,8.3,0,1,0,True,0,2021-03-30T17:01:33Z,12,2,0.167,92.4,10,-0.9,-0.3,0.25,8.89,855.0,76.85,0.0,78.08,10.0,98.98,84,2026-04-27T13:18:27Z
mysticatea/event-target-shim,gh/31137469,10.9,1,0,0,True,1,2023-01-06T17:18:58Z,11,7,0.636,74.02,4,-1.1,-1.1,0.0,60.1,5522.0,94.63,0.0,78.08,4.0,95.81,89,2026-04-27T13:18:27Z
netflix/vmaf,gh/51317975,9.9,54,0,,True,5,2026-04-23T23:56:51Z,232,225,0.97,34.93,7,-15.3,-12.0,0.0711,32.31,1750.463,87.25,0.0,78.08,0.1296,40.95,65,2026-04-27T13:18:27Z
nghttp2/nghttp2,gh/11452676,12.5,45,0,10,True,5,2026-04-27T12:52:53Z,277,724,2.614,0.86,-447,-9.8,92.7,1.8502,0.16,3439.6889,93.29,0.1556,95.08,-9.9333,0.11,10,2026-04-27T13:18:27Z
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,5.7,1,0,0,True,2,2025-07-30T15:13:52Z,3,1,0.333,88.85,2,0.3,0.1,,,160.0,34.34,0.0,78.08,2.0,89.03,62,2026-04-27T13:18:27Z
nlnetlabs/unbound,gh/94195301,8.6,91,0,10,True,5,2026-04-23T07:37:35Z,727,536,0.737,63.6,191,-1.9,3.7,0.0385,41.52,2210.6703,90.04,0.3736,98.21,2.0989,89.59,93,2026-04-27T18:55:45Z
node-fetch/fetch-blob,gh/186960326,6.6,4,0,0,True,3,2023-08-14T00:51:27Z,23,24,1.043,15.32,-1,-3.6,-4.4,-0.1739,92.73,232.0,43.4,0.0,78.08,-0.25,13.24,36,2026-04-27T13:18:27Z
node-fetch/node-fetch,gh/29849956,10.9,51,0,0,True,3,2026-03-21T22:04:39Z,346,237,0.685,67.16,109,-43.3,-34.6,0.1257,19.06,137.8431,30.87,0.0392,86.8,2.1373,89.93,62,2026-04-27T13:18:27Z
nodeca/argparse,gh/4325614,13.6,1,0,0,True,1,2023-11-09T18:31:05Z,20,13,0.65,72.43,7,-0.4,-1.3,-0.225,94.51,9991.0,96.31,0.0,78.08,7.0,97.96,90,2026-04-27T13:18:27Z
nodeca/js-yaml,gh/2504175,14.2,6,0,2,True,3,2026-03-26T16:59:20Z,106,75,0.708,66.18,31,-9.8,-9.3,0.0236,47.5,2684.6667,91.28,0.1667,95.64,5.1667,97.29,95,2026-04-27T13:18:27Z
nodeca/pako,gh/16231859,11.9,5,0,0,True,3,2024-06-27T10:02:41Z,72,52,0.722,64.95,20,-6.6,-6.4,0.0139,50.89,8713.6,95.75,0.0,78.08,4.0,95.81,89,2026-04-27T13:18:27Z
nodejs/node,gh/27193779,11.1,1149,0,10,True,5,2026-04-27T18:19:37Z,7270,6514,0.896,44.61,756,-3.4,20.9,0.0167,50.08,12666.8442,96.87,0.0513,88.48,0.658,63.12,81,2026-04-27T18:55:45Z
nodejs/readable-stream,gh/5187096,13.4,15,0,0,True,5,2025-01-07T10:06:21Z,57,70,1.228,7.72,-13,-1.2,-3.4,-0.193,93.54,2582.5333,91.16,0.0,78.08,-0.8667,4.64,32,2026-04-27T13:18:27Z
nodejs/string_decoder,gh/95052330,8.5,0,1,0,True,0,2026-03-20T15:00:09Z,2,1,0.5,83.21,1,-0.4,-0.2,,,3485.0,93.4,0.0,78.08,1.0,78.17,83,2026-04-27T13:18:27Z
nodejs/undici,gh/133092972,7.6,322,0,10,True,5,2026-04-27T10:56:39Z,1239,1047,0.845,50.37,192,-3.0,-8.9,-0.0238,66.72,383.1677,58.84,0.0466,87.92,0.5963,61.43,68,2026-04-27T13:18:28Z
nodelib/nodelib,gh/129310478,7.7,5,0,0,True,5,2025-01-08T17:16:35Z,16,15,0.938,39.09,1,0.6,-0.4,-0.3125,96.45,869.6,77.29,0.0,78.08,0.2,45.36,65,2026-04-27T13:18:28Z
npm/abbrev-js,gh/554893,15.8,6,0,1,True,4,2026-03-23T15:38:30Z,1,1,1.0,30.64,0,0.1,0.2,,,5.3333,1.57,0.0,78.08,0.0,35.97,16,2026-04-27T13:18:28Z
npm/cacache,gh/193812470,6.5,14,0,5,True,5,2026-03-26T01:13:33Z,25,27,1.08,12.62,-2,-1.0,-0.2,0.16,15.67,323.5,53.47,0.0,78.08,-0.1429,15.72,40,2026-04-27T13:18:28Z
npm/hosted-git-info,gh/25002984,11.2,14,0,1,True,5,2026-04-13T15:34:34Z,21,23,1.095,11.52,-2,-2.5,-2.2,0.0714,32.15,2.2857,0.34,0.0714,89.93,-0.1429,15.72,8,2026-04-27T13:18:28Z
npm/ini,gh/2167680,14.4,14,0,0,True,5,2026-03-20T19:35:28Z,36,56,1.556,3.43,-20,-0.5,-1.7,-0.1667,92.25,2.2857,0.34,0.0,78.08,-1.4286,2.71,4,2026-04-27T13:18:28Z
npm/json-parse-even-better-errors,gh/211384370,6.3,3,0,1,True,4,2026-03-23T15:38:29Z,2,2,1.0,30.64,0,-0.2,0.0,,,10.6667,3.02,0.0,78.08,0.0,35.97,20,2026-04-27T13:18:28Z
npm/mute-stream,gh/5159166,13.4,6,0,0,True,5,2026-03-20T18:58:45Z,0,3,,,-3,,,,,5.3333,1.57,0.0,78.08,-0.5,8.6,10,2026-04-27T13:18:28Z
npm/node-semver,gh/1357199,14.9,29,0,3,True,5,2026-04-16T17:02:20Z,146,144,0.986,31.74,2,-4.9,-2.8,0.0719,31.18,225.2414,42.73,0.0345,86.02,0.069,37.67,52,2026-04-27T13:18:28Z
npm/node-which,gh/2169708,14.4,8,0,1,True,5,2026-03-20T19:35:28Z,7,8,1.143,9.56,-1,-0.4,-0.6,-0.1429,89.98,4.0,0.89,0.0,78.08,-0.125,16.4,10,2026-04-27T13:18:28Z
npm/nopt,gh/1544436,14.8,5,0,0,True,5,2026-04-21T17:46:06Z,4,10,2.5,0.98,-6,0.1,0.7,,,6.4,1.79,0.0,78.08,-1.2,3.51,8,2026-04-27T13:18:28Z
npm/normalize-package-data,gh/9301720,12.7,12,0,0,True,5,2026-03-20T20:05:36Z,11,21,1.909,2.21,-10,-0.9,-2.1,-0.5455,98.22,2.6667,0.45,0.0,78.08,-0.8333,4.86,6,2026-04-27T13:18:28Z
npm/ssri,gh/193817839,6.5,11,0,2,True,5,2026-03-24T14:56:03Z,6,5,0.833,52.94,1,-0.5,-0.4,0.0833,28.27,2.9091,0.67,0.0909,91.39,0.0909,38.69,13,2026-04-27T13:18:28Z
npm/unique-slug,gh/35246620,10.7,7,0,0,True,5,2026-03-26T16:53:17Z,1,2,2.0,2.08,-1,0.0,-0.1,,,4.5714,1.01,0.0,78.08,-0.1429,15.72,11,2026-04-27T13:18:28Z
npm/write-file-atomic,gh/23896209,11.3,6,0,4,True,5,2026-03-23T15:38:31Z,8,15,1.875,2.33,-7,-0.7,-1.5,-0.5,97.9,5.3333,1.57,0.0,78.08,-1.1667,3.62,8,2026-04-27T13:18:28Z
numpy/numpy,gh/908607,15.3,918,0,10,True,5,2026-04-26T23:12:50Z,4533,4385,0.967,35.17,148,-52.1,-76.9,-0.0274,67.21,721.4978,73.83,0.0087,80.87,0.1612,42.31,63,2026-04-27T13:18:28Z
nv/cssom,gh/1025209,15.2,3,0,0,True,2,2023-04-18T01:21:40Z,6,2,0.333,88.85,4,-0.5,0.0,0.4167,3.88,2209.0,89.93,0.0,78.08,1.3333,82.24,83,2026-04-27T13:18:28Z
nvzqz/static-assertions,gh/100129252,8.4,0,1,0,True,0,2023-11-18T10:20:29Z,19,3,0.158,92.52,16,-1.5,0.0,0.3947,4.2,2055.0,89.26,0.0,78.08,16.0,99.55,89,2026-04-27T13:03:12Z
oauthlib/oauthlib,gh/2811323,14.1,40,0,10,True,5,2026-04-22T08:13:47Z,70,51,0.729,64.34,19,-2.6,-1.6,0.0714,32.15,565.575,69.57,0.025,84.68,0.475,56.67,69,2026-04-27T13:18:28Z
octokit/openapi-types.ts,gh/304109193,5.2,11,0,4,True,5,2026-04-23T14:59:38Z,33,30,0.909,43.26,3,-3.4,-2.8,0.0909,26.33,21.0909,4.81,0.0,78.08,0.2727,47.96,26,2026-04-27T13:18:28Z
octokit/types.ts,gh/216109757,6.2,16,0,0,True,5,2026-04-23T16:40:13Z,62,57,0.919,41.91,5,-3.7,-3.4,0.0242,47.17,518.6875,67.11,0.0,78.08,0.3125,49.55,64,2026-04-27T13:18:28Z
oozcitak/xmlbuilder-js,gh/1042809,15.2,1,0,0,True,3,2025-12-01T07:52:09Z,6,4,0.667,71.32,2,-0.6,-0.4,0.1667,15.35,8301.0,95.41,0.0,78.08,2.0,89.03,87,2026-04-27T13:18:28Z
open-telemetry/opentelemetry-js,gh/185901023,6.6,279,0,10,True,5,2026-04-27T11:18:27Z,1474,1448,0.982,32.6,26,-12.0,-1.1,0.037,42.16,546.3907,68.12,0.0036,79.53,0.0932,38.8,59,2026-04-27T13:18:28Z
open-telemetry/opentelemetry-js-contrib,gh/255986659,5.7,271,0,10,True,5,2026-04-23T13:25:05Z,828,711,0.859,48.77,117,4.4,-4.5,-0.0537,75.61,436.2804,62.3,0.0,78.08,0.4317,55.2,65,2026-04-27T13:18:29Z
open-telemetry/opentelemetry-python,gh/185478926,6.7,252,0,10,True,5,2026-04-27T09:35:10Z,1411,1167,0.827,53.19,244,-34.5,-49.6,-0.0535,75.28,376.4802,58.39,0.004,79.75,0.9683,69.8,69,2026-04-27T13:18:29Z
open-telemetry/opentelemetry-python-contrib,gh/220524743,6.1,360,0,10,True,5,2026-05-02T19:30:08Z,1416,919,0.649,72.55,497,16.4,7.6,-0.0311,68.98,353.3694,56.26,0.0,78.08,1.3806,82.47,71,2026-05-03T22:21:39Z
openssl/openssl,gh/7634677,13.0,737,0,10,True,5,2026-04-27T07:41:19Z,5938,5827,0.981,32.97,111,-184.0,-13.4,0.1437,17.61,1620.7476,85.68,0.0991,91.83,0.1506,41.86,69,2026-04-27T13:18:29Z
p11-glue/p11-kit,gh/12060420,12.4,43,0,4,True,5,2026-03-12T14:44:11Z,140,88,0.629,74.88,52,1.0,1.2,0.0071,53.15,2388.2326,90.83,0.0465,87.81,1.2093,80.32,86,2026-04-27T13:18:29Z
pallets/click,gh/19103692,11.7,157,0,10,True,5,2026-04-27T13:12:30Z,679,627,0.923,41.67,52,-20.1,-26.7,-0.0486,73.83,137.6433,30.76,0.0,78.08,0.3312,49.77,49,2026-04-27T13:18:29Z
pallets/flask,gh/596892,15.7,153,0,10,True,5,2026-04-09T04:04:09Z,680,695,1.022,18.14,-15,-43.8,-45.6,-0.0132,63.65,116.8235,27.4,0.0131,81.66,-0.098,16.97,34,2026-04-27T13:18:29Z
pallets/itsdangerous,gh/1945034,14.5,9,0,1,True,5,2025-06-14T20:35:46Z,29,28,0.966,35.66,1,-0.7,-1.1,-0.069,80.61,190.2222,38.37,0.0,78.08,0.1111,39.93,49,2026-04-27T13:18:29Z
pallets/jinja,gh/994551,15.2,68,0,2,True,5,2025-06-14T20:35:04Z,362,339,0.936,39.46,23,-20.5,-24.7,-0.058,77.06,336.3971,54.59,0.1176,93.29,0.3382,52.04,64,2026-04-27T13:18:29Z
pallets/markupsafe,gh/734244,15.5,19,0,0,True,5,2025-09-27T18:47:09Z,75,74,0.987,31.5,1,-1.3,-1.2,0.0067,53.47,60.4211,13.31,0.0,78.08,0.0526,36.99,34,2026-04-27T13:18:29Z
pallets/werkzeug,gh/997338,15.2,112,0,10,True,5,2026-04-26T21:42:29Z,412,437,1.061,13.6,-25,-17.2,-21.6,-0.0534,75.12,314.8393,52.57,0.0982,91.72,-0.2232,13.57,40,2026-04-27T13:18:29Z
pandas-dev/pandas,gh/858127,15.4,1591,0,10,True,5,2026-04-27T09:05:14Z,8388,8366,0.997,30.76,22,-302.7,-284.9,0.0106,52.18,415.6977,60.74,0.0,78.08,0.0138,36.2,56,2026-04-27T13:18:29Z
paramiko/paramiko,gh/119609,16.9,33,0,0,True,5,2026-03-29T23:31:57Z,533,274,0.514,79.29,259,-15.8,-8.3,0.0704,32.63,957.4242,79.31,0.0909,91.39,7.8485,98.19,89,2026-04-27T13:18:29Z
paulmillr/chokidar,gh/4090287,13.7,24,0,2,True,5,2026-04-27T12:48:12Z,212,267,1.259,7.23,-55,-10.9,4.2,0.3561,4.52,160.875,34.45,0.0,78.08,-2.2917,1.36,15,2026-04-27T13:18:29Z
paulmillr/readdirp,gh/4494405,13.6,9,0,0,True,4,2025-11-25T23:09:21Z,11,15,1.364,5.64,-4,-0.7,-0.3,0.1818,13.41,92.0,22.15,0.0,78.08,-0.4444,9.28,25,2026-04-27T13:18:29Z
pcre2project/pcre2,gh/398251321,4.4,58,0,10,True,5,2026-04-03T20:17:29Z,351,312,0.889,45.83,39,6.2,8.2,0.0285,45.88,1659.3966,86.47,0.0862,90.94,0.6724,63.91,80,2026-04-27T13:18:29Z
pest-parser/pest,gh/56964647,9.7,74,0,5,True,5,2026-04-19T05:02:47Z,167,180,1.078,12.75,-13,-7.6,-7.9,-0.009,62.04,560.7162,69.13,0.0,78.08,-0.1757,14.37,43,2026-04-27T13:18:29Z
peternator7/strum,gh/80964373,8.9,88,0,10,True,5,2026-03-07T01:28:08Z,141,113,0.801,56.0,28,0.8,1.0,0.0071,53.15,77.5227,19.02,0.0,78.08,0.3182,49.66,42,2026-04-27T13:18:29Z
petkaantonov/bluebird,gh/12670444,12.3,4,0,0,True,3,2024-11-07T20:26:46Z,30,16,0.533,78.92,14,-0.4,-1.1,-0.1167,88.53,11020.0,96.42,0.0,78.08,3.5,95.02,89,2026-04-27T13:18:29Z
